Table S1. The Gyeongju Hi-density Broadband Seismic Network (GHBSN) catalog,,,,,
EventID,Origin Time (UTC),Latitude (N),Longitude (E),Depth (km),Magnitude (ML)
4324,2021-09-11T19:16:17.876,35.7593,129.1935,13.5,-0.2
4325,2021-09-11T20:24:22.409,35.6501,128.9924,11.1,-0.7
4326,2021-09-11T20:58:56.526,35.6469,128.9937,10.2,-0.6
4327,2021-09-11T21:32:30.599,35.747,129.2949,8.9,-0.1
4328,2021-09-11T22:13:56.031,35.837,129.4135,8.1,-0.4
4329,2021-09-11T22:17:12.574,35.6478,128.9924,10.8,-0.4
4330,2021-09-11T22:22:44.998,35.7452,129.292,8.4,0.2
4331,2021-09-11T22:44:37.795,35.6481,128.993,10.9,-0.4
4332,2021-09-11T22:55:44.671,35.6491,128.9928,11.5,-0.3
4333,2021-09-11T22:56:37.873,35.8115,129.4351,14.1,1.4
4334,2021-09-12T00:06:27.162,35.6487,128.99,11.9,-0.3
4335,2021-09-12T00:30:36.635,35.6478,128.9939,10.3,-0.3
4336,2021-09-12T01:04:38.762,35.8104,129.4367,14.1,0.8
4337,2021-09-12T01:23:23.129,35.6494,128.9935,10.7,0
4338,2021-09-12T03:07:16.641,35.6479,128.9929,11.1,0.6
4339,2021-09-12T03:09:52.921,35.649,128.9919,10.9,-0.4
4340,2021-09-12T05:58:40.005,35.6487,128.9928,11.2,0.1
4341,2021-09-12T05:59:20.536,35.6492,128.9917,11.1,-0.5
4342,2021-09-12T06:14:43.186,36.084,128.8337,13.8,0.5
4343,2021-09-12T07:32:31.371,35.6496,128.9924,11.2,-0.3
4344,2021-09-12T07:33:00.861,35.6491,128.9948,11.8,0
4345,2021-09-12T07:40:52.134,35.6407,128.7969,13,0.3
4346,2021-09-12T08:10:27.539,35.6481,128.993,10.7,-0.3
4347,2021-09-12T08:21:58.556,35.8135,129.455,15.1,-0.1
4348,2021-09-12T09:57:39.744,35.6473,128.9902,9.4,-0.5
4349,2021-09-12T10:00:06.849,35.7454,129.2937,8.2,-0.3
4350,2021-09-12T10:18:12.270,35.7671,129.1958,14.8,-0.2
4351,2021-09-12T13:55:31.433,35.8108,129.4375,14.3,0.3
4352,2021-09-12T14:23:42.772,35.7485,129.2878,9.2,-0.3
4353,2021-09-12T15:22:51.051,35.6496,128.9923,11.2,-0.2
4354,2021-09-12T15:26:29.885,35.6505,128.9896,11.5,-0.6
4355,2021-09-12T20:32:24.651,35.7835,129.1927,13.2,-0.3
4356,2021-09-12T20:37:41.398,35.7839,129.2037,13.7,-0.2
4357,2021-09-12T21:44:44.247,35.6494,128.9925,12.3,-0.3
4358,2021-09-13T05:48:31.266,35.8128,129.4365,14.3,0.3
4359,2021-09-13T09:22:26.062,35.8116,129.4413,14.6,0.1
4360,2021-09-13T13:59:56.707,35.578,128.9799,20.7,-0.1
4361,2021-09-13T14:24:08.105,35.6489,128.9919,11.1,-0.5
4362,2021-09-13T14:36:45.635,35.6881,129.0019,15.2,0.4
4363,2021-09-13T14:40:44.164,35.6281,129.5389,12,0.1
4364,2021-09-13T15:46:20.066,36.051,129.3554,13,0.5
4365,2021-09-13T16:47:03.628,35.7487,129.2972,9,-0.3
4366,2021-09-13T18:36:00.864,35.3756,128.7308,15.2,2.4
4367,2021-09-13T19:18:19.989,35.8116,129.4448,15.3,-0.2
4368,2021-09-14T02:48:10.969,35.906,129.0516,7,0.1
4369,2021-09-14T07:57:05.125,35.5464,128.8703,17.3,0.4
4370,2021-09-15T10:09:14.426,35.8104,129.4341,14.1,1.3
4371,2021-09-15T12:30:58.729,35.8104,129.4375,14.4,0.5
4372,2021-09-15T12:35:53.163,35.7527,129.0072,6.6,-0.6
4373,2021-09-15T16:51:38.504,35.7003,129.4118,7.3,-0.1
4374,2021-09-15T21:56:38.029,35.8677,128.9319,16.3,0
4375,2021-09-16T09:27:11.265,35.8088,129.4376,14,0.6
4376,2021-09-16T13:12:21.045,35.8146,129.4401,15,-0.1
4377,2021-09-16T17:15:20.214,35.7584,129.1881,15.2,-0.1
4378,2021-09-16T17:50:02.566,35.8936,129.1711,13.8,-0.2
4379,2021-09-17T07:43:26.823,35.8958,129.1673,13.8,0.1
4380,2021-09-17T09:10:09.300,35.8108,129.436,13.9,1.2
4381,2021-09-17T18:09:58.123,35.7686,129.3815,12.2,-0.1
4382,2021-09-17T23:42:24.284,35.6746,129.5184,15.4,0.4
4383,2021-09-17T23:54:20.575,35.778,129.3626,13.1,0.1
4384,2021-09-22T14:59:43.171,35.8102,129.4358,14.2,1.1
4385,2021-09-23T03:02:43.453,35.3987,128.4949,15,3
4386,2021-09-23T07:09:33.461,35.7174,129.4035,6.7,0
4387,2021-09-23T19:51:57.529,35.7749,129.392,12.8,-0.4
4388,2021-09-24T01:18:10.212,35.827,129.4304,14.4,0.3
4389,2021-09-24T11:21:17.826,35.8135,129.4402,14.6,0.1
4390,2021-09-24T14:06:37.309,35.7176,129.3608,9.9,0.1
4391,2021-09-24T14:15:10.592,35.8248,129.4268,13.7,0.2
4392,2021-09-24T18:41:57.834,35.8251,129.4304,13.9,0
4393,2021-09-24T18:52:28.300,35.8321,129.4298,14.8,-0.2
4394,2021-09-25T06:40:27.653,35.4829,128.8913,9.7,0.1
4395,2021-09-25T09:22:53.442,35.7381,129.423,9.6,-0.2
4396,2021-09-25T12:44:14.207,35.7579,129.372,12.1,-0.3
4397,2021-09-26T10:45:03.374,35.9652,129.4458,12,-0.1
4398,2021-09-26T16:06:33.374,35.7693,129.368,13.8,0.7
4399,2021-09-27T02:43:56.781,35.8155,129.4396,15.7,0.3
4400,2021-09-27T04:53:06.255,35.7164,129.3628,9.8,0
4401,2021-09-27T18:11:51.774,35.8189,129.4457,16.2,-0.1
4402,2021-09-28T00:52:42.092,35.8155,129.4481,14.9,0.2
4403,2021-09-28T09:27:27.559,35.7431,129.419,13.8,0.2
4404,2021-09-28T11:57:17.937,35.8933,129.7757,13.3,0.6
4405,2021-09-28T13:59:16.829,35.8496,129.4158,15.9,-0.1
4406,2021-09-28T17:55:57.002,35.8379,129.407,10.5,-0.3
4407,2021-09-28T17:56:55.601,35.8368,129.4049,11,0.7
4408,2021-09-28T17:57:01.741,35.8347,129.4052,11.2,1.4
4409,2021-09-28T17:57:02.449,35.8344,129.4062,11.4,1.5
4410,2021-09-28T17:58:12.255,35.8384,129.4054,11.3,-0.2
4411,2021-09-28T18:21:45.845,35.8364,129.412,8.5,-0.4
4412,2021-09-28T18:21:47.909,35.8381,129.4093,8.5,-0.4
4413,2021-09-28T18:33:01.140,35.8374,129.4047,10.2,-0.3
4414,2021-09-28T18:54:01.549,35.5911,128.8655,22,-0.2
4415,2021-09-28T19:26:42.924,35.8376,129.4068,10.6,-0.2
4416,2021-09-28T19:26:49.161,35.8354,129.4045,10.5,0.1
4417,2021-09-28T20:47:27.737,35.837,129.4066,10.5,-0.1
4418,2021-09-29T03:58:50.703,35.8112,129.4418,14.6,0.5
4419,2021-09-30T00:53:22.256,35.8116,129.4437,15.1,0.4
4420,2021-09-30T01:44:49.899,35.8137,129.4417,12.7,0.2
4421,2021-09-30T04:08:18.192,35.7418,129.4743,10.5,0.2
4422,2021-09-30T10:37:26.361,35.8038,129.4747,15.4,0.1
4423,2021-09-30T11:30:54.668,35.7589,129.1877,14.7,0.8
4424,2021-09-30T19:11:34.778,35.9387,128.8862,10.3,0
4425,2021-10-01T04:50:48.453,35.7552,129.1919,13.3,-0.1
4426,2021-10-01T07:04:11.088,35.8125,129.4418,15.1,0.4
4427,2021-10-01T09:15:10.202,35.8098,129.4363,14.2,1.1
4428,2021-10-01T14:00:54.770,35.814,129.4454,15.6,0
4429,2021-10-01T21:16:51.600,35.8184,129.192,12.9,-0.3
4430,2021-10-02T07:20:37.939,35.775,129.187,12.9,0
4431,2021-10-02T08:42:46.070,35.8094,129.4401,14.4,0.6
4432,2021-10-02T16:23:52.938,36.2788,129.4205,11,1.9
4433,2021-10-02T18:57:17.465,35.8115,129.446,15.5,-0.2
4434,2021-10-02T19:30:41.166,35.7801,129.3078,8.7,-0.5
4435,2021-10-03T07:27:17.167,35.7889,129.3913,13.8,0.5
4436,2021-10-03T19:59:22.744,35.7659,129.2061,14.5,-0.4
4437,2021-10-03T23:51:59.987,35.9398,128.883,11,0.5
4438,2021-10-04T06:41:21.720,35.7472,129.2989,9.1,-0.1
4439,2021-10-04T08:45:55.227,35.7624,129.1931,15.1,0.2
4440,2021-10-04T17:23:55.563,35.8051,129.8462,15.8,0.5
4441,2021-10-04T18:15:41.779,35.8022,129.4594,10.7,-0.2
4442,2021-10-05T08:48:58.901,35.8098,129.4347,13.9,1.1
4443,2021-10-05T08:49:10.718,35.8096,129.4429,14.7,0.5
4444,2021-10-05T11:04:36.496,35.7243,129.4021,13,-0.1
4445,2021-10-05T16:23:36.696,35.8169,129.4436,15.9,-0.1
4446,2021-10-05T16:31:45.501,35.8134,129.4437,15.1,-0.1
4447,2021-10-05T20:36:21.586,35.817,129.4471,15.9,0
4448,2021-10-06T04:26:24.730,35.8093,129.4174,12.7,0.1
4449,2021-10-06T21:30:33.211,35.693,129.3694,13.1,0.1
4450,2021-10-07T03:50:25.291,35.7967,129.3905,15,0.3
4451,2021-10-07T03:55:29.159,35.8009,129.3911,14.2,0.1
4452,2021-10-07T10:16:39.986,35.7987,129.391,14.1,0.3
4453,2021-10-07T18:47:18.492,35.9512,129.215,12.1,-0.4
4454,2021-10-07T20:06:41.286,35.7662,129.3931,14.8,-0.1
4455,2021-10-07T20:32:34.978,35.7807,129.3144,9.6,-0.3
4456,2021-10-08T09:26:10.996,35.4205,129.1324,16.2,0.2
4457,2021-10-08T21:15:41.632,35.4974,129.8706,17.8,0.9
4458,2021-10-08T21:26:40.124,35.9596,128.9031,13.2,0.2
4459,2021-10-08T21:36:25.370,35.7451,129.2917,8.6,0.2
4460,2021-10-09T02:58:21.483,35.7598,129.1888,15.6,0.5
4461,2021-10-09T03:08:46.399,35.7707,129.0639,16.6,0
4462,2021-10-09T16:03:07.345,36.1217,128.9872,14.4,-0.3
4463,2021-10-09T16:27:38.730,35.7624,129.1867,14.6,-0.4
4464,2021-10-09T19:26:14.771,35.7937,129.389,13.2,-0.4
4465,2021-10-09T20:12:50.025,36.1209,129.3572,10.1,0.2
4466,2021-10-09T22:55:41.932,35.8097,129.4388,14.4,0.7
4467,2021-10-11T06:28:54.655,35.9291,128.7943,14.7,0.2
4468,2021-10-11T06:30:27.106,35.9269,128.8009,14.8,1.2
4469,2021-10-11T06:40:38.421,35.9413,128.7785,16.1,0.4
4470,2021-10-11T06:40:59.283,35.9245,128.7975,14.2,0.5
4471,2021-10-11T13:27:05.754,35.843,129.767,19.7,0.7
4472,2021-10-11T14:28:07.472,35.7782,129.1999,13.3,-0.1
4473,2021-10-11T14:41:00.490,35.8178,129.8633,24.8,1
4474,2021-10-11T15:05:09.461,35.8554,129.74,20.5,1.5
4475,2021-10-11T15:06:23.928,35.8575,129.7255,18.9,0.8
4476,2021-10-11T15:52:05.269,35.8469,129.7426,19,0.7
4477,2021-10-11T17:12:30.006,35.8489,129.7331,17.9,0.6
4478,2021-10-11T19:10:28.480,35.9385,128.8894,9.8,-0.2
4479,2021-10-11T19:27:35.359,35.856,129.7394,20.1,1.3
4480,2021-10-11T19:36:00.685,35.8546,129.732,19.2,0.8
4481,2021-10-12T02:30:30.328,35.7885,129.3933,14,0.6
4482,2021-10-12T22:42:34.704,35.7715,129.2016,14.3,0.1
4483,2021-10-13T07:35:00.167,35.7627,129.1875,14.5,0.1
4484,2021-10-13T10:27:04.851,35.7736,129.1963,13.2,-0.2
4485,2021-10-13T12:57:12.241,35.9371,128.8845,10,0.6
4486,2021-10-13T21:39:20.986,35.71,129.3554,9.9,0.1
4487,2021-10-14T01:31:10.935,35.7485,129.1856,13.7,0.1
4488,2021-10-14T01:51:43.879,35.7703,129.2008,15.4,0.8
4489,2021-10-14T06:08:57.914,35.743,129.4539,9.7,0.3
4490,2021-10-14T11:08:57.316,35.8201,129.3867,11,0.1
4491,2021-10-14T13:48:33.337,35.7632,129.1937,13.3,0.1
4492,2021-10-14T15:20:13.685,35.7469,129.1753,12.9,-0.4
4493,2021-10-14T17:41:57.263,35.8062,129.4495,16.3,-0.1
4494,2021-10-14T19:45:59.500,35.7635,129.1947,13.2,0
4495,2021-10-14T20:32:23.938,35.7413,129.4218,13.1,-0.2
4496,2021-10-14T22:24:37.894,35.7754,129.313,7.7,-0.2
4497,2021-10-15T03:12:26.470,35.7307,129.3507,9.4,-0.1
4498,2021-10-15T07:59:24.004,35.7802,129.367,12.4,0.4
4499,2021-10-15T21:54:56.174,35.8151,129.3864,9.9,-0.1
4500,2021-10-16T07:38:00.477,35.9274,129.6067,16,0.5
4501,2021-10-17T06:34:21.231,35.7774,129.1981,12.8,-0.1
4502,2021-10-17T11:58:31.313,35.4692,129.4061,14.9,0.3
4503,2021-10-17T16:08:21.498,35.7762,129.1987,13.2,0
4504,2021-10-17T17:06:48.900,35.7665,129.1981,13.3,-0.5
4505,2021-10-18T02:03:52.787,35.8127,129.4432,14.3,0.3
4506,2021-10-18T09:03:45.458,35.8104,129.4372,14.2,0.9
4507,2021-10-18T15:09:46.659,35.8121,129.4347,14.1,1.2
4508,2021-10-18T15:09:50.455,35.8125,129.4379,14.2,1.2
4509,2021-10-18T20:44:10.080,35.915,129.1669,5,-0.4
4510,2021-10-19T06:00:32.107,35.8064,129.4456,14.9,0.2
4511,2021-10-19T06:32:37.608,35.7994,129.3723,8.1,0.2
4512,2021-10-19T09:19:05.614,35.7393,129.0214,12.7,-0.4
4513,2021-10-19T13:13:31.897,35.9068,129.7875,20.9,2.4
4514,2021-10-19T14:08:39.405,35.7614,129.1878,14.2,-0.2
4515,2021-10-19T15:39:08.288,35.8136,129.4421,13.8,-0.2
4516,2021-10-20T06:38:49.409,35.6318,129.5226,10,0.3
4517,2021-10-20T09:53:13.543,35.7695,129.5332,19.8,0.3
4518,2021-10-20T16:28:20.541,35.813,129.4499,15.9,-0.1
4519,2021-10-20T18:53:42.509,35.7579,129.1838,13.9,0.1
4520,2021-10-21T07:40:34.020,35.8117,129.4464,16.2,0.2
4521,2021-10-21T08:16:01.218,35.7749,129.4449,15.2,0.1
4522,2021-10-21T12:00:39.688,35.7606,129.1937,13.6,0.1
4523,2021-10-21T14:48:36.036,35.8098,129.4359,13.8,0.3
4524,2021-10-21T21:15:46.905,35.8117,129.442,14.7,0
4525,2021-10-22T08:29:55.698,35.8793,129.6643,15.3,0.9
4526,2021-10-22T15:27:24.398,35.813,129.4443,15,-0.2
4527,2021-10-22T16:52:49.071,35.7676,129.1992,13.6,-0.4
4528,2021-10-22T20:31:19.715,35.762,129.1839,11.9,-0.4
4529,2021-10-22T22:36:46.407,35.7594,129.3752,12.9,0.1
4530,2021-10-23T09:42:15.854,35.7699,129.2002,12.3,-0.4
4531,2021-10-23T10:39:48.567,35.9394,128.884,10.9,0
4532,2021-10-23T10:53:35.160,35.764,129.4193,10.7,-0.3
4533,2021-10-23T13:38:33.905,35.5583,128.949,19.4,-0.4
4534,2021-10-23T13:51:28.268,35.5579,128.9471,19.3,-0.5
4535,2021-10-23T14:21:27.592,35.4868,128.8827,13.4,-0.4
4536,2021-10-23T15:13:05.392,35.7737,129.1855,13,-0.7
4537,2021-10-23T16:41:24.226,35.7686,129.1973,12.7,-0.5
4538,2021-10-23T21:15:12.347,35.8106,129.4519,16.6,-0.4
4539,2021-10-23T21:44:17.474,35.7687,129.198,14.5,0
4540,2021-10-24T02:38:13.608,35.799,129.1754,24.7,0.1
4541,2021-10-25T22:58:08.717,35.756,129.1835,14.9,0.2
4542,2021-10-26T08:51:42.885,35.7893,129.1869,12.9,1.6
4543,2021-10-26T10:10:25.390,35.9389,128.8867,9.1,-0.2
4544,2021-10-26T12:39:23.784,35.7775,129.364,13.2,-0.1
4545,2021-10-26T20:41:18.371,35.7671,129.198,15.2,-0.3
4546,2021-10-27T00:06:08.765,35.9489,129.1555,5.2,0.2
4547,2021-10-27T05:14:14.272,35.7672,129.1799,12.6,-0.1
4548,2021-10-28T00:56:15.181,35.7625,129.1938,15.2,0.3
4549,2021-10-28T08:12:25.148,35.7751,129.1987,13.4,-0.1
4550,2021-10-28T08:38:34.532,35.7703,129.1917,12.1,-0.1
4551,2021-10-28T16:00:01.032,35.8005,129.4205,12.7,-0.3
4552,2021-10-28T19:36:40.288,35.6988,129.3181,12.3,-0.2
4553,2021-10-29T01:57:39.986,35.6315,129.4684,8.8,0.5
4554,2021-10-29T08:50:00.097,35.7597,129.1886,14.5,0.6
4555,2021-10-29T10:39:39.163,35.7946,129.3696,12,-0.1
4556,2021-10-29T16:55:04.804,35.7722,129.1713,14.1,1.2
4557,2021-10-30T04:15:56.725,35.9596,129.6006,15.2,0.6
4558,2021-10-30T13:32:04.922,36.3214,129.4446,10.6,1.8
4559,2021-10-30T20:47:44.384,35.7742,129.1995,13.6,-0.3
4560,2021-10-30T20:49:02.132,35.782,129.3696,12.6,-0.1
4561,2021-10-31T11:10:02.815,35.9385,128.889,9.3,-0.5
4562,2021-10-31T15:10:14.801,35.9636,129.5912,16.4,0.5
4563,2021-11-01T18:22:40.608,35.81,129.4372,15.8,-0.2
4564,2021-11-01T20:35:14.774,36.0034,129.5861,16.9,0.5
4565,2021-11-02T02:09:02.243,35.7603,129.1912,13.7,0.2
4566,2021-11-02T04:59:43.130,35.779,129.205,15.4,0.8
4567,2021-11-02T13:43:25.845,35.8092,129.4334,15,0.4
4568,2021-11-02T16:58:33.446,35.7709,129.1967,12.6,-0.3
4569,2021-11-02T20:35:29.122,35.7791,129.2077,15.1,-0.1
4570,2021-11-03T14:54:57.119,35.769,129.187,12.4,-0.1
4571,2021-11-03T17:31:55.052,35.7442,129.3012,8.5,0.1
4572,2021-11-04T08:09:50.636,35.7613,129.1912,14.8,0.1
4573,2021-11-04T13:01:39.991,35.7792,129.3891,11.4,-0.2
4574,2021-11-04T22:49:33.248,35.769,129.1851,11.8,-0.2
4575,2021-11-05T09:54:15.743,35.8092,128.978,16.1,1.3
4576,2021-11-05T12:54:54.878,35.726,129.3815,12.1,-0.3
4577,2021-11-05T15:44:29.983,35.7665,129.1972,14.1,-0.4
4578,2021-11-06T14:14:03.664,35.7295,129.3693,10.9,-0.2
4579,2021-11-07T05:55:24.749,35.8119,129.441,14.6,0.1
4580,2021-11-07T08:09:43.021,35.8118,129.439,14.5,0.3
4581,2021-11-07T14:19:24.566,35.6013,129.4794,9.3,0.4
4582,2021-11-07T16:30:05.848,35.8129,129.4445,15,-0.3
4583,2021-11-08T13:14:46.957,35.779,129.3918,14.6,0.1
4584,2021-11-08T14:12:29.938,35.7812,129.3861,13.7,-0.1
4585,2021-11-09T17:18:44.671,35.7129,129.3485,10.3,-0.1
4586,2021-11-09T20:55:31.828,35.6272,129.596,16.5,0.6
4587,2021-11-10T05:37:56.412,35.6071,129.6847,25.2,1.1
4588,2021-11-10T05:49:11.704,35.5852,129.7334,28.1,1.3
4589,2021-11-10T06:04:19.513,35.5871,129.7265,26.5,1.2
4590,2021-11-10T06:10:08.560,35.5991,129.7106,26.9,0.9
4591,2021-11-10T06:19:34.056,35.5994,129.7035,24.8,1.1
4592,2021-11-10T06:37:20.771,35.6044,129.7099,27.3,0.9
4593,2021-11-10T06:47:39.512,35.6073,129.6962,25.1,0.9
4594,2021-11-10T07:09:34.725,35.5984,129.7011,26.8,1.6
4595,2021-11-10T07:20:15.347,35.6045,129.6876,22.9,0.9
4596,2021-11-10T07:45:15.841,35.6022,129.7041,24,0.9
4597,2021-11-10T08:04:56.609,35.5797,129.6705,23.9,0.8
4598,2021-11-10T08:36:57.478,35.5891,129.728,28.5,1.1
4599,2021-11-10T09:20:29.518,35.5952,129.7162,26.9,0.7
4600,2021-11-10T09:55:40.662,35.5895,129.7122,28,1.4
4601,2021-11-10T11:48:37.008,35.5867,129.7108,26.3,0.9
4602,2021-11-10T12:32:14.444,35.5926,129.7167,27.7,1.2
4603,2021-11-10T12:57:42.379,35.6065,129.6966,25.8,0.7
4604,2021-11-10T13:46:14.796,35.5963,129.6972,26.9,1.1
4605,2021-11-10T15:21:16.356,35.7625,129.1925,15.3,-0.2
4606,2021-11-10T18:05:46.277,35.6006,129.701,25.7,1.3
4607,2021-11-10T18:40:33.390,35.5964,129.676,23.9,0.5
4608,2021-11-10T21:37:27.902,36.1121,129.3118,13.6,0.7
4609,2021-11-11T16:31:05.813,36.1483,129.3895,10.3,2.2
4610,2021-11-11T23:39:39.406,35.4808,128.8671,12.4,0.6
4611,2021-11-12T20:54:32.266,35.7773,129.1956,12.3,-0.2
4612,2021-11-13T08:12:56.544,35.6948,129.3795,11.2,-0.2
4613,2021-11-13T20:29:24.068,36.1348,129.2578,15.6,0.2
4614,2021-11-14T15:50:04.391,35.7743,129.3769,10.1,-0.5
4615,2021-11-14T17:37:28.180,35.7726,129.2061,14.4,-0.3
4616,2021-11-14T21:18:54.158,35.7704,129.1983,13,-0.2
4617,2021-11-15T03:22:44.749,35.6304,129.5278,11.8,0.8
4618,2021-11-15T13:12:50.187,35.7314,129.3693,10.9,-0.1
4619,2021-11-15T13:22:20.791,35.8095,129.4476,16,-0.3
4620,2021-11-15T14:09:48.474,35.6802,129.3708,10,-0.2
4621,2021-11-15T16:41:23.548,35.8143,129.4431,15,-0.2
4622,2021-11-15T21:39:13.411,35.7469,129.4626,7.6,-0.1
4623,2021-11-15T23:57:20.411,35.7677,129.1952,13.1,0.1
4624,2021-11-16T12:12:34.614,35.7414,129.4167,13,0.2
4625,2021-11-16T13:25:59.209,35.9373,128.8892,10.2,-0.2
4626,2021-11-16T15:05:53.622,35.7674,129.1962,13.9,0.3
4627,2021-11-16T15:12:09.034,35.714,129.3987,8,0.1
4628,2021-11-16T15:12:52.427,35.7123,129.4055,8.1,-0.3
4629,2021-11-16T15:31:33.068,35.7658,129.1935,14.8,-0.3
4630,2021-11-16T15:50:46.973,35.7142,129.4032,8.6,0
4631,2021-11-16T16:06:33.104,35.7109,129.4037,8.1,-0.3
4632,2021-11-16T16:39:11.515,35.645,129.7859,12.1,3
4633,2021-11-16T16:42:07.405,35.6375,129.8017,18.3,0.6
4634,2021-11-16T16:51:20.284,35.6469,129.8461,14.6,0.6
4635,2021-11-17T04:46:27.254,35.6043,129.6902,25.6,1.7
4636,2021-11-17T05:42:48.499,35.6009,129.7057,26.2,1.2
4637,2021-11-17T12:14:01.586,35.6075,129.6708,23.9,0.9
4638,2021-11-17T15:57:34.903,35.8139,129.7113,15.3,0.8
4639,2021-11-17T17:48:56.246,35.8086,129.4391,13.8,-0.3
4640,2021-11-17T18:36:08.788,35.6752,129.5179,12.3,0
4641,2021-11-18T02:57:38.344,35.541,128.9243,12.8,0.3
4642,2021-11-18T17:25:55.575,35.603,129.5798,13.7,-0.1
4643,2021-11-18T20:09:31.342,35.644,129.7824,13.2,0.8
4644,2021-11-20T01:19:54.892,35.8016,129.434,15.5,0.2
4645,2021-11-21T19:09:29.385,35.4971,128.8795,12.7,0.2
4646,2021-11-22T08:59:36.746,35.7624,129.5714,12.2,0.5
4647,2021-11-22T11:37:29.359,35.7637,129.5726,12.1,0.4
4648,2021-11-22T15:55:50.090,35.7828,129.2043,13.9,-0.2
4649,2021-11-23T09:34:24.695,35.7544,129.0361,15.1,-0.2
4650,2021-11-23T09:46:56.255,35.7918,129.1554,11,-0.2
4651,2021-11-23T15:01:16.952,35.7654,129.1979,13.7,-0.1
4652,2021-11-24T20:55:58.086,35.7642,129.1979,15.1,-0.1
4653,2021-11-24T23:04:42.977,35.6296,129.5309,11.9,0.8
4654,2021-11-25T08:20:51.250,35.7593,129.1893,13.2,0.1
4655,2021-11-25T11:16:38.203,35.7399,129.4676,9.6,-0.2
4656,2021-11-25T12:30:55.825,35.4665,128.8586,12.3,0.2
4657,2021-11-26T13:08:58.846,35.9525,129.197,4.5,-0.6
4658,2021-11-26T17:01:00.650,35.7766,129.1834,12.2,-0.4
4659,2021-11-27T00:17:59.894,35.768,129.187,12.3,-0.1
4660,2021-11-27T02:11:24.922,35.4648,128.8548,13.6,0.3
4661,2021-11-27T05:43:28.539,35.7725,129.1986,12.4,-0.1
4662,2021-11-27T09:09:41.063,35.7523,129.0364,7.4,-0.6
4663,2021-11-27T11:02:34.723,35.637,129.8213,15.3,1
4664,2021-11-27T14:38:18.907,35.6934,129.0087,19.3,-0.2
4665,2021-11-27T14:53:51.354,35.7819,129.1999,13.2,-0.4
4666,2021-11-27T23:36:40.076,35.4758,128.8602,12.5,1.6
4667,2021-11-28T04:38:52.173,35.7491,129.1853,15.8,-0.1
4668,2021-11-28T21:49:34.729,35.7597,129.1987,14.5,-0.2
4669,2021-11-29T03:00:32.420,35.949,128.8129,3.3,0.6
4670,2021-11-29T03:13:31.772,35.9634,128.804,8,0.6
4671,2021-11-30T10:59:49.522,35.4898,128.8767,12.3,0.1
4672,2021-11-30T13:42:40.793,35.7831,129.3606,15.3,1.4
4673,2021-11-30T15:22:39.388,35.7645,129.2044,15.2,0
4674,2021-12-01T09:22:05.732,35.705,129.3524,10.8,0.1
4675,2021-12-01T13:18:07.605,36.1042,129.1229,12,1.4
4676,2021-12-02T12:42:52.855,35.7984,129.4224,15.2,-0.2
4677,2021-12-02T13:19:27.197,35.7676,129.188,11.3,-0.3
4678,2021-12-02T18:04:58.108,35.7691,129.4594,16.3,-0.3
4679,2021-12-03T06:49:06.423,35.7464,129.1808,15.4,0.6
4680,2021-12-03T17:10:22.513,35.6971,129.3656,12.2,0
4681,2021-12-03T20:13:41.099,35.932,129.7054,15.5,0.7
4682,2021-12-03T20:18:59.911,35.7262,129.3622,8.8,0
4683,2021-12-04T00:17:26.984,35.7187,129.4037,6.8,0.4
4684,2021-12-05T13:40:59.706,35.8161,129.4468,15.7,-0.3
4685,2021-12-06T01:41:37.780,35.4371,129.8162,66.2,1.2
4686,2021-12-06T07:16:50.508,35.7176,129.3508,9.8,1.5
4687,2021-12-06T08:51:25.640,35.7816,129.38,12.1,0.1
4688,2021-12-07T02:54:45.247,35.7173,129.3551,10.2,0.7
4689,2021-12-07T05:35:24.790,35.8481,129.2553,12.9,0.4
4690,2021-12-07T13:18:45.419,35.7706,129.1962,12.7,-0.3
4691,2021-12-08T16:31:46.864,35.7358,129.4133,12,-0.4
4692,2021-12-09T05:15:32.736,36.0696,128.8234,9.4,0.7
4693,2021-12-09T19:28:33.352,36.0238,129.3083,13.7,-0.1
4694,2021-12-10T06:29:34.576,35.6685,128.9787,17.3,0.9
4695,2021-12-10T22:14:16.933,35.7495,129.1839,16,0.1
4696,2021-12-11T05:35:44.345,35.7645,129.1906,14.5,0
4697,2021-12-11T08:35:45.137,35.8659,128.8401,18.8,0
4698,2021-12-11T12:17:40.665,36.1101,129.3606,9.6,1
4699,2021-12-11T18:46:02.487,35.7547,129.2214,13.7,-0.2
4700,2021-12-12T08:54:50.270,35.7571,129.1923,14.8,-0.1
4701,2021-12-12T11:39:02.953,36.1098,129.355,10.6,1.3
4702,2021-12-13T04:28:54.689,36.0138,128.8925,3.2,0.4
4703,2021-12-13T08:30:52.888,35.6179,129.9046,24.9,1.1
4704,2021-12-13T16:41:09.739,35.7607,129.2213,15.9,-0.2
4705,2021-12-14T14:21:04.173,35.8179,129.4175,14.8,-0.3
4706,2021-12-14T22:21:37.822,35.9344,128.882,9.7,1.8
4707,2021-12-14T23:14:33.438,35.9466,128.8654,12.2,0.1
4708,2021-12-15T00:52:43.540,35.7666,129.3813,12.1,0.2
4709,2021-12-15T11:19:34.947,35.94,128.8788,10.7,0
4710,2021-12-15T17:04:42.791,35.5413,128.9441,15.7,-0.5
4711,2021-12-15T20:41:00.452,35.7763,129.3604,15.3,0
