Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Magnitude,Depth
2015,3,19,21,51,15,35.7596,129.4044,2.05,6.57
2015,3,20,23,47,56,35.7796,129.3916,1.16,8.42
2015,3,21,12,55,18,35.7476,129.4002,1.0,5.84
2015,3,22,21,10,27,35.7508,129.4027,0.43,6.91
2015,3,29,5,59,41,35.7029,129.3529,0.51,9.02
2015,3,31,0,26,27,35.7306,129.3719,0.3,10.11
2015,3,31,2,15,41,35.7275,129.3699,0.2,10.03
2015,4,2,7,51,3,35.7336,129.4001,1.0,13.34
2015,4,3,15,54,13,35.7357,129.4016,0.67,11.51
2015,4,7,0,15,1,35.7348,129.4001,1.0,11.58
2015,4,8,1,25,37,35.7457,129.418,0.41,12.67
2015,4,9,0,43,24,35.7417,129.4087,0.02,11.86
2015,4,11,5,57,23,35.6849,129.3741,0.31,11.88
2015,4,26,6,4,36,35.7839,129.3804,0.08,12.99
2015,4,30,10,22,32,35.7551,129.3777,1.22,12.02
2015,4,30,20,11,52,35.7524,129.3745,0.59,13.01
2015,5,4,13,59,34,35.7532,129.3815,0.57,12.13
2015,5,5,0,10,46,35.8487,129.2714,1.0,8.42
2015,5,7,23,33,49,35.7571,129.3179,0.4,9.45
2015,5,9,20,18,58,35.8257,129.4034,1.38,12.96
2015,5,14,20,52,11,35.7204,129.3618,0.81,9.46
2015,5,19,5,22,42,35.8081,129.411,0.59,13.23
2015,6,5,15,5,9,35.8885,129.4128,0.55,15.14
2015,6,6,9,32,38,35.8885,129.4131,0.91,14.93
2015,6,12,2,36,42,35.7302,129.3578,0.75,13.08
2015,6,17,9,53,59,35.7309,129.3627,1.72,9.83
2015,6,19,21,7,11,35.8279,129.4049,0.42,13.28
2015,6,20,2,41,46,35.8899,129.4134,0.58,14.85
2015,6,27,21,41,22,35.8235,129.4047,0.29,12.8
2015,6,28,6,8,11,35.8244,129.4042,0.94,12.93
2015,6,30,9,17,51,35.7072,129.4014,0.6,11.73
2015,6,30,9,33,14,35.7066,129.4025,0.58,11.43
2015,7,2,2,2,16,35.725,129.4105,0.23,12.55
2015,7,2,7,27,23,35.769,129.3777,1.15,9.16
2015,7,3,16,5,59,35.7421,129.3908,0.59,11.17
2015,7,7,20,11,2,35.728,129.4089,0.29,11.9
2015,7,9,16,48,18,35.7408,129.3665,1.0,9.99
2015,7,12,11,30,24,35.7926,129.4196,0.66,15.22
2015,7,13,10,26,36,35.727,129.3657,0.6,10.06
2015,7,14,14,8,19,35.77,129.3311,0.59,9.79
2015,7,14,18,15,4,35.7844,129.2717,0.38,5.72
2015,7,14,23,46,49,35.7073,129.3524,0.6,9.18
2015,7,17,22,3,59,35.7868,129.4173,0.65,13.51
2015,7,21,4,47,27,35.7406,129.4576,0.64,10.06
2015,7,22,14,22,40,35.8029,129.4364,0.84,14.14
2015,7,22,21,19,31,35.7949,129.4397,0.43,15.58
2015,7,23,22,8,54,35.7988,129.4363,0.46,15.15
2015,7,27,21,25,46,35.7878,129.5181,0.61,17.52
2015,7,30,5,0,59,35.7963,129.415,0.52,14.83
2015,7,30,14,23,51,35.7973,129.4105,0.56,13.41
2015,7,30,18,55,40,35.8027,129.4157,0.36,14.34
2015,8,1,10,58,4,35.8031,129.4135,1.43,14.56
2015,8,1,11,29,36,35.8016,129.4141,0.37,14.35
2015,8,1,12,24,50,35.8016,129.4155,0.36,14.48
2015,8,1,20,10,45,35.8031,129.4157,0.95,14.68
2015,8,3,0,34,1,35.6661,129.5321,0.74,14.81
2015,8,3,8,6,29,35.6658,129.5314,0.95,14.91
2015,8,3,10,28,17,35.6658,129.5354,0.88,14.78
2015,8,4,8,50,18,35.6673,129.5337,1.71,14.76
2015,8,4,19,16,0,35.6649,129.5332,0.97,14.99
2015,8,7,3,14,15,35.7839,129.4614,0.2,10.89
2015,8,10,17,17,23,35.7827,129.4631,0.7,10.98
2015,8,12,5,2,17,35.6543,129.5349,0.62,16.77
2015,8,14,2,48,27,35.8029,129.4097,0.74,14.81
2015,8,15,3,20,55,35.7689,129.388,0.24,8.07
2015,8,16,0,32,7,35.8499,129.2707,0.27,8.54
2015,8,18,6,25,29,35.7516,129.3743,0.35,11.91
2015,8,23,1,56,42,35.8001,129.4143,0.24,14.25
2015,8,23,2,6,20,35.8008,129.4124,0.42,14.4
2015,8,25,15,3,41,35.7735,129.3897,0.74,13.56
2015,8,28,6,14,20,35.7457,129.4605,0.42,9.43
2015,8,28,19,4,9,35.7771,129.4108,1.42,10.73
2015,8,29,4,30,46,35.6938,129.3224,0.05,12.11
2015,9,5,23,33,51,35.7132,129.4038,-0.05,7.44
2015,9,6,2,1,29,35.7635,129.3861,0.52,7.8
2015,9,7,19,25,25,35.7652,129.3788,0.51,9.3
2015,9,11,21,42,11,35.8001,129.4079,0.97,13.75
2015,9,12,4,37,36,35.786,129.3681,-0.01,12.52
2015,9,15,19,43,49,35.726,129.3447,0.3,9.23
2015,9,17,3,46,13,35.768,129.3726,0.4,8.96
2015,9,20,6,21,40,35.7754,129.389,1.0,13.51
2015,9,20,7,47,3,35.7755,129.3925,0.33,13.44
2015,9,20,16,33,32,35.7783,129.3918,1.88,13.25
2015,9,21,22,10,37,35.7691,129.3715,1.45,12.49
2015,9,25,1,38,57,35.779,129.3865,0.83,8.09
2015,9,27,8,34,3,35.7943,129.4155,2.04,15.06
2015,10,4,7,9,21,35.7204,129.3603,0.75,9.48
2015,10,4,11,41,47,35.7376,129.3331,1.3,12.59
2015,10,4,11,47,39,35.7146,129.3598,0.41,9.97
2015,10,6,0,37,58,35.7214,129.3589,1.46,9.7
2015,10,6,5,52,43,35.7207,129.3649,0.41,10.19
2015,10,15,3,3,46,35.7755,129.4039,0.39,12.29
2015,10,20,6,11,21,35.7988,129.4137,1.0,14.28
2015,10,31,2,33,34,35.7391,129.371,1.14,11.1
2015,10,31,19,14,4,35.7029,129.3491,0.41,8.85
2015,11,2,12,32,56,35.7479,129.3761,0.81,11.42
2015,11,6,12,5,13,35.7299,129.4325,1.38,10.03
2015,11,10,10,42,8,35.8495,129.2664,0.87,8.72
2015,11,13,20,4,33,35.8024,129.413,3.26,14.91
2015,11,13,20,8,45,35.7987,129.4143,0.82,14.55
2015,11,13,20,12,56,35.7974,129.4121,0.62,15.03
2015,11,13,20,15,6,35.8051,129.4158,2.02,14.5
2015,11,13,22,58,59,35.8022,129.4166,0.51,14.71
2015,11,13,23,2,7,35.8004,129.4112,0.69,14.91
2015,11,15,20,0,22,35.7995,129.4124,0.34,14.54
2015,11,16,20,59,48,35.7247,129.4014,0.94,12.57
2015,11,20,6,6,59,35.8027,129.4139,0.31,14.12
2015,11,20,6,49,39,35.793,129.3669,0.53,10.99
2015,11,21,12,5,36,35.6574,129.2959,0.26,7.35
2015,11,23,18,25,10,35.8041,129.4609,0.55,10.57
2015,11,24,0,50,2,35.7573,129.3723,0.29,11.56
2015,11,26,7,32,17,35.7985,129.4015,0.61,11.92
2015,12,4,7,10,54,35.8017,129.4116,1.25,15.11
2015,12,4,18,15,54,35.7539,129.3864,0.62,9.27
2015,12,7,15,49,25,35.7872,129.3311,0.35,9.73
2015,12,12,16,21,36,35.629,129.3576,0.6,9.3
2015,12,13,4,32,17,35.7217,129.3999,0.26,10.69
2015,12,17,19,53,38,35.6906,129.4119,0.59,19.07
2015,12,18,19,23,27,35.6924,129.4075,0.37,18.84
2015,12,21,8,6,59,35.7435,129.454,0.99,9.81
2015,12,23,18,2,12,35.8,129.4171,0.2,14.19
2015,12,28,1,52,23,35.7187,129.401,1.21,6.34
2015,12,31,5,23,13,35.7137,129.2723,0.17,15.84
2016,1,3,4,3,12,35.7728,129.3054,0.21,9.4
2016,1,11,20,19,49,35.7821,129.3698,0.27,14.4
2016,1,18,17,0,57,35.7291,129.3999,0.78,12.62
2016,1,19,7,2,33,35.7365,129.4693,1.13,15.45
2016,1,27,4,24,38,35.7276,129.3643,0.62,9.73
2016,2,18,14,19,21,35.7858,129.3005,1.27,9.41
2016,2,23,1,19,59,35.7326,129.4337,0.96,10.1
2016,2,23,6,8,7,35.7286,129.4337,1.16,10.24
2016,2,24,1,16,59,35.7434,129.4206,0.57,8.72
2016,2,25,3,26,49,35.7184,129.361,0.5,9.7
2016,2,26,0,12,36,35.7584,129.516,0.21,17.45
2016,3,1,23,36,52,35.7207,129.3953,0.26,4.6
2016,3,6,17,46,49,35.7186,129.3548,0.38,10.04
2016,3,7,2,59,2,35.7659,129.3788,0.26,10.0
2016,3,21,11,57,1,35.7917,129.2621,0.68,10.45
2016,3,22,18,30,42,35.8119,129.4218,0.77,13.61
2016,3,27,2,40,26,35.6801,129.4624,0.09,15.31
2016,3,27,23,13,18,35.7705,129.3767,0.92,9.46
2016,3,28,16,45,39,35.7144,129.3721,0.62,9.34
2016,4,4,3,7,23,35.7162,129.4043,0.24,12.95
2016,4,8,4,56,7,35.7736,129.3805,0.33,11.5
2016,4,8,21,42,11,35.7521,129.3771,0.81,12.26
2016,4,13,14,9,5,35.7135,129.4036,0.43,12.62
2016,4,14,12,5,38,35.62,129.2893,0.76,8.99
2016,4,16,11,37,53,35.6998,129.3983,0.77,12.03
2016,5,9,14,54,7,35.7254,129.3999,0.93,12.3
2016,5,9,18,50,10,35.6959,129.411,0.65,11.97
2016,5,10,14,11,30,35.7286,129.406,0.76,12.6
2016,5,19,6,26,6,35.7596,129.5432,0.38,13.76
2016,5,24,3,56,5,35.843,129.2638,0.36,10.06
2016,5,26,21,6,35,35.7307,129.4367,0.22,9.89
2016,6,1,2,4,29,35.7397,129.4574,0.52,10.38
2016,6,2,18,53,44,35.7659,129.3813,0.31,12.16
2016,6,3,13,6,53,35.788,129.3572,0.68,16.04
2016,6,3,21,14,39,35.7437,129.4606,0.79,9.71
2016,6,4,2,34,31,35.7832,129.3536,0.04,15.67
2016,6,9,6,0,34,35.7062,129.3548,0.35,10.09
2016,6,10,10,25,45,35.7899,129.388,0.5,14.31
2016,6,11,8,45,14,35.7787,129.3091,1.11,9.07
2016,6,12,0,18,55,35.7548,129.3783,0.19,11.39
2016,6,14,12,4,57,35.7071,129.3023,0.45,11.53
2016,6,18,22,27,4,35.6799,129.3032,0.79,11.83
2016,6,19,2,41,56,35.7443,129.4587,0.59,10.03
2016,6,20,23,34,57,35.7259,129.3658,0.5,9.86
2016,6,20,23,59,58,35.7267,129.3678,0.54,10.12
2016,6,21,1,13,56,35.7296,129.3641,0.47,9.67
2016,6,21,21,31,15,35.7871,129.3702,0.33,9.48
2016,6,27,12,6,40,35.6769,129.2673,0.56,13.15
2016,6,29,22,30,34,35.8109,129.3347,0.42,14.51
2016,7,1,12,6,25,35.6778,129.3026,0.33,7.65
2016,7,4,6,23,45,35.7787,129.3859,0.41,11.16
2016,7,6,12,2,20,35.6669,129.2643,0.29,12.38
2016,7,11,4,32,42,35.8191,129.3998,1.0,11.61
2016,7,12,11,59,49,35.7186,129.3,0.41,16.71
2016,7,19,15,55,49,35.793,129.3385,0.34,10.02
2016,7,20,7,22,27,35.7157,129.4049,0.72,13.05
2016,7,20,20,0,0,35.8075,129.4363,0.27,16.49
2016,7,21,17,33,3,35.8215,129.4019,0.28,12.94
2016,7,23,15,56,2,35.7305,129.3629,1.12,9.78
2016,7,24,23,47,45,35.7484,129.2702,1.0,15.35
2016,7,28,12,14,15,35.6542,129.2897,0.58,3.81
2016,8,6,11,49,22,35.681,129.2533,0.8,16.9
2016,8,9,22,4,30,35.7542,129.3938,-0.04,10.68
2016,8,12,11,57,45,35.8249,129.4384,0.71,5.35
2016,8,13,19,42,10,35.8049,129.414,1.07,14.37
2016,8,13,20,54,30,35.8008,129.413,0.08,14.65
2016,8,14,6,0,35,35.7591,129.3839,0.15,8.47
2016,8,17,4,3,45,35.7668,129.3788,0.29,9.35
2016,8,20,12,7,1,35.66,129.2915,0.71,6.33
2016,8,21,20,42,47,35.748,129.4114,0.46,5.92
2016,8,27,19,45,10,35.7754,129.3917,0.64,12.21
2016,8,27,21,9,33,35.7728,129.3933,0.39,12.53
2016,8,29,9,26,15,35.6518,129.259,0.79,15.32
2016,8,31,1,23,58,35.7438,129.3817,0.39,11.16
2016,8,31,10,37,28,35.8046,129.4534,1.04,10.58
2016,9,5,10,20,6,35.7247,129.366,1.18,9.29
2016,9,6,1,55,34,35.7874,129.305,-0.04,9.28
2016,9,6,14,52,54,35.8072,129.3297,0.73,14.5
2016,9,6,19,18,7,35.7775,129.3539,1.0,15.77
2016,9,9,4,48,42,35.7362,129.2973,0.06,8.18
2016,9,12,20,51,10,35.6057,129.4972,2.65,51.16
2016,9,12,21,4,20,35.7516,129.2549,0.77,8.08
2016,9,12,21,7,42,35.737,129.2668,1.08,15.82
2016,9,12,22,21,34,35.7187,129.2831,1.22,11.42
2016,9,13,3,41,53,35.7816,129.3339,0.73,14.89
2016,9,13,19,23,56,35.7265,129.3658,0.86,11.81
2016,9,13,19,49,54,35.7266,129.3655,0.89,11.62
2016,9,13,20,49,4,35.7305,129.3712,0.05,11.68
2016,9,13,23,8,29,35.7271,129.3664,2.47,11.11
2016,9,13,23,27,9,35.7253,129.3649,1.0,11.27
2016,9,13,23,34,46,35.7227,129.3648,-0.02,11.44
2016,9,14,7,6,8,35.7171,129.3618,0.02,9.97
2016,9,14,7,6,40,35.7247,129.3566,0.22,11.29
2016,9,14,7,24,41,35.7843,129.3752,0.34,14.24
2016,9,14,19,26,16,35.7272,129.3658,0.82,11.39
2016,9,14,21,28,15,35.7276,129.3666,0.25,11.33
2016,9,14,22,27,53,35.7246,129.3693,0.32,10.84
2016,9,15,2,48,57,35.7235,129.3521,0.4,10.92
2016,9,15,3,45,42,35.7255,129.3655,-0.18,11.49
2016,9,15,10,33,11,35.8102,129.2585,-0.4,7.86
2016,9,15,11,6,3,35.7239,129.3635,0.17,11.29
2016,9,15,14,47,19,35.8288,129.2818,0.43,13.06
2016,9,15,17,31,7,35.6902,129.3702,0.67,10.23
2016,9,15,18,10,17,35.6959,129.377,0.12,10.46
2016,9,15,18,54,3,35.7479,129.2516,-0.23,8.34
2016,9,15,18,56,10,35.6897,129.371,0.73,10.29
2016,9,15,21,36,36,35.6964,129.3818,1.0,10.54
2016,9,15,21,38,43,35.693,129.3737,1.18,10.75
2016,9,15,22,52,29,35.6945,129.3768,-0.13,11.16
2016,9,16,0,6,53,35.7291,129.367,-0.0,11.23
2016,9,16,1,49,56,35.7307,129.3701,1.0,11.51
2016,9,16,2,48,7,35.6996,129.3807,-0.75,10.8
2016,9,16,6,31,21,35.8619,129.2548,0.14,12.01
2016,9,16,6,52,57,35.8605,129.2546,1.0,11.73
2016,9,16,6,54,5,35.8595,129.2521,0.19,11.57
2016,9,16,13,0,33,35.7279,129.3631,0.49,11.05
2016,9,16,16,26,27,35.7328,129.3705,1.06,11.93
2016,9,17,2,2,56,35.7277,129.3663,1.33,10.92
2016,9,17,9,0,52,35.7264,129.3656,0.28,11.84
2016,9,19,21,16,51,35.7267,129.3657,0.67,11.46
2016,9,20,16,28,45,35.7143,129.4044,0.59,12.72
2016,9,21,1,44,55,35.7389,129.2931,0.52,11.14
2016,9,21,13,0,29,35.7273,129.3671,0.23,11.22
2016,9,21,22,8,28,35.6995,129.3842,-0.08,11.76
2016,9,23,6,43,47,35.7383,129.3969,0.25,13.29
2016,9,25,4,45,49,35.7282,129.3674,0.2,11.21
2016,9,25,21,17,22,35.7433,129.5345,0.35,9.43
2016,9,25,23,59,36,35.6498,129.3872,-0.08,12.02
2016,9,26,11,21,4,35.7354,129.4085,0.33,11.33
2016,9,26,11,38,5,35.7363,129.4391,0.84,2.73
2016,9,27,8,16,17,35.7302,129.4016,1.83,11.46
2016,9,27,8,16,41,35.7305,129.4093,1.0,10.88
2016,9,27,8,26,5,35.7351,129.4111,0.4,11.43
2016,9,27,8,55,44,35.7241,129.4057,0.13,11.76
2016,9,27,21,56,42,35.7681,129.4343,0.3,7.28
2016,9,28,0,40,31,35.7299,129.402,0.92,11.43
2016,9,28,3,3,36,35.744,129.4589,0.38,10.5
2016,9,28,10,48,1,35.7165,129.4071,0.92,1.2
2016,9,29,15,44,53,35.73,129.4017,0.77,11.18
2016,9,30,1,8,11,35.8077,129.33,1.57,15.03
2016,10,2,2,8,28,35.7015,129.3761,1.0,11.36
2016,10,2,2,11,55,35.6966,129.3716,-0.12,11.08
2016,10,7,0,29,46,35.7192,129.4082,0.01,5.74
2016,10,9,8,7,38,35.7205,129.3656,0.29,10.2
2016,10,9,13,43,26,35.7943,129.3935,0.48,14.67
2016,10,15,1,44,14,35.8,129.3492,0.33,8.24
2016,10,16,16,13,53,35.7377,129.3202,0.2,10.69
2016,10,16,23,24,40,35.7451,129.4159,0.67,13.21
2016,10,17,19,6,47,35.7207,129.3635,0.38,9.58
2016,10,18,1,0,43,35.7146,129.3512,0.41,9.88
2016,10,18,1,0,43,35.7108,129.3463,0.41,9.19
2016,10,18,11,43,54,35.8086,129.3317,0.91,14.64
2016,10,18,20,31,45,35.754,129.2802,0.56,12.35
2016,10,18,20,36,45,35.7536,129.2832,0.28,12.83
2016,10,20,3,31,17,35.6964,129.3783,-0.03,9.78
2016,10,20,8,43,18,35.6143,129.3517,0.32,10.07
2016,10,20,9,11,41,35.7571,129.2552,1.0,20.42
2016,10,20,23,39,59,35.789,129.3082,0.68,9.76
2016,10,22,13,48,33,35.7992,129.4126,0.66,13.89
2016,10,22,20,9,8,35.6961,129.3765,0.33,10.96
2016,10,22,21,44,8,35.698,129.3787,0.26,10.78
2016,10,23,11,44,26,35.7053,129.3978,0.16,9.98
2016,10,25,15,58,38,35.7679,129.3804,1.11,13.52
2016,10,25,19,57,37,35.6939,129.3744,2.32,10.86
2016,10,25,19,58,47,35.6949,129.3765,0.67,10.55
2016,10,25,19,59,12,35.6976,129.3759,0.14,10.55
2016,10,25,20,0,30,35.6928,129.3721,0.74,10.25
2016,10,26,2,57,48,35.6962,129.3784,-0.12,10.79
2016,10,28,18,17,26,35.6976,129.3798,-0.01,11.15
2016,11,1,4,24,25,35.694,129.3755,0.22,10.41
2016,11,1,7,18,58,35.8177,129.382,0.51,11.63
2016,11,1,8,31,14,35.8151,129.38,0.63,11.98
2016,11,1,8,32,1,35.8151,129.3809,0.6,12.2
2016,11,2,23,29,5,35.7921,129.3672,0.16,11.24
2016,11,3,2,52,23,35.6904,129.3714,0.27,10.24
2016,11,3,6,9,19,35.7934,129.3718,0.47,10.48
2016,11,3,9,4,1,35.7844,129.305,0.26,9.8
2016,11,3,20,45,5,35.6972,129.3781,0.36,11.19
2016,11,3,22,49,12,35.7826,129.3748,0.28,11.82
2016,11,4,3,42,43,35.6921,129.3719,0.34,10.43
2016,11,4,20,32,27,35.6927,129.3749,0.38,10.32
2016,11,6,6,29,28,35.694,129.3745,1.26,10.72
2016,11,8,2,13,17,35.7859,129.3027,0.38,8.75
2016,11,8,15,33,57,35.6896,129.3721,0.53,10.08
2016,11,10,19,52,22,35.7298,129.3565,1.1,8.91
2016,11,12,2,43,22,35.7454,129.3684,0.24,9.83
2016,11,15,12,15,23,35.7284,129.3599,0.34,9.15
2016,11,16,0,0,59,35.8381,129.2555,0.16,12.14
2016,11,16,12,37,14,35.7228,129.3642,0.93,9.76
2016,11,16,19,48,31,35.7229,129.3654,1.03,9.99
2016,11,17,2,47,18,35.7224,129.3658,0.4,9.95
2016,11,17,12,36,2,35.8676,129.5074,0.78,14.41
2016,11,17,16,6,11,35.7281,129.3678,0.67,10.13
2016,11,17,16,7,0,35.7307,129.3668,0.32,9.83
2016,11,17,20,53,59,35.7116,129.3703,0.34,10.1
2016,11,18,3,59,32,35.6978,129.3768,0.35,10.78
2016,11,18,17,54,42,35.696,129.3768,0.69,11.16
2016,11,18,17,54,42,35.6936,129.3723,0.69,10.59
2016,11,20,4,54,8,35.7304,129.4216,0.33,13.36
2016,11,22,1,55,39,35.6902,129.3669,0.7,10.07
2016,11,22,1,55,44,35.6958,129.3769,0.72,10.89
2016,11,22,1,55,50,35.6949,129.3764,1.0,11.06
2016,11,22,1,56,27,35.6902,129.3678,0.71,9.9
2016,11,22,2,0,43,35.6965,129.3754,0.01,10.55
2016,11,22,2,8,36,35.6961,129.3724,0.2,10.54
2016,11,22,2,15,58,35.694,129.3703,0.66,10.51
2016,11,22,2,16,33,35.696,129.3741,0.18,10.55
2016,11,22,2,17,17,35.6966,129.3758,0.2,10.87
2016,11,22,2,20,22,35.693,129.3705,1.1,10.36
2016,11,22,2,22,42,35.6955,129.3775,0.26,10.89
2016,11,22,2,23,0,35.6947,129.3734,0.38,10.8
2016,11,22,2,42,1,35.6957,129.375,0.25,10.6
2016,11,22,2,45,34,35.6943,129.3701,1.77,10.52
2016,11,22,2,49,36,35.6965,129.3739,0.06,10.16
2016,11,22,3,1,59,35.6961,129.3746,0.33,10.86
2016,11,22,3,43,2,35.6937,129.3702,1.54,10.51
2016,11,22,4,36,58,35.6907,129.3653,0.7,9.6
2016,11,22,4,37,47,35.6904,129.3665,0.67,9.9
2016,11,22,10,56,27,35.696,129.3755,0.63,11.06
2016,11,26,3,15,3,35.7261,129.362,1.38,10.07
2016,11,26,18,45,49,35.6927,129.3699,0.95,10.48
2016,11,26,18,57,26,35.6961,129.3724,0.33,10.71
2016,11,26,21,20,50,35.736,129.4437,0.39,13.76
2016,11,27,1,9,57,35.6968,129.3742,0.09,10.49
2016,11,29,19,7,3,35.7256,129.3679,0.56,10.49
2016,12,1,17,12,6,35.6908,129.3676,0.88,9.97
2016,12,6,4,52,5,35.7794,129.3615,0.46,15.3
2016,12,6,8,20,17,35.6732,129.3768,0.75,9.47
2016,12,7,0,55,11,35.7491,129.2917,0.28,9.31
2016,12,7,11,59,46,35.6226,129.3897,1.4,24.49
2016,12,8,10,24,44,35.697,129.3727,0.66,10.8
2016,12,8,10,34,35,35.6935,129.3693,0.77,10.19
2016,12,8,12,32,0,35.8889,129.34,0.87,28.37
2016,12,8,19,7,55,35.8151,129.3979,0.59,13.53
2016,12,9,1,33,10,35.696,129.3772,0.09,10.85
2016,12,9,11,30,45,35.6931,129.3677,2.28,10.39
2016,12,9,11,32,36,35.6941,129.3736,0.8,10.74
2016,12,9,11,34,35,35.6918,129.366,1.05,9.84
2016,12,9,12,37,16,35.6978,129.3733,0.5,10.96
2016,12,10,10,37,20,35.6968,129.373,0.78,10.81
2016,12,11,0,14,21,35.762,129.52,0.36,16.4
2016,12,12,20,15,37,35.8185,129.357,0.0,12.68
2016,12,14,8,30,55,35.7838,129.3108,1.36,8.58
2016,12,15,1,21,20,35.7341,129.3062,0.42,9.06
2016,12,17,17,10,55,35.7167,129.4323,0.5,1.44
2016,12,17,18,36,57,35.6952,129.3735,0.65,10.84
2016,12,17,18,42,25,35.6954,129.3723,1.42,10.87
2016,12,18,5,55,28,35.6601,129.4897,0.26,8.76
2016,12,18,22,59,11,35.7543,129.3037,0.15,10.44
2016,12,19,5,58,20,35.8027,129.3981,0.28,11.58
2016,12,19,17,42,50,35.6918,129.3693,0.8,10.13
2016,12,19,19,39,18,35.788,129.3862,0.22,13.11
2016,12,21,12,29,19,35.6775,129.3092,0.29,12.24
2016,12,22,22,1,6,35.6954,129.3742,0.59,10.88
2016,12,24,13,13,58,35.8192,129.3817,0.49,11.43
2016,12,25,6,29,9,35.7796,129.3051,2.72,12.12
2016,12,25,9,42,46,35.7223,129.4001,1.19,11.43
2016,12,28,3,48,27,35.6952,129.3729,0.52,10.86
2016,12,28,6,21,11,35.6906,129.3691,0.72,10.12
2017,1,2,1,46,5,35.7545,129.3838,0.34,12.02
2017,1,4,6,10,24,35.7212,129.3979,0.48,10.56
2017,1,4,23,50,48,35.7812,129.3073,0.28,9.13
2017,1,7,5,47,15,35.8029,129.413,1.62,14.86
2017,1,7,5,48,32,35.8037,129.4143,0.2,14.48
2017,1,7,5,48,57,35.8018,129.4134,0.82,14.35
2017,1,7,5,57,31,35.8021,129.4123,1.55,14.96
2017,1,7,6,0,3,35.797,129.4132,0.54,14.98
2017,1,7,13,17,53,35.8039,129.4148,1.23,13.92
2017,1,7,14,30,21,35.8008,129.4128,0.25,14.71
2017,1,7,19,47,50,35.8018,129.4114,0.74,14.63
2017,1,9,20,15,24,35.8024,129.4142,0.39,14.34
2017,1,9,20,22,22,35.7993,129.4132,0.45,14.77
2017,1,11,0,13,27,35.7753,129.3093,0.44,9.12
2017,1,12,2,2,6,35.816,129.3823,0.31,12.16
2017,1,14,20,18,59,35.8139,129.3835,0.47,12.37
2017,1,15,0,3,36,35.8143,129.4225,0.56,14.58
2017,1,16,14,44,54,35.8199,129.4192,1.0,13.33
2017,1,16,16,25,23,35.8167,129.4227,0.61,14.36
2017,1,17,0,33,36,35.6919,129.3714,0.94,10.45
2017,1,17,15,32,40,35.8019,129.3211,0.69,8.65
2017,1,18,4,59,1,35.817,129.422,0.73,14.51
2017,1,19,21,20,16,35.6948,129.3742,0.38,10.92
2017,1,19,23,4,5,35.7989,129.3902,0.58,15.45
2017,1,20,3,53,20,35.7233,129.3657,0.73,9.48
2017,1,23,7,24,18,35.7267,129.3466,0.52,8.93
2017,1,24,15,7,14,35.7434,129.424,0.8,3.38
2017,1,25,6,46,54,35.764,129.3826,0.75,8.15
2017,1,29,6,48,18,35.6942,129.3734,1.38,10.73
2017,1,29,6,49,19,35.6906,129.3687,0.44,10.13
2017,1,29,6,51,8,35.6934,129.3709,0.84,10.4
2017,1,29,6,52,21,35.6959,129.3683,0.07,10.01
2017,1,31,4,21,57,35.758,129.3758,0.65,12.62
2017,1,31,4,34,38,35.7574,129.3772,0.34,12.52
2017,2,1,4,59,37,35.7933,129.3992,0.63,14.47
2017,2,2,23,5,39,35.779,129.3663,0.27,11.41
2017,2,3,5,35,43,35.6951,129.3748,0.53,10.97
2017,2,3,6,37,28,35.6931,129.3715,1.25,10.54
2017,2,4,15,32,39,35.6699,129.3776,0.78,9.39
2017,2,14,14,59,23,35.746,129.4369,0.65,1.39
2017,2,22,3,44,29,35.7354,129.3289,0.88,11.92
2017,2,25,3,57,5,35.7479,129.3804,0.36,12.07
2017,2,25,18,5,24,35.7341,129.4397,0.44,1.28
2017,2,28,10,16,53,35.7389,129.4629,0.76,10.11
2017,2,28,19,58,54,35.7332,129.3379,0.67,11.17
2017,3,12,2,0,59,35.6926,129.3683,0.42,10.24
2017,3,12,8,42,31,35.7226,129.4032,1.11,7.07
2017,3,12,13,35,20,35.7267,129.3946,0.27,15.5
2017,3,13,3,14,26,35.7235,129.4114,-0.06,6.71
2017,3,13,6,44,48,35.8061,129.4206,0.77,14.86
2017,3,13,20,48,10,35.8083,129.4259,0.39,14.35
2017,3,16,18,9,11,35.768,129.3734,0.67,9.58
2017,3,17,18,27,48,35.7723,129.3883,1.0,12.07
2017,3,19,20,31,55,35.7233,129.3567,0.19,8.55
2017,3,20,1,57,56,35.717,129.3985,0.24,6.59
2017,3,21,4,8,11,35.733,129.4147,0.22,7.46
2017,3,24,0,45,47,35.8095,129.4205,0.6,14.17
2017,3,25,23,37,2,35.7441,129.5363,0.46,9.3
2017,3,26,6,48,54,35.7437,129.5305,0.74,9.81
2017,3,28,14,21,13,35.6814,129.3344,0.85,12.24
2017,3,28,22,14,3,35.7659,129.3969,0.86,11.84
2017,4,2,6,44,24,35.7292,129.4081,0.09,11.1
2017,4,3,0,54,31,35.7724,129.3902,0.86,13.84
2017,4,7,6,44,30,35.7437,129.531,0.43,10.0
2017,4,21,7,24,50,35.7684,129.3697,1.12,13.81
2017,4,23,16,31,43,35.757,129.5474,0.73,13.4
2017,4,23,19,16,13,35.8206,129.4162,0.97,14.32
2017,4,23,20,16,48,35.8199,129.4174,0.51,14.01
2017,4,23,21,5,49,35.8201,129.4169,0.58,14.47
2017,4,23,21,13,27,35.8244,129.4186,-0.06,12.98
