Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Magnitude,Depth
2017,4,23,21,53,2,35.8207,129.4163,1.34,14.7
2017,4,23,22,14,4,35.8184,129.41,0.25,17.0
2017,4,23,22,14,44,35.8172,129.4169,-0.27,15.03
2017,4,23,22,15,44,35.8176,129.4167,-0.13,14.42
2017,4,23,22,19,39,35.8211,129.418,0.69,14.34
2017,4,23,22,24,52,35.8223,129.4179,0.16,13.75
2017,4,23,22,43,40,35.8217,129.4191,0.12,13.54
2017,4,23,22,51,11,35.8186,129.4155,0.12,14.01
2017,4,23,22,55,8,35.817,129.4143,1.0,14.37
2017,4,23,23,1,19,35.8246,129.4152,-0.2,13.05
2017,4,23,23,5,26,35.8217,129.4151,0.22,13.28
2017,4,23,23,7,40,35.8173,129.4154,0.03,14.44
2017,4,23,23,23,10,35.8226,129.4166,0.2,13.65
2017,4,23,23,31,4,35.8226,129.4176,-0.03,13.39
2017,4,23,23,34,53,35.8199,129.418,0.44,14.21
2017,4,24,0,28,23,35.7849,129.3118,0.67,8.53
2017,4,24,0,44,10,35.8164,129.4165,0.19,14.24
2017,4,24,2,6,29,35.819,129.4162,1.0,14.67
2017,4,24,2,10,23,35.8225,129.4183,-0.07,13.68
2017,4,24,2,28,23,35.8181,129.4165,1.0,14.86
2017,4,24,2,30,24,35.8218,129.4181,0.53,14.32
2017,4,24,2,33,20,35.8172,129.4172,1.0,15.24
2017,4,24,2,35,21,35.8188,129.416,1.0,14.81
2017,4,24,2,40,21,35.8156,129.4165,0.15,14.7
2017,4,24,2,47,8,35.8218,129.4179,0.02,13.68
2017,4,24,2,59,11,35.8211,129.4181,0.6,14.2
2017,4,24,3,8,38,35.818,129.4154,0.19,14.6
2017,4,24,3,16,8,35.8165,129.4157,-0.24,14.82
2017,4,24,6,12,14,35.8202,129.4177,1.4,14.55
2017,4,24,6,17,58,35.8212,129.4169,0.66,13.54
2017,4,24,6,18,3,35.8223,129.4205,0.81,14.05
2017,4,24,6,18,31,35.8426,129.3884,1.0,12.23
2017,4,24,6,19,33,35.8194,129.4162,0.53,14.54
2017,4,24,6,20,19,35.8213,129.4164,0.81,14.51
2017,4,24,6,22,50,35.8213,129.4184,0.76,14.21
2017,4,24,6,26,11,35.8214,129.4187,0.55,13.98
2017,4,24,6,28,57,35.8181,129.4174,0.36,14.63
2017,4,24,6,32,22,35.8188,129.4033,1.0,21.0
2017,4,24,6,37,7,35.821,129.4189,1.0,14.16
2017,4,24,6,37,21,35.8217,129.4182,1.19,14.29
2017,4,24,6,44,36,35.8175,129.4166,0.29,15.16
2017,4,24,6,45,12,35.821,129.4197,0.66,14.1
2017,4,24,6,58,12,35.8193,129.4163,0.21,14.91
2017,4,24,7,2,55,35.8232,129.4172,0.6,13.96
2017,4,24,7,3,3,35.8229,129.4179,1.0,13.96
2017,4,24,7,3,27,35.8216,129.4175,0.68,14.26
2017,4,24,7,21,55,35.8221,129.4191,1.13,13.94
2017,4,24,7,30,14,35.8208,129.4175,1.24,14.39
2017,4,24,8,13,5,35.8195,129.4162,0.35,14.3
2017,4,24,8,25,17,35.8163,129.4177,1.0,13.73
2017,4,24,9,2,9,35.8206,129.4184,0.55,14.15
2017,4,24,9,16,51,35.8211,129.4172,1.02,14.03
2017,4,24,9,27,53,35.8185,129.4165,0.92,14.59
2017,4,24,9,52,44,35.8208,129.4162,0.71,14.18
2017,4,24,12,1,44,35.731,129.3692,0.73,10.32
2017,4,24,12,2,8,35.7303,129.3624,0.81,9.82
2017,4,24,12,6,27,35.7298,129.368,0.4,10.24
2017,4,24,12,40,34,35.8173,129.4185,1.22,13.5
2017,4,25,0,48,56,35.8224,129.3228,0.18,10.42
2017,4,26,11,2,25,35.8174,129.4152,1.0,14.54
2017,4,29,5,56,57,35.8642,129.2532,0.86,12.97
2017,4,29,17,54,34,35.7478,129.2985,0.17,9.3
2017,4,29,21,50,51,35.7466,129.2974,0.39,9.19
2017,4,30,0,34,1,35.7487,129.2952,1.2,9.07
2017,5,1,6,3,49,35.7473,129.295,0.58,9.17
2017,5,1,22,53,5,35.7489,129.2973,0.08,9.13
2017,5,2,0,37,19,35.7246,129.4055,0.62,11.17
2017,5,4,19,22,58,35.7477,129.2944,0.54,9.13
2017,5,6,17,7,44,35.7483,129.2935,0.91,9.02
2017,5,6,23,50,23,35.759,129.5491,0.56,12.49
2017,5,9,22,13,53,35.743,129.3021,0.48,9.06
2017,5,11,15,56,45,35.7262,129.4091,0.24,10.85
2017,5,13,18,30,29,35.7478,129.2939,1.29,9.22
2017,5,15,9,27,0,35.7512,129.4,0.71,11.26
2017,5,22,13,6,57,35.8417,129.2645,0.5,8.92
2017,5,25,8,38,17,35.7818,129.303,0.33,9.59
2017,5,25,15,32,12,35.6343,129.5412,1.34,14.01
2017,6,1,19,27,56,35.8681,129.4638,0.63,16.87
2017,6,3,2,44,40,35.7101,129.3658,0.46,13.66
2017,6,3,2,45,41,35.7075,129.3636,0.53,13.66
2017,6,3,4,36,10,35.7301,129.3595,0.45,9.11
2017,6,8,22,51,6,35.8239,129.3988,0.3,13.15
2017,6,9,23,34,2,35.7125,129.3548,0.84,9.94
2017,6,10,5,41,37,35.7214,129.4046,0.0,6.14
2017,6,10,22,46,12,35.7057,129.4015,0.2,10.3
2017,6,14,12,28,51,35.6932,129.3775,0.94,10.85
2017,6,14,18,24,5,35.7055,129.3982,0.65,3.4
2017,6,15,12,24,43,35.7585,129.3107,0.68,11.69
2017,6,24,0,51,39,35.7056,129.4014,0.04,10.42
2017,6,24,23,33,58,35.6499,129.4727,-0.17,9.18
2017,6,25,13,7,18,35.7623,129.3795,0.31,11.93
2017,7,2,6,3,5,35.7576,129.3968,0.52,11.09
2017,7,10,6,18,16,35.6944,129.374,0.06,10.6
2017,7,16,4,33,30,35.7636,129.292,0.29,10.22
2017,7,23,2,54,22,35.6203,129.371,-0.12,11.99
2017,7,26,7,29,22,35.7579,129.3994,0.65,12.23
2017,8,10,17,35,32,35.7854,129.305,0.5,9.88
2017,8,13,4,0,56,35.7964,129.4332,0.58,15.49
2017,8,13,11,14,19,35.7833,129.3015,0.67,9.66
2017,8,16,15,44,10,35.7248,129.3628,0.69,9.9
2017,8,16,15,47,35,35.7263,129.3672,0.45,10.41
2017,8,18,18,18,2,35.7857,129.3046,0.32,9.71
2017,8,19,3,56,17,35.7859,129.3044,-0.07,9.79
2017,8,19,5,21,36,35.796,129.4341,1.02,15.43
2017,8,19,16,58,0,35.7589,129.2644,0.47,15.86
2017,8,20,9,48,4,35.785,129.3024,0.61,9.74
2017,8,23,21,59,32,35.7997,129.4354,0.7,14.72
2017,8,24,22,3,3,35.7119,129.3549,0.58,9.85
2017,8,26,0,22,32,35.621,129.3719,0.13,11.95
2017,8,28,18,23,48,35.785,129.3017,0.67,9.77
2017,9,8,9,22,24,35.7853,129.3035,0.28,9.9
2017,9,8,17,27,37,35.7206,129.3606,0.19,8.98
2017,9,9,5,54,27,35.787,129.3713,0.22,11.34
2017,9,16,13,44,11,35.7864,129.3029,1.31,9.4
2017,9,19,1,33,22,35.8186,129.3907,0.75,11.72
2017,9,19,19,47,45,35.7322,129.3639,1.0,18.87
2017,9,24,19,57,18,35.7169,129.4,0.17,11.06
2017,9,27,14,42,15,35.7749,129.3725,1.05,13.22
2017,9,28,23,27,14,35.6659,129.511,0.84,17.66
2017,10,2,4,52,38,35.6901,129.3544,0.57,8.34
2017,10,3,13,2,14,35.8038,129.5192,0.37,18.14
2017,10,6,8,16,43,35.7395,129.4247,0.04,9.83
2017,10,8,7,55,31,35.7827,129.3093,1.29,9.05
2017,10,9,9,1,56,35.6917,129.3584,0.6,11.47
2017,10,9,22,26,45,35.7251,129.4109,0.14,7.03
2017,10,12,13,41,48,35.6916,129.3554,0.63,11.4
2017,10,15,3,18,31,35.7534,129.3767,0.83,11.95
2017,10,20,0,58,14,35.8444,129.2898,1.0,13.19
2017,10,20,2,56,59,35.8441,129.2903,0.28,13.17
2017,10,28,20,39,23,35.8168,129.3565,0.05,14.76
2017,11,8,23,22,2,35.7439,129.2958,1.02,8.82
2017,11,8,23,43,0,35.7483,129.3016,0.1,8.85
2017,11,9,8,10,42,35.747,129.3011,0.3,8.59
2017,11,9,9,3,3,35.7438,129.3025,1.0,8.82
2017,11,9,14,58,29,35.747,129.3017,0.21,9.1
2017,11,14,0,15,45,35.711,129.3941,0.07,6.31
2017,11,19,18,43,17,35.7672,129.3465,0.57,14.73
2017,11,20,15,49,51,35.7848,129.3008,1.08,9.87
2017,11,28,0,36,50,35.7983,129.4704,0.03,10.93
2017,11,28,0,41,55,35.8093,129.4552,0.12,9.65
2017,11,28,1,2,51,35.8047,129.4593,0.03,10.32
2017,12,2,13,5,10,35.7056,129.3679,0.42,9.59
2017,12,3,4,50,6,35.8123,129.328,0.11,14.33
2017,12,3,6,0,36,35.7221,129.3981,1.38,10.92
2017,12,19,13,34,29,35.7576,129.4008,2.13,6.15
2017,12,26,13,24,56,35.7625,129.2638,0.81,19.29
2017,12,29,12,50,23,35.6946,129.2797,0.41,6.87
2017,12,30,12,11,13,35.7727,129.2624,0.1,6.33
2018,1,2,21,56,39,35.8736,129.409,0.27,14.39
2018,1,5,12,20,38,35.782,129.2811,0.49,6.14
2018,1,6,12,5,26,35.7036,129.2932,0.4,3.19
2018,1,6,21,32,57,35.6846,129.319,1.0,7.05
2018,1,7,4,41,28,35.7345,129.427,-0.15,13.92
2018,1,9,17,47,59,35.7472,129.3865,0.66,11.43
2018,1,13,3,39,24,35.7859,129.362,0.15,10.91
2018,1,18,12,50,5,35.7421,129.2814,0.25,4.93
2018,1,19,12,10,34,35.7441,129.2687,0.27,6.46
2018,1,20,2,16,56,35.6553,129.3205,0.15,9.36
2018,1,21,2,49,18,35.8187,129.3895,0.23,11.11
2018,1,22,12,52,3,35.742,129.2743,0.34,6.28
2018,1,28,8,10,53,35.87,129.4104,0.63,14.74
2018,2,1,2,4,50,35.819,129.296,0.74,32.7
2018,2,4,19,53,17,35.7117,129.3952,0.47,7.46
2018,2,15,8,1,0,35.8712,129.41,0.76,14.62
2018,2,15,8,10,44,35.8703,129.4086,0.48,14.67
2018,2,15,10,9,40,35.8697,129.4103,0.65,14.81
2018,2,15,20,30,8,35.8574,129.2726,0.06,6.12
2018,2,20,3,36,47,35.8,129.3982,0.07,13.74
2018,2,21,22,47,40,35.8708,129.4103,0.56,14.63
2018,2,24,11,55,3,35.7367,129.4381,0.61,5.53
2018,2,26,16,48,58,35.8514,129.2722,1.0,7.14
2018,3,6,21,28,10,35.7298,129.3547,0.11,10.01
2018,3,14,13,12,46,35.7656,129.2542,0.78,7.99
2018,3,17,1,17,46,35.8038,129.4556,0.53,10.1
2018,3,17,7,6,17,35.8022,129.457,0.61,10.04
2018,3,19,1,7,10,35.7437,129.4578,0.32,10.2
2018,3,22,22,20,52,35.7016,129.3798,0.21,9.18
2018,3,24,11,30,1,35.7592,129.5346,0.71,18.03
2018,3,28,12,51,0,35.7296,129.2797,0.29,5.99
2018,3,30,18,3,52,35.7505,129.2752,0.11,5.21
2018,4,2,2,35,39,35.7757,129.392,0.3,12.17
2018,4,2,14,21,33,35.7583,129.4052,0.09,9.72
2018,4,6,13,56,12,35.7204,129.3549,0.43,8.33
2018,4,6,15,35,5,35.755,129.2624,0.28,7.78
2018,4,7,17,11,30,35.7329,129.3573,0.16,7.21
2018,4,8,13,1,19,35.7224,129.4066,0.57,10.98
2018,4,16,21,13,57,35.7281,129.3546,0.63,8.91
2018,4,18,11,1,41,35.7826,129.3674,0.48,14.95
2018,4,21,0,29,31,35.7111,129.4076,0.54,13.06
2018,4,21,3,49,47,35.7144,129.4103,1.0,12.8
2018,4,21,5,13,57,35.7131,129.41,-0.04,12.7
2018,4,21,5,21,28,35.7123,129.4034,0.09,12.84
2018,4,21,5,58,39,35.7076,129.4036,0.64,12.89
2018,4,21,8,31,40,35.706,129.4027,0.47,12.26
2018,4,21,10,58,20,35.7097,129.4059,0.66,12.9
2018,4,22,13,21,16,35.7083,129.4038,1.24,13.16
2018,4,26,20,51,9,35.7089,129.4055,0.31,12.85
2018,4,28,7,6,45,35.7655,129.4031,0.41,10.03
2018,4,29,2,37,19,35.601,129.4909,0.79,9.4
2018,4,29,2,37,19,35.6051,129.4725,0.79,13.24
2018,5,1,21,1,49,35.6894,129.3728,0.28,9.79
2018,5,12,12,1,42,35.7492,129.2756,-0.03,5.85
2018,5,12,12,8,4,35.7159,129.2861,0.15,5.18
2018,5,12,12,12,13,35.7115,129.2878,0.07,5.07
2018,5,14,11,59,46,35.7626,129.2626,0.22,7.35
2018,5,14,12,7,46,35.7506,129.2684,0.14,7.27
2018,5,16,6,38,47,35.6128,129.4873,0.61,9.48
2018,5,21,14,3,15,35.7984,129.4124,0.9,14.97
2018,5,28,21,28,43,35.731,129.3647,0.18,9.72
2018,5,28,22,16,1,35.7421,129.3865,0.01,11.64
2018,5,31,1,42,38,35.7258,129.4118,1.0,7.0
2018,6,2,16,58,50,35.6042,129.4942,0.25,8.68
2018,6,2,20,3,5,35.7943,129.3507,-0.02,15.73
2018,6,6,9,45,21,35.7223,129.3545,0.55,8.53
2018,6,13,10,56,0,35.8099,129.4322,0.74,14.38
2018,6,16,3,1,57,35.7057,129.3549,0.44,9.59
2018,6,16,15,58,12,35.7262,129.4122,0.7,11.58
2018,6,17,3,1,57,35.7284,129.4067,0.16,11.63
2018,6,17,3,42,46,35.7254,129.4088,0.66,11.99
2018,6,17,3,43,20,35.7247,129.4071,0.37,11.73
2018,6,17,3,53,37,35.7259,129.4111,0.1,11.56
2018,6,17,15,31,40,35.7722,129.341,0.29,6.35
2018,6,18,4,40,11,35.7231,129.4069,0.14,11.11
2018,6,18,4,58,19,35.7244,129.4069,0.72,11.66
2018,6,18,5,22,36,35.7186,129.3631,0.34,9.85
2018,6,18,13,59,15,35.7963,129.4129,0.91,14.73
2018,6,19,13,48,2,35.7287,129.4118,0.84,11.48
2018,6,19,14,9,56,35.7454,129.3656,0.47,11.34
2018,6,21,1,57,1,35.7022,129.3463,0.25,11.04
2018,6,21,17,37,2,35.7212,129.4049,0.47,10.95
2018,6,21,21,56,26,35.7978,129.4143,1.28,14.98
2018,6,21,22,33,49,35.7995,129.417,1.0,14.24
2018,6,23,0,58,13,35.6722,129.3738,0.77,8.15
2018,6,23,14,20,9,35.7287,129.3652,0.97,18.81
2018,6,23,15,39,19,35.7312,129.375,1.0,19.02
2018,6,25,21,23,46,35.7161,129.3481,0.54,8.94
2018,6,27,3,11,49,35.7957,129.4135,1.0,14.6
2018,6,29,18,46,4,35.8257,129.4219,0.64,14.14
2018,7,9,2,52,22,35.7119,129.4067,0.16,13.05
2018,7,9,7,57,1,35.7131,129.409,0.48,13.02
2018,7,9,19,32,12,35.7863,129.3032,0.04,9.16
2018,7,16,12,47,46,35.738,129.278,0.26,5.59
2018,7,17,6,24,37,35.7293,129.3571,0.26,8.83
2018,7,21,14,59,38,35.732,129.4142,0.56,12.11
2018,7,23,9,2,44,35.7121,129.4082,0.53,12.99
2018,7,23,11,24,5,35.7084,129.4042,1.2,12.9
2018,7,23,18,52,20,35.7086,129.4036,0.48,12.9
2018,7,23,23,5,17,35.7077,129.3566,0.43,9.42
2018,7,25,3,35,40,35.7091,129.4044,1.09,12.9
2018,7,25,3,38,26,35.7093,129.4028,0.81,13.11
2018,7,25,17,3,40,35.7071,129.404,0.74,12.22
2018,7,27,4,42,10,35.7091,129.4046,0.29,12.76
2018,7,27,4,42,34,35.711,129.414,-0.14,11.8
2018,7,30,9,8,2,35.8086,129.4186,0.74,13.39
2018,8,1,4,46,30,35.692,129.3577,1.0,11.32
2018,8,1,13,21,39,35.7587,129.4223,0.79,7.64
2018,8,3,3,38,43,35.7963,129.3007,-0.04,5.53
2018,8,4,11,52,23,35.7722,129.4136,1.01,6.77
2018,8,6,10,28,25,35.7701,129.4063,0.45,6.14
2018,8,7,10,36,3,35.7801,129.2764,1.0,22.31
2018,8,8,3,40,26,35.8103,129.3363,1.0,14.32
2018,8,8,4,46,9,35.7111,129.4068,0.56,12.91
2018,8,9,1,49,42,35.7666,129.3698,0.35,13.61
2018,8,10,14,4,56,35.7711,129.258,0.17,8.24
2018,8,14,12,24,21,35.7103,129.3577,0.32,10.04
2018,8,16,14,13,4,35.7777,129.368,0.68,13.72
2018,8,18,16,39,45,35.7675,129.4377,0.77,7.13
2018,8,20,2,12,31,35.7389,129.4014,0.6,11.84
2018,8,20,11,32,59,35.7435,129.4305,0.76,9.39
2018,8,21,11,48,51,35.8136,129.2653,1.27,16.57
2018,8,22,10,0,36,35.772,129.4242,0.74,6.95
2018,8,22,12,26,39,35.7079,129.2867,0.37,5.32
2018,8,23,2,4,32,35.6795,129.368,0.47,11.17
2018,8,23,7,23,1,35.6765,129.3652,1.37,11.16
2018,8,23,9,8,24,35.6787,129.3667,0.39,11.14
2018,8,25,13,43,24,35.7364,129.2782,0.38,5.7
2018,8,27,12,6,47,35.7581,129.2859,0.35,4.24
2018,8,28,12,22,31,35.7066,129.2846,0.39,4.53
2018,8,31,12,4,54,35.7333,129.2772,0.27,5.92
2018,9,6,12,3,53,35.7431,129.2792,0.21,5.3
2018,9,8,12,20,30,35.7325,129.2772,0.1,5.83
2018,9,9,19,18,12,35.7279,129.3565,0.52,9.03
2018,9,10,16,17,34,35.7404,129.3748,0.61,11.21
2018,9,11,21,10,10,35.7258,129.4069,0.38,10.98
2018,9,17,11,15,1,35.6311,129.2918,0.85,7.03
2018,9,17,11,34,28,35.7264,129.301,0.43,4.14
2018,9,18,12,55,5,35.7049,129.2913,0.55,5.04
2018,10,9,22,6,45,35.7211,129.3662,0.16,10.17
2018,10,9,23,6,26,35.8068,129.421,2.25,14.38
2018,10,10,10,46,9,35.7474,129.2763,0.4,5.66
2018,10,12,13,36,9,35.7013,129.278,0.08,3.71
2018,10,14,5,0,31,35.7547,129.5414,0.27,10.8
2018,10,16,15,19,9,35.6888,129.4115,0.71,13.82
2018,10,18,14,27,45,35.7406,129.2796,0.46,5.78
2018,10,18,23,41,49,35.8524,129.2712,-0.15,6.78
2018,10,20,0,53,19,35.7278,129.3696,0.31,10.22
2018,10,20,1,1,55,35.73,129.3664,0.36,9.13
2018,10,21,0,35,9,35.8486,129.4711,0.92,11.04
2018,10,21,0,36,18,35.861,129.4644,0.27,11.67
2018,10,21,1,12,7,35.854,129.47,0.22,11.86
2018,10,23,12,47,57,35.7169,129.295,0.41,5.32
2018,10,24,14,27,32,35.6127,129.4838,1.0,16.71
2018,10,25,4,16,30,35.7289,129.3689,0.61,10.1
2018,10,29,7,15,37,35.7546,129.3702,0.84,12.89
2018,10,31,1,25,20,35.7104,129.3554,0.42,9.69
2018,11,3,23,19,49,35.7211,129.4065,-0.06,12.9
2018,11,3,23,44,6,35.722,129.4071,0.13,12.97
2018,11,5,12,4,50,35.7496,129.3001,1.0,9.59
2018,11,6,20,28,46,35.8748,129.2729,1.0,13.1
2018,11,8,4,13,45,35.7535,129.5135,0.62,16.43
2018,11,12,7,5,43,35.7672,129.2915,1.0,9.96
2018,11,18,11,37,19,35.7229,129.4031,0.26,4.71
2018,11,19,12,23,2,35.7454,129.2784,0.12,5.65
2018,11,20,21,8,55,35.7913,129.402,0.23,12.48
2018,11,22,7,48,31,35.7421,129.2945,0.43,11.09
2018,11,22,12,3,50,35.7168,129.2968,0.34,3.65
2018,11,22,21,35,45,35.7138,129.4002,0.34,12.71
2018,11,23,11,58,56,35.7101,129.2893,0.2,3.57
2018,11,27,0,36,38,35.7207,129.3971,-0.27,4.94
2018,11,27,3,37,21,35.7703,129.3657,0.67,13.6
2018,11,27,5,20,30,35.7574,129.389,0.16,12.78
2018,11,27,16,17,31,35.7955,129.4174,1.92,13.02
2018,11,28,13,31,6,35.7371,129.3129,0.08,9.43
2018,11,30,12,2,6,35.7183,129.2853,0.18,5.8
2018,12,1,5,4,10,35.6936,129.4044,1.37,9.17
2018,12,1,14,39,12,35.8643,129.3888,1.34,11.3
2018,12,5,2,25,8,35.7318,129.4103,0.52,12.17
2018,12,6,12,38,31,35.7017,129.2853,0.42,6.39
2018,12,7,12,6,14,35.7091,129.2928,0.51,5.39
2018,12,10,2,39,25,35.7692,129.3846,0.01,11.63
2018,12,10,12,6,37,35.7158,129.2859,0.22,5.74
2018,12,14,21,38,28,35.799,129.3802,0.36,14.21
2018,12,15,11,42,35,35.7086,129.3561,0.19,9.61
2018,12,17,1,15,33,35.769,129.3793,-0.03,9.3
2018,12,17,3,34,53,35.7707,129.3796,-0.29,9.25
2018,12,17,8,25,49,35.7689,129.3774,0.76,9.97
2018,12,19,3,32,1,35.7097,129.3555,0.34,9.97
2018,12,19,5,3,25,35.8519,129.2725,0.03,7.31
2018,12,19,23,26,37,35.8519,129.269,0.06,6.57
2018,12,20,12,2,28,35.7604,129.2768,0.54,6.96
2018,12,21,11,57,16,35.7462,129.2797,0.22,5.49
2018,12,23,23,18,0,35.7075,129.3571,1.0,9.56
2018,12,24,19,12,38,35.8566,129.2789,-0.09,5.68
2018,12,28,23,45,53,35.6887,129.3239,0.38,16.27
2018,12,31,17,3,58,35.7316,129.4236,0.52,13.86
2019,1,5,12,5,16,35.8956,129.3017,0.76,13.0
2019,1,5,22,33,43,35.8089,129.3309,0.41,7.63
2019,1,5,22,35,49,35.7676,129.381,0.26,9.91
2019,1,6,0,10,38,35.767,129.3775,0.61,9.4
2019,1,8,1,27,38,35.7719,129.3963,0.28,12.88
2019,1,9,4,25,16,35.7696,129.3769,0.02,8.98
2019,1,9,4,31,7,35.7203,129.3575,0.44,9.89
2019,1,9,7,47,24,35.8525,129.3103,0.44,4.42
2019,1,10,3,22,11,35.7349,129.4111,0.38,12.53
2019,1,11,4,26,15,35.7357,129.4124,0.16,12.63
2019,1,14,23,15,35,35.7744,129.2932,0.26,10.06
2019,1,24,6,11,19,35.7236,129.4033,0.28,12.94
2019,1,24,12,18,15,35.7186,129.2703,0.59,8.63
2019,1,24,13,27,30,35.7208,129.4017,1.23,12.95
2019,1,24,15,16,55,35.7211,129.4028,0.9,12.92
2019,1,25,2,32,31,35.7241,129.4065,1.0,13.01
2019,1,25,17,3,25,35.7213,129.405,0.34,12.73
2019,1,25,18,40,57,35.7232,129.406,1.07,12.98
2019,1,25,23,20,33,35.7243,129.4062,0.41,12.91
2019,1,25,23,21,49,35.7224,129.4052,0.22,12.71
2019,1,26,0,46,40,35.7207,129.4021,0.43,12.44
2019,1,26,0,51,37,35.7209,129.402,0.8,12.81
2019,1,26,4,1,44,35.7219,129.4065,0.32,12.77
2019,1,26,7,14,29,35.7209,129.402,0.95,12.75
2019,1,26,8,10,49,35.7225,129.4061,0.28,12.54
2019,1,26,10,26,13,35.7221,129.3713,0.49,10.3
2019,1,26,18,57,10,35.7226,129.4039,0.73,12.96
2019,1,26,23,41,20,35.724,129.4058,0.13,12.49
2019,1,27,2,47,7,35.7276,129.3659,0.67,9.95
2019,1,27,5,5,38,35.7225,129.4058,0.25,12.85
2019,1,27,7,26,5,35.7237,129.4077,0.3,12.94
2019,1,27,19,49,50,35.7637,129.371,0.48,12.87
2019,1,27,22,52,16,35.768,129.3752,0.66,9.58
2019,1,28,0,12,40,35.7696,129.3827,1.16,9.8
2019,1,28,2,27,39,35.7627,129.3695,0.27,9.8
2019,1,28,5,7,45,35.7691,129.3816,-0.08,9.61
2019,1,28,5,35,15,35.7726,129.383,0.03,9.43
2019,1,28,6,12,37,35.7516,129.3647,0.76,6.17
2019,1,28,7,54,6,35.6961,129.3844,1.0,7.73
2019,1,28,20,9,17,35.8516,129.4411,0.55,15.32
2019,1,28,20,39,22,35.7663,129.3783,0.34,9.31
2019,1,31,1,8,56,35.763,129.374,1.0,14.07
2019,1,31,12,1,28,35.7182,129.2868,0.41,5.54
2019,2,2,2,51,17,35.7114,129.3545,0.74,9.81
2019,2,3,0,46,31,35.7712,129.3819,-0.06,9.8
2019,2,4,1,57,51,35.7931,129.3525,1.57,15.72
2019,2,4,14,52,40,35.8057,129.3347,0.28,11.43
2019,2,6,21,56,2,35.7205,129.4005,0.36,12.5
2019,2,6,22,11,0,35.7205,129.4,0.76,12.61
2019,2,6,23,1,33,35.7249,129.4064,0.19,12.9
2019,2,6,23,50,57,35.7199,129.3996,0.29,12.45
2019,2,7,0,5,29,35.7573,129.3819,-0.03,12.43
2019,2,7,8,59,7,35.6957,129.374,0.61,5.64
2019,2,8,8,3,54,35.7932,129.3764,1.02,14.34
2019,2,10,4,58,24,35.6729,129.5071,1.26,6.93
2019,2,11,23,8,29,35.8246,129.3152,0.51,10.79
2019,2,12,18,50,34,35.7147,129.3504,0.09,8.31
2019,2,13,19,48,47,35.7266,129.3683,0.04,11.52
2019,2,14,13,8,52,35.7288,129.3682,0.65,10.21
2019,2,15,11,4,20,35.8165,129.3973,0.44,12.27
2019,2,17,2,34,22,35.8095,129.4245,1.0,15.04
2019,2,17,18,50,44,35.765,129.3804,1.0,9.72
2019,2,17,19,0,6,35.7665,129.3754,0.52,9.34
2019,2,18,3,27,6,35.822,129.324,0.04,13.01
2019,2,19,10,56,10,35.7025,129.3727,0.92,8.49
2019,2,22,12,2,15,35.7181,129.2891,0.43,6.17
2019,3,1,21,22,38,35.7513,129.393,0.38,12.02
2019,3,2,16,51,34,35.7738,129.3727,0.5,13.69
2019,3,4,23,48,20,35.7556,129.3719,-0.77,6.35
2019,3,5,0,33,6,35.7722,129.2823,0.18,12.75
2019,3,6,1,9,53,35.7671,129.3771,0.06,9.16
2019,3,12,9,41,13,35.8173,129.3121,0.87,7.2
2019,3,15,0,21,25,35.7272,129.4068,0.24,12.69
2019,3,15,12,21,46,35.7001,129.3026,0.25,3.56
2019,3,19,1,36,23,35.7145,129.3591,-0.01,9.79
2019,3,19,6,20,47,35.7653,129.38,0.24,9.27
2019,3,19,21,19,31,35.7992,129.3902,0.18,14.18
2019,3,20,11,45,8,35.8383,129.291,0.52,12.93
2019,3,20,17,53,29,35.7417,129.4144,1.95,13.32
2019,3,20,22,17,56,35.7412,129.4138,1.38,13.21
2019,3,23,0,52,18,35.7406,129.4108,0.13,12.8
2019,3,23,6,32,32,35.7486,129.4261,1.0,13.63
2019,3,23,6,34,10,35.8539,129.2904,0.34,13.57
2019,3,23,9,49,9,35.7387,129.4091,0.67,12.92
2019,3,24,5,48,40,35.7126,129.4198,1.0,4.21
2019,3,27,21,53,39,35.8154,129.4021,0.33,13.49
2019,3,28,1,14,55,35.815,129.4011,1.0,13.88
2019,3,28,1,40,59,35.7683,129.3189,1.0,10.36
2019,3,29,4,45,0,35.7702,129.3186,1.0,9.49
2019,3,29,10,34,46,35.7037,129.2985,0.29,6.02
2019,3,31,18,45,28,35.7482,129.3856,1.51,12.17
2019,4,6,5,38,19,35.7407,129.4141,2.16,13.34
2019,4,6,8,49,52,35.7406,129.4125,0.68,12.8
2019,4,7,2,59,42,35.718,129.36,-0.36,9.53
2019,4,7,12,10,3,35.8061,129.4578,2.08,15.27
2019,4,11,0,51,31,35.742,129.4173,0.44,13.23
2019,4,11,1,43,31,35.7398,129.4149,-0.35,12.72
2019,4,14,2,31,12,35.7752,129.5356,0.52,18.7
2019,4,14,3,18,40,35.6869,129.3704,-0.38,9.06
2019,4,15,2,12,26,35.7993,129.3834,0.17,13.76
2019,4,21,3,58,49,35.8235,129.4103,1.0,14.1
2019,4,21,20,54,40,35.7023,129.3571,0.76,9.34
2019,4,21,22,49,27,35.6975,129.3591,0.66,8.82
2019,4,21,23,46,30,35.7568,129.3781,-0.33,12.82
2019,4,28,2,4,16,35.7417,129.4159,0.05,13.13
2019,4,28,2,38,5,35.742,129.417,1.0,12.93
2019,4,29,12,17,37,35.7056,129.2984,0.21,3.81
