event_idx,time,lat,lon,depth,magnitude
5077,2016-10-22 04:48:33.270000+00:00,35.7992,129.4126,13.89,0.6641882917561418
5080,2016-10-22 11:09:08.020000+00:00,35.6961,129.3765,10.96,0.3297613543669129
5082,2016-10-22 12:44:08.250000+00:00,35.698,129.3787,10.78,0.2610407990198424
5093,2016-10-23 02:44:26.860000+00:00,35.7053,129.3978,9.98,0.1602203703972082
5120,2016-10-25 06:58:38.840000+00:00,35.7679,129.3804,13.52,1.11069888027438
5124,2016-10-25 10:57:37.870000+00:00,35.6939,129.3744,10.86,2.3206837810521765
5125,2016-10-25 10:58:47.250000+00:00,35.6949,129.3765,10.55,0.6654837989879312
5126,2016-10-25 10:59:12.170000+00:00,35.6976,129.3759,10.55,0.1422117032990367
5127,2016-10-25 11:00:30.390000+00:00,35.6928,129.3721,10.25,0.7398465966146146
5129,2016-10-25 17:57:48.690000+00:00,35.6962,129.3784,10.79,-0.1220647730265684
5170,2016-10-28 09:17:26.850000+00:00,35.6976,129.3798,11.15,-0.0121372175088323
5200,2016-10-31 19:24:25.470000+00:00,35.694,129.3755,10.41,0.2235798446141703
5202,2016-10-31 22:18:58.900000+00:00,35.8177,129.382,11.63,0.5075713841750573
5203,2016-10-31 23:31:14.690000+00:00,35.8151,129.38,11.98,0.6306320771318632
5204,2016-10-31 23:32:01.130000+00:00,35.8151,129.3809,12.2,0.6010734305449323
5223,2016-11-02 14:29:05.600000+00:00,35.7921,129.3672,11.24,0.1603314847199677
5225,2016-11-02 17:52:23.590000+00:00,35.6904,129.3714,10.24,0.2678027495911412
5228,2016-11-02 21:09:19.440000+00:00,35.7934,129.3718,10.48,0.4739974529971862
5231,2016-11-03 00:04:01.670000+00:00,35.7844,129.305,9.8,0.2568387331499513
5242,2016-11-03 11:45:05.950000+00:00,35.6972,129.3781,11.19,0.3573479873168479
5244,2016-11-03 13:49:12.520000+00:00,35.7826,129.3748,11.82,0.2837981335629075
5246,2016-11-03 18:42:43+00:00,35.6921,129.3719,10.43,0.3428581326969822
5259,2016-11-04 11:32:27.340000+00:00,35.6927,129.3749,10.32,0.3805196352529001
5268,2016-11-05 21:29:28.560000+00:00,35.694,129.3745,10.72,1.263332333269641
5281,2016-11-07 17:13:17.980000+00:00,35.7859,129.3027,8.75,0.3823377532089991
5292,2016-11-08 06:33:57.670000+00:00,35.6896,129.3721,10.08,0.5318629219459308
5318,2016-11-10 10:52:22.590000+00:00,35.7298,129.3565,8.91,1.101478533965277
5333,2016-11-11 17:43:22.320000+00:00,35.7454,129.3684,9.83,0.2405602064865811
5378,2016-11-15 03:15:23.420000+00:00,35.7284,129.3599,9.15,0.3367513139844413
5387,2016-11-15 15:00:59.900000+00:00,35.8381,129.2555,12.14,0.1648578314415463
5395,2016-11-16 03:37:14.400000+00:00,35.7228,129.3642,9.76,0.9285915219636668
5400,2016-11-16 10:48:31.540000+00:00,35.7229,129.3654,9.99,1.0327343600956522
5404,2016-11-16 17:47:18.130000+00:00,35.7224,129.3658,9.95,0.3965593373684353
5410,2016-11-17 03:36:02.740000+00:00,35.8676,129.5074,14.41,0.7843129211590474
5412,2016-11-17 07:06:11.400000+00:00,35.7281,129.3678,10.13,0.6721049566360715
5413,2016-11-17 07:07:00.860000+00:00,35.7307,129.3668,9.83,0.3228208901318979
5415,2016-11-17 11:53:59.810000+00:00,35.7116,129.3703,10.1,0.3383686497400356
5420,2016-11-17 18:59:32.510000+00:00,35.6978,129.3768,10.78,0.3476497050178472
5425,2016-11-18 08:54:42.880000+00:00,35.696,129.3768,11.16,0.6897594155378947
5426,2016-11-18 08:54:42.980000+00:00,35.6936,129.3723,10.59,0.6897594155378947
5449,2016-11-19 19:54:08.720000+00:00,35.7304,129.4216,13.36,0.3311725539626193
5460,2016-11-21 16:55:39.130000+00:00,35.6902,129.3669,10.07,0.7004885827455357
5461,2016-11-21 16:55:44.800000+00:00,35.6958,129.3769,10.89,0.7202506352777462
5462,2016-11-21 16:55:50.570000+00:00,35.6949,129.3764,11.06,
5463,2016-11-21 16:56:27.660000+00:00,35.6902,129.3678,9.9,0.7085369018347203
5464,2016-11-21 17:00:43.860000+00:00,35.6965,129.3754,10.55,0.0054058451413289
5465,2016-11-21 17:08:36.090000+00:00,35.6961,129.3724,10.54,0.1993527592523296
5466,2016-11-21 17:15:58.320000+00:00,35.694,129.3703,10.51,0.6550623315069776
5467,2016-11-21 17:16:33.830000+00:00,35.696,129.3741,10.55,0.1813969387911061
5468,2016-11-21 17:17:17.520000+00:00,35.6966,129.3758,10.87,0.1970328733909124
5469,2016-11-21 17:20:22.360000+00:00,35.693,129.3705,10.36,1.1044865403147923
5470,2016-11-21 17:22:42.830000+00:00,35.6955,129.3775,10.89,0.2629501368147413
5471,2016-11-21 17:23:00.910000+00:00,35.6947,129.3734,10.8,0.3828598076077243
5473,2016-11-21 17:42:01.610000+00:00,35.6957,129.375,10.6,0.2535287283161493
5474,2016-11-21 17:45:34.900000+00:00,35.6943,129.3701,10.52,1.767194165266774
5475,2016-11-21 17:49:36.470000+00:00,35.6965,129.3739,10.16,0.0560335763043586
5477,2016-11-21 18:01:59.370000+00:00,35.6961,129.3746,10.86,0.3297139180289753
5478,2016-11-21 18:43:02.410000+00:00,35.6937,129.3702,10.51,1.5378774783195268
5480,2016-11-21 19:36:58.160000+00:00,35.6907,129.3653,9.6,0.7000991977143445
5481,2016-11-21 19:37:47.170000+00:00,35.6904,129.3665,9.9,0.6676257818408053
5483,2016-11-22 01:56:27.120000+00:00,35.696,129.3755,11.06,0.6287388437080763
5512,2016-11-25 18:15:03.630000+00:00,35.7261,129.362,10.07,1.375251189858919
5517,2016-11-26 09:45:49.690000+00:00,35.6927,129.3699,10.48,0.9511051825188808
5518,2016-11-26 09:57:26.440000+00:00,35.6961,129.3724,10.71,0.3311443109068712
5519,2016-11-26 12:20:50.590000+00:00,35.736,129.4437,13.76,0.3912895071785797
5521,2016-11-26 16:09:57.950000+00:00,35.6968,129.3742,10.49,0.0877942569666894
5547,2016-11-29 10:07:03.430000+00:00,35.7256,129.3679,10.49,0.5632495430647015
5558,2016-12-01 08:12:06.450000+00:00,35.6908,129.3676,9.97,0.8750947603408075
5597,2016-12-05 19:52:05.750000+00:00,35.7794,129.3615,15.3,0.4606648946347327
5599,2016-12-05 23:20:17.680000+00:00,35.6732,129.3768,9.47,0.7514466368578909
5604,2016-12-06 15:55:11.050000+00:00,35.7491,129.2917,9.31,0.2835998278850625
5610,2016-12-07 02:59:46.540000+00:00,35.6226,129.3897,24.49,1.3998229078228417
5615,2016-12-08 01:24:44.880000+00:00,35.697,129.3727,10.8,0.6605337769524458
5616,2016-12-08 01:34:35.530000+00:00,35.6935,129.3693,10.19,0.7699593501819963
5617,2016-12-08 03:32:00.590000+00:00,35.8889,129.34,28.37,0.8662107532658002
5619,2016-12-08 10:07:55.990000+00:00,35.8151,129.3979,13.53,0.5933460992550843
5621,2016-12-08 16:33:10.720000+00:00,35.696,129.3772,10.85,0.0880661040080273
5623,2016-12-09 02:30:45.590000+00:00,35.6931,129.3677,10.39,2.2798515887437727
5624,2016-12-09 02:32:36.680000+00:00,35.6941,129.3736,10.74,0.7983503110989331
5625,2016-12-09 02:34:35.350000+00:00,35.6918,129.366,9.84,1.0472206687638297
5626,2016-12-09 03:37:16.960000+00:00,35.6978,129.3733,10.96,0.5024891398775124
5629,2016-12-10 01:37:20.110000+00:00,35.6968,129.373,10.81,0.775096601111799
5631,2016-12-10 15:14:21.370000+00:00,35.762,129.52,16.4,0.3610680455191472
5645,2016-12-12 11:15:37+00:00,35.8185,129.357,12.68,0.0003166339450892
5651,2016-12-13 23:30:55.920000+00:00,35.7838,129.3108,8.58,1.3622289328784876
5653,2016-12-14 16:21:20.900000+00:00,35.7341,129.3062,9.06,0.4232504115120302
5668,2016-12-17 08:10:55.060000+00:00,35.7167,129.4323,1.44,0.495066728427835
5669,2016-12-17 09:36:57.640000+00:00,35.6952,129.3735,10.84,0.6516566105527203
5670,2016-12-17 09:42:25.140000+00:00,35.6954,129.3723,10.87,1.4187807567856925
5671,2016-12-17 20:55:28.210000+00:00,35.6601,129.4897,8.76,0.259708060970514
5674,2016-12-18 13:59:11.130000+00:00,35.7543,129.3037,10.44,0.1463978931896543
5681,2016-12-18 20:58:20.250000+00:00,35.8027,129.3981,11.58,0.2791685420107794
5686,2016-12-19 08:42:50.480000+00:00,35.6918,129.3693,10.13,0.8011763090002293
5687,2016-12-19 10:39:18.400000+00:00,35.788,129.3862,13.11,0.221144743238735
5700,2016-12-21 03:29:19.640000+00:00,35.6775,129.3092,12.24,0.2913824029109582
5707,2016-12-22 13:01:06.610000+00:00,35.6954,129.3742,10.88,0.5932488419155252
5711,2016-12-24 04:13:58.370000+00:00,35.8192,129.3817,11.43,0.4896513814806682
5715,2016-12-24 21:29:09.200000+00:00,35.7796,129.3051,12.12,2.7240667227943662
5716,2016-12-25 00:42:46.580000+00:00,35.7223,129.4001,11.43,1.1892974851357456
5721,2016-12-27 18:48:27.810000+00:00,35.6952,129.3729,10.86,0.5188504099943142
5722,2016-12-27 21:21:11.760000+00:00,35.6906,129.3691,10.12,0.7217200223810284
5746,2017-01-01 16:46:05.620000+00:00,35.7545,129.3838,12.02,0.3379559932522573
5759,2017-01-03 21:10:24.870000+00:00,35.7212,129.3979,10.56,0.476046740308232
5763,2017-01-04 14:50:48.080000+00:00,35.7812,129.3073,9.13,0.2842860866385815
5794,2017-01-06 20:47:15.750000+00:00,35.8029,129.413,14.86,1.621163666836575
5795,2017-01-06 20:48:32.860000+00:00,35.8037,129.4143,14.48,0.2027350728697253
5796,2017-01-06 20:48:57.300000+00:00,35.8018,129.4134,14.35,0.8242600532211947
5797,2017-01-06 20:57:31.190000+00:00,35.8021,129.4123,14.96,1.546097197239671
5798,2017-01-06 21:00:03.810000+00:00,35.797,129.4132,14.98,0.5443127644603545
5802,2017-01-07 04:17:53.230000+00:00,35.8039,129.4148,13.92,1.2349472824448404
5803,2017-01-07 05:30:21.990000+00:00,35.8008,129.4128,14.71,0.2486360103787393
5805,2017-01-07 10:47:50.700000+00:00,35.8018,129.4114,14.63,0.7385306523986163
5817,2017-01-09 11:15:24.430000+00:00,35.8024,129.4142,14.34,0.3906196654305268
5818,2017-01-09 11:22:22.750000+00:00,35.7993,129.4132,14.77,0.4529431599506395
5823,2017-01-10 15:13:27.830000+00:00,35.7753,129.3093,9.12,0.4446236815279367
5827,2017-01-11 17:02:06.580000+00:00,35.816,129.3823,12.16,0.3127435254220971
5841,2017-01-14 11:18:59.350000+00:00,35.8139,129.3835,12.37,0.4733045491807754
5842,2017-01-14 15:03:36.240000+00:00,35.8143,129.4225,14.58,0.5588259574718756
5846,2017-01-16 05:44:54.150000+00:00,35.8199,129.4192,13.33,
5848,2017-01-16 07:25:23.880000+00:00,35.8167,129.4227,14.36,0.6057677452931989
5850,2017-01-16 15:33:36.080000+00:00,35.6919,129.3714,10.45,0.9418550437852418
5853,2017-01-17 06:32:40.260000+00:00,35.8019,129.3211,8.65,0.6922137956832413
5855,2017-01-17 19:59:01.130000+00:00,35.817,129.422,14.51,0.7254083544569275
5862,2017-01-19 12:20:16.450000+00:00,35.6948,129.3742,10.92,0.3809330179812578
5863,2017-01-19 14:04:05.920000+00:00,35.7989,129.3902,15.45,0.5780453583366555
5865,2017-01-19 18:53:20.330000+00:00,35.7233,129.3657,9.48,0.725472726988869
5878,2017-01-22 22:24:18.970000+00:00,35.7267,129.3466,8.93,0.5218389356258798
5887,2017-01-24 06:07:14.390000+00:00,35.7434,129.424,3.38,0.7982857347579497
5890,2017-01-24 21:46:54.310000+00:00,35.764,129.3826,8.15,0.7511395152312373
5911,2017-01-28 21:48:18.830000+00:00,35.6942,129.3734,10.73,1.3813351672291394
5912,2017-01-28 21:49:19.500000+00:00,35.6906,129.3687,10.13,0.4434002256574889
5913,2017-01-28 21:51:08.400000+00:00,35.6934,129.3709,10.4,0.8400761693347152
5914,2017-01-28 21:52:21.310000+00:00,35.6959,129.3683,10.01,0.0742335884648547
5919,2017-01-30 19:21:57.440000+00:00,35.758,129.3758,12.62,0.6533146645672053
5921,2017-01-30 19:34:38.430000+00:00,35.7574,129.3772,12.52,0.3444210857859155
5923,2017-01-31 19:59:37.170000+00:00,35.7933,129.3992,14.47,0.6320454965032067
5930,2017-02-02 14:05:39.190000+00:00,35.779,129.3663,11.41,0.2689064942341652
5932,2017-02-02 20:35:43.560000+00:00,35.6951,129.3748,10.97,0.5313928695399304
5933,2017-02-02 21:37:28.030000+00:00,35.6931,129.3715,10.54,1.2490629674713694
5941,2017-02-04 06:32:39.080000+00:00,35.6699,129.3776,9.39,0.7765579462299437
5973,2017-02-14 05:59:23.240000+00:00,35.746,129.4369,1.39,0.6519969142329006
5989,2017-02-21 18:44:29.940000+00:00,35.7354,129.3289,11.92,0.8823554336158108
5997,2017-02-24 18:57:05.790000+00:00,35.7479,129.3804,12.07,0.3621167195132568
6002,2017-02-25 09:05:24.260000+00:00,35.7341,129.4397,1.28,0.4363772660669216
6009,2017-02-28 01:16:53.840000+00:00,35.7389,129.4629,10.11,0.7567707243377516
6011,2017-02-28 10:58:54.900000+00:00,35.7332,129.3379,11.17,0.6652226293367507
6033,2017-03-11 17:00:59.400000+00:00,35.6926,129.3683,10.24,0.4245700373050918
6035,2017-03-11 23:42:31.510000+00:00,35.7226,129.4032,7.07,1.1137450806584055
6036,2017-03-12 04:35:20.010000+00:00,35.7267,129.3946,15.5,0.2663799861041093
6038,2017-03-12 18:14:26.900000+00:00,35.7235,129.4114,6.71,-0.059842553182813
6039,2017-03-12 21:44:48.240000+00:00,35.8061,129.4206,14.86,0.7661719475999371
6042,2017-03-13 11:48:10.130000+00:00,35.8083,129.4259,14.35,0.3880846464677503
6053,2017-03-16 09:09:11.880000+00:00,35.768,129.3734,9.58,0.666352623609922
6056,2017-03-17 09:27:48.160000+00:00,35.7723,129.3883,12.07,
6064,2017-03-19 11:31:55.400000+00:00,35.7233,129.3567,8.55,0.1935323592574754
6067,2017-03-19 16:57:56.360000+00:00,35.717,129.3985,6.59,0.2417702449660408
6072,2017-03-20 19:08:11.940000+00:00,35.733,129.4147,7.46,0.220462288938839
6078,2017-03-23 15:45:47.410000+00:00,35.8095,129.4205,14.17,0.600419843377973
6083,2017-03-25 14:37:02.120000+00:00,35.7441,129.5363,9.3,0.4646477460428249
6087,2017-03-25 21:48:54.640000+00:00,35.7437,129.5305,9.81,0.7447843658506081
6096,2017-03-28 05:21:13.290000+00:00,35.6814,129.3344,12.24,0.8465175907034492
6099,2017-03-28 13:14:03.130000+00:00,35.7659,129.3969,11.84,0.8622386017265208
6123,2017-04-01 21:44:24.970000+00:00,35.7292,129.4081,11.1,0.0864578564657305
6125,2017-04-02 15:54:31.940000+00:00,35.7724,129.3902,13.84,0.8578960711594901
6128,2017-04-06 21:44:30.080000+00:00,35.7437,129.531,10.0,0.4348401190776823
6179,2017-04-20 22:24:50.130000+00:00,35.7684,129.3697,13.81,1.1198640987571822
6186,2017-04-23 07:31:43.900000+00:00,35.757,129.5474,13.4,0.725585546287369
6187,2017-04-23 10:16:13.200000+00:00,35.8206,129.4162,14.32,0.966918928586406
6188,2017-04-23 11:16:48.440000+00:00,35.8199,129.4174,14.01,0.5140555014246126
6189,2017-04-23 12:05:49.450000+00:00,35.8201,129.4169,14.47,0.5837159013533654
6190,2017-04-23 12:13:27.840000+00:00,35.8244,129.4186,12.98,-0.0592272031176936
6191,2017-04-23 12:53:02.400000+00:00,35.8207,129.4163,14.7,1.3425666392251414
6192,2017-04-23 13:14:04.260000+00:00,35.8184,129.41,17.0,0.253306189052533
6193,2017-04-23 13:14:44.610000+00:00,35.8172,129.4169,15.03,-0.2663180887636858
6194,2017-04-23 13:15:44.380000+00:00,35.8176,129.4167,14.42,-0.1273393174531403
6195,2017-04-23 13:19:39.390000+00:00,35.8211,129.418,14.34,0.6902966989239783
6196,2017-04-23 13:24:52.720000+00:00,35.8223,129.4179,13.75,0.1574072588711683
6197,2017-04-23 13:43:40.340000+00:00,35.8217,129.4191,13.54,0.1168298030470082
6198,2017-04-23 13:51:11.630000+00:00,35.8186,129.4155,14.01,0.123201630132556
6199,2017-04-23 13:55:08.360000+00:00,35.817,129.4143,14.37,
6200,2017-04-23 14:01:19.950000+00:00,35.8246,129.4152,13.05,-0.1967407285939075
6201,2017-04-23 14:05:26.400000+00:00,35.8217,129.4151,13.28,0.2233048768177061
6202,2017-04-23 14:07:40.910000+00:00,35.8173,129.4154,14.44,0.0305674927504704
6203,2017-04-23 14:23:10.840000+00:00,35.8226,129.4166,13.65,0.1957065785149745
6204,2017-04-23 14:31:04.940000+00:00,35.8226,129.4176,13.39,-0.0262180401835938
6205,2017-04-23 14:34:53.480000+00:00,35.8199,129.418,14.21,0.4373372040980205
6207,2017-04-23 15:28:23.440000+00:00,35.7849,129.3118,8.53,0.6676588757836335
6208,2017-04-23 15:44:10.220000+00:00,35.8164,129.4165,14.24,0.1858769140783162
6209,2017-04-23 17:06:29.860000+00:00,35.819,129.4162,14.67,
6210,2017-04-23 17:10:23.670000+00:00,35.8225,129.4183,13.68,-0.0670517508611916
6212,2017-04-23 17:28:23.940000+00:00,35.8181,129.4165,14.86,
6213,2017-04-23 17:30:24.830000+00:00,35.8218,129.4181,14.32,0.5259103408989054
6214,2017-04-23 17:33:20.090000+00:00,35.8172,129.4172,15.24,
6215,2017-04-23 17:35:21.760000+00:00,35.8188,129.416,14.81,
6216,2017-04-23 17:40:21.110000+00:00,35.8156,129.4165,14.7,0.1532977610081616
6217,2017-04-23 17:47:08.430000+00:00,35.8218,129.4179,13.68,0.0219732093620694
6218,2017-04-23 17:59:11.490000+00:00,35.8211,129.4181,14.2,0.5996289496274871
6219,2017-04-23 18:08:38.790000+00:00,35.818,129.4154,14.6,0.1862309860722028
6220,2017-04-23 18:16:08.740000+00:00,35.8165,129.4157,14.82,-0.2376391934250428
6221,2017-04-23 21:12:14.240000+00:00,35.8202,129.4177,14.55,1.395393282271154
6222,2017-04-23 21:17:58.160000+00:00,35.8212,129.4169,13.54,0.6604977089816435
6223,2017-04-23 21:18:03.790000+00:00,35.8223,129.4205,14.05,0.8058958182283718
6224,2017-04-23 21:18:31.380000+00:00,35.8426,129.3884,12.23,
6225,2017-04-23 21:19:33.650000+00:00,35.8194,129.4162,14.54,0.527656649068916
6226,2017-04-23 21:20:19.460000+00:00,35.8213,129.4164,14.51,0.8069278034848487
6227,2017-04-23 21:22:50.430000+00:00,35.8213,129.4184,14.21,0.7625744944431414
6228,2017-04-23 21:26:11.770000+00:00,35.8214,129.4187,13.98,0.5488294028838675
6229,2017-04-23 21:28:57.170000+00:00,35.8181,129.4174,14.63,0.359027236311352
6230,2017-04-23 21:32:22.020000+00:00,35.8188,129.4033,21.0,
6231,2017-04-23 21:37:07.650000+00:00,35.821,129.4189,14.16,0.9997090889156895
6232,2017-04-23 21:37:21.140000+00:00,35.8217,129.4182,14.29,1.1911812031297455
6233,2017-04-23 21:44:36.120000+00:00,35.8175,129.4166,15.16,0.2864902037795054
6234,2017-04-23 21:45:12.620000+00:00,35.821,129.4197,14.1,0.6597489851052556
6235,2017-04-23 21:58:12.630000+00:00,35.8193,129.4163,14.91,0.2126653430186651
6236,2017-04-23 22:02:55.850000+00:00,35.8232,129.4172,13.96,0.6005912840207335
6237,2017-04-23 22:03:03.510000+00:00,35.8229,129.4179,13.96,
6238,2017-04-23 22:03:27.170000+00:00,35.8216,129.4175,14.26,0.6759143282322224
6239,2017-04-23 22:21:55.590000+00:00,35.8221,129.4191,13.94,1.1327633541830844
6240,2017-04-23 22:30:14.910000+00:00,35.8208,129.4175,14.39,1.240753880710356
6241,2017-04-23 23:13:05.370000+00:00,35.8195,129.4162,14.3,0.3532936094966588
6242,2017-04-23 23:25:17.500000+00:00,35.8163,129.4177,13.73,
6243,2017-04-24 00:02:09.350000+00:00,35.8206,129.4184,14.15,0.5547868045396049
6244,2017-04-24 00:16:51.430000+00:00,35.8211,129.4172,14.03,1.0239365894332892
6245,2017-04-24 00:27:53.240000+00:00,35.8185,129.4165,14.59,0.9205773292454452
6246,2017-04-24 00:52:44.210000+00:00,35.8208,129.4162,14.18,0.7101696055308608
6247,2017-04-24 03:01:44.040000+00:00,35.731,129.3692,10.32,0.7291066942751832
6248,2017-04-24 03:02:08.410000+00:00,35.7303,129.3624,9.82,0.8111741933887482
6249,2017-04-24 03:06:27.920000+00:00,35.7298,129.368,10.24,0.3965101874355397
6250,2017-04-24 03:40:34.700000+00:00,35.8173,129.4185,13.5,1.221712600159278
6252,2017-04-24 15:48:56.130000+00:00,35.8224,129.3228,10.42,0.1802023540027013
6253,2017-04-26 02:02:25.900000+00:00,35.8174,129.4152,14.54,
6261,2017-04-28 20:56:57.940000+00:00,35.8642,129.2532,12.97,0.8609138524727555
6262,2017-04-29 08:54:34.430000+00:00,35.7478,129.2985,9.3,0.1728157565342152
6264,2017-04-29 12:50:51.410000+00:00,35.7466,129.2974,9.19,0.3860269206745033
6266,2017-04-29 15:34:01.250000+00:00,35.7487,129.2952,9.07,1.2033375329571792
6268,2017-04-30 21:03:49.570000+00:00,35.7473,129.295,9.17,0.5832176286418145
6271,2017-05-01 13:53:05.720000+00:00,35.7489,129.2973,9.13,0.0772989212335877
6272,2017-05-01 15:37:19.940000+00:00,35.7246,129.4055,11.17,0.6177833179862373
6282,2017-05-04 10:22:58.640000+00:00,35.7477,129.2944,9.13,0.5371328760556592
6284,2017-05-06 08:07:44.930000+00:00,35.7483,129.2935,9.02,0.9121429887308166
6285,2017-05-06 14:50:23.370000+00:00,35.759,129.5491,12.49,0.5602783546052641
6289,2017-05-09 13:13:53.410000+00:00,35.743,129.3021,9.06,0.4847160208959051
6293,2017-05-11 06:56:45.380000+00:00,35.7262,129.4091,10.85,0.2368119903434884
6299,2017-05-13 09:30:29.330000+00:00,35.7478,129.2939,9.22,1.2921983680121671
6305,2017-05-15 00:27:00.460000+00:00,35.7512,129.4,11.26,0.7069482891889599
6330,2017-05-22 04:06:57.060000+00:00,35.8417,129.2645,8.92,0.5000951794309554
6333,2017-05-24 23:38:17.680000+00:00,35.7818,129.303,9.59,0.3349865187753959
6335,2017-05-25 06:32:12.570000+00:00,35.6343,129.5412,14.01,1.335762748063941
6355,2017-06-01 10:27:56.370000+00:00,35.8681,129.4638,16.87,0.6250687335947409
6359,2017-06-02 17:44:40.390000+00:00,35.7101,129.3658,13.66,0.4647671093997311
6360,2017-06-02 17:45:41.030000+00:00,35.7075,129.3636,13.66,0.5343130223388749
6361,2017-06-02 19:36:10.630000+00:00,35.7301,129.3595,9.11,0.447140544046635
6372,2017-06-08 13:51:06.130000+00:00,35.8239,129.3988,13.15,0.2993477931646803
6375,2017-06-09 14:34:02.850000+00:00,35.7125,129.3548,9.94,0.839903115202005
6377,2017-06-09 20:41:37.210000+00:00,35.7214,129.4046,6.14,0.0009860395962651
6378,2017-06-10 13:46:12.830000+00:00,35.7057,129.4015,10.3,0.1973191291783544
6391,2017-06-14 03:28:51.950000+00:00,35.6932,129.3775,10.85,0.943192587706066
6392,2017-06-14 09:24:05.280000+00:00,35.7055,129.3982,3.4,0.6455373920102134
6394,2017-06-15 03:24:43.120000+00:00,35.7585,129.3107,11.69,0.6803287623840919
6413,2017-06-23 15:51:39.400000+00:00,35.7056,129.4014,10.42,0.0378728918037152
6415,2017-06-24 14:33:58.340000+00:00,35.6499,129.4727,9.18,-0.1733180212313007
6420,2017-06-25 04:07:18.640000+00:00,35.7623,129.3795,11.93,0.3120602779877359
6445,2017-07-01 21:03:05.500000+00:00,35.7576,129.3968,11.09,0.5189499076532451
6465,2017-07-09 21:18:16.880000+00:00,35.6944,129.374,10.6,0.0553993049918239
6474,2017-07-15 19:33:30.720000+00:00,35.7636,129.292,10.22,0.2917832589981068
6495,2017-07-22 17:54:22.200000+00:00,35.6203,129.371,11.99,-0.1198040216282687
6503,2017-07-25 22:29:22.720000+00:00,35.7579,129.3994,12.23,0.6512208992333164
6535,2017-08-10 08:35:32.370000+00:00,35.7854,129.305,9.88,0.5017331686516948
6539,2017-08-12 19:00:56.340000+00:00,35.7964,129.4332,15.49,0.5750917609726827
6541,2017-08-13 02:14:19.480000+00:00,35.7833,129.3015,9.66,0.6695354903910431
6546,2017-08-16 06:44:10.210000+00:00,35.7248,129.3628,9.9,0.6905404424179806
6547,2017-08-16 06:47:35.350000+00:00,35.7263,129.3672,10.41,0.4498913645164218
6551,2017-08-18 09:18:02.480000+00:00,35.7857,129.3046,9.71,0.32042486705775
6552,2017-08-18 18:56:17.420000+00:00,35.7859,129.3044,9.79,-0.0696490136080576
6553,2017-08-18 20:21:36.330000+00:00,35.796,129.4341,15.43,1.0232275965886193
6556,2017-08-19 07:58:00.110000+00:00,35.7589,129.2644,15.86,0.4705892633546951
6558,2017-08-20 00:48:04.420000+00:00,35.785,129.3024,9.74,0.6089141298746357
6565,2017-08-23 12:59:32.670000+00:00,35.7997,129.4354,14.72,0.7047522703121828
6567,2017-08-24 13:03:03.990000+00:00,35.7119,129.3549,9.85,0.5835891738673742
6570,2017-08-25 15:22:32.860000+00:00,35.621,129.3719,11.95,0.1327359095940113
6576,2017-08-28 09:23:48.120000+00:00,35.785,129.3017,9.77,0.6689329812947993
6590,2017-09-08 00:22:24.490000+00:00,35.7853,129.3035,9.9,0.2789297308726457
6592,2017-09-08 08:27:37.910000+00:00,35.7206,129.3606,8.98,0.1854042008624554
6593,2017-09-08 20:54:27.730000+00:00,35.787,129.3713,11.34,0.2167663444414487
6603,2017-09-16 04:44:11.540000+00:00,35.7864,129.3029,9.4,1.3112654398155148
6609,2017-09-18 16:33:22.670000+00:00,35.8186,129.3907,11.72,0.7499177743792117
6612,2017-09-19 10:47:45.790000+00:00,35.7322,129.3639,18.87,
6636,2017-09-24 10:57:18.540000+00:00,35.7169,129.4,11.06,0.1715130921663172
6638,2017-09-27 05:42:15.710000+00:00,35.7749,129.3725,13.22,1.048369756566876
6639,2017-09-28 14:27:14.260000+00:00,35.6659,129.511,17.66,0.8417774217689618
6648,2017-10-01 19:52:38.130000+00:00,35.6901,129.3544,8.34,0.5710281119677936
6655,2017-10-03 04:02:14.860000+00:00,35.8038,129.5192,18.14,0.3710011311987446
6663,2017-10-05 23:16:43.870000+00:00,35.7395,129.4247,9.83,0.0413174824354972
6666,2017-10-07 22:55:31.120000+00:00,35.7827,129.3093,9.05,1.2891030517575373
6669,2017-10-09 00:01:56.340000+00:00,35.6917,129.3584,11.47,0.6001204865353833
6672,2017-10-09 13:26:45.700000+00:00,35.7251,129.4109,7.03,0.1443000827530027
6684,2017-10-12 04:41:48.600000+00:00,35.6916,129.3554,11.4,0.6305065295102463
6687,2017-10-14 18:18:31.240000+00:00,35.7534,129.3767,11.95,0.826027829242556
6693,2017-10-19 15:58:14.800000+00:00,35.8444,129.2898,13.19,
6694,2017-10-19 17:56:59.160000+00:00,35.8441,129.2903,13.17,0.2768825522889186
6711,2017-10-28 11:39:23.740000+00:00,35.8168,129.3565,14.76,0.0450717181295376
6726,2017-11-08 14:22:02.720000+00:00,35.7439,129.2958,8.82,1.0189084374543644
6727,2017-11-08 14:43:00.200000+00:00,35.7483,129.3016,8.85,0.1039722476504745
6731,2017-11-08 23:10:42.680000+00:00,35.747,129.3011,8.59,0.2989399784284375
6732,2017-11-09 00:03:03.610000+00:00,35.7438,129.3025,8.82,
6734,2017-11-09 05:58:29.620000+00:00,35.747,129.3017,9.1,0.2093926263589741
6738,2017-11-13 15:15:45.880000+00:00,35.711,129.3941,6.31,0.0670474394845941
7130,2017-11-19 09:43:17.850000+00:00,35.7672,129.3465,14.73,0.5740850952543436
