event_idx,event_time,year,n_const,ml_const_inv,ml_const
2961,2016-09-14 03:38:11.110000+00:00,2016,5,2.22301869806084,2.16660793284383
2962,2016-09-14 03:52:07.340000+00:00,2016,2,0.07175167989177478,0.028189077406805013
2963,2016-09-14 03:58:31.270000+00:00,2016,1,0.7282463204635548,0.6080352451545675
2965,2016-09-14 04:10:15.310000+00:00,2016,3,0.06320865190498945,0.020381749239320596
2966,2016-09-14 04:10:26.210000+00:00,2016,3,0.7121738275464284,0.5919627522374412
2967,2016-09-14 04:13:05.280000+00:00,2016,3,0.5612608480526851,0.5543636151089472
2968,2016-09-14 04:16:03.710000+00:00,2016,3,0.4625598174332517,0.34234874212426447
2969,2016-09-14 04:28:26.810000+00:00,2016,4,0.4821291630863517,0.4385665606013819
2970,2016-09-14 04:39:32.040000+00:00,2016,5,0.42579376815314024,0.41858340539142824
2972,2016-09-14 04:42:40.420000+00:00,2016,2,-0.030495957380675245,-0.01740163868302036
2973,2016-09-14 04:45:06.840000+00:00,2016,5,1.630542068013952,1.6228787774556852
2974,2016-09-14 04:47:17.430000+00:00,2016,4,0.4672480029135868,0.46980248500674326
2975,2016-09-14 04:49:35.230000+00:00,2016,4,0.49735032066527585,0.4999048027584323
2976,2016-09-14 05:00:55.830000+00:00,2016,5,0.8735239215943349,0.8855301187243857
2977,2016-09-14 05:05:46.470000+00:00,2016,5,1.019589524044797,1.0177765237941823
2978,2016-09-14 05:06:58.180000+00:00,2016,2,0.18592651237856786,0.1423639098935981
2980,2016-09-14 05:14:04.350000+00:00,2016,5,1.2086302773926587,1.206817277142044
2981,2016-09-14 05:17:45.530000+00:00,2016,1,-0.5752138678925662,-0.5421279975535186
2982,2016-09-14 05:18:11.100000+00:00,2016,1,0.18132299091046944,0.17442575796673154
2983,2016-09-14 05:20:34.710000+00:00,2016,5,1.738302697994321,1.7364896977437063
2984,2016-09-14 05:21:47.050000+00:00,2016,2,0.6345532432963789,0.6371077253895353
2985,2016-09-14 05:21:58.160000+00:00,2016,5,1.001719189952142,0.9780533021579559
2986,2016-09-14 05:22:52.410000+00:00,2016,1,-0.31708656932370904,-0.28400069898466135
2988,2016-09-14 05:29:21.990000+00:00,2016,1,-0.5767654656764118,-0.5436795953373642
2990,2016-09-14 05:36:12.520000+00:00,2016,2,-0.16494025418785804,-0.15184593549020314
2991,2016-09-14 05:36:32.820000+00:00,2016,5,0.6860600576476106,0.684247057396996
2992,2016-09-14 05:41:05.900000+00:00,2016,4,0.35209055429861386,0.3085279518136441
2993,2016-09-14 05:42:03.480000+00:00,2016,5,0.9715800676644871,0.9697670674138725
2994,2016-09-14 05:45:29.270000+00:00,2016,5,1.8402127234982628,1.838399723247648
2997,2016-09-14 05:55:50.010000+00:00,2016,5,0.6594958432888676,0.6651403048314118
2998,2016-09-14 06:04:12.180000+00:00,2016,4,0.570623617452157,0.5152936429633486
2999,2016-09-14 06:09:41.750000+00:00,2016,1,-0.5636148322758288,-0.5305289619367811
3000,2016-09-14 06:11:26.540000+00:00,2016,5,0.9553097070925859,0.9534967068419713
3001,2016-09-14 06:15:09.370000+00:00,2016,2,0.08969564612622194,0.10278996482387684
3002,2016-09-14 06:19:34.490000+00:00,2016,2,-0.01723780399232211,-0.00414348529466721
3003,2016-09-14 06:26:46.770000+00:00,2016,3,0.3933558645789996,0.2731447892700124
3004,2016-09-14 06:27:52.900000+00:00,2016,4,0.18095584480532378,0.11740169067896122
3005,2016-09-14 06:37:26.490000+00:00,2016,3,0.46112580074957465,0.45422856780583676
3006,2016-09-14 06:39:35.620000+00:00,2016,5,0.8114153990369575,0.6912043237279702
3008,2016-09-14 06:52:10.150000+00:00,2016,2,0.10498616287276763,0.11808048157042253
3009,2016-09-14 06:52:44.320000+00:00,2016,2,-0.12365127047729095,-0.11055695177963606
3010,2016-09-14 07:06:23.130000+00:00,2016,2,0.15509807784847304,0.16819239654612794
3011,2016-09-14 07:08:11.060000+00:00,2016,2,-0.05260974697525812,-0.03951542827760324
3012,2016-09-14 07:11:32.810000+00:00,2016,5,0.7258451066975962,0.7240321064469816
3013,2016-09-14 07:17:06.560000+00:00,2016,4,0.6648808704298302,0.6013267163034677
3014,2016-09-14 07:17:35.100000+00:00,2016,2,0.0323356679331972,0.054881701667746474
3015,2016-09-14 07:22:21.190000+00:00,2016,1,-0.24545948041265903,-0.21237361007361133
3016,2016-09-14 07:27:34.200000+00:00,2016,3,0.21016114641957334,0.08995007111058612
3018,2016-09-14 07:28:45.220000+00:00,2016,3,0.12976820730949964,0.12287097436576173
3019,2016-09-14 07:33:48.830000+00:00,2016,5,0.8388267421488538,0.8370137418982392
3021,2016-09-14 07:44:02.710000+00:00,2016,4,0.17602486216275254,0.1522949669273986
3022,2016-09-14 07:46:02.800000+00:00,2016,2,0.030518894795836027,0.04361321349349093
3023,2016-09-14 07:47:17.170000+00:00,2016,5,1.5601494251303016,1.4950896379827148
3024,2016-09-14 07:50:11.080000+00:00,2016,5,0.9871016603395991,0.9852886600889845
3025,2016-09-14 07:55:53.400000+00:00,2016,4,0.46508096014926803,0.4676354422424245
3026,2016-09-14 07:59:42.060000+00:00,2016,3,0.29917962540216414,0.29228239245842624
3027,2016-09-14 08:06:15.370000+00:00,2016,5,0.3808380963164401,0.3739408633727022
3028,2016-09-14 08:13:27.960000+00:00,2016,2,-0.10983824459108721,-0.09674392589343231
3029,2016-09-14 08:24:49.520000+00:00,2016,4,0.5551442636634464,0.5115816611784766
3030,2016-09-14 08:25:36.770000+00:00,2016,4,0.3932136335014509,0.4157596672360001
3031,2016-09-14 08:27:14.560000+00:00,2016,5,2.567953220826255,2.5661402205756403
3032,2016-09-14 08:28:23.440000+00:00,2016,3,0.9528456973144339,0.9510326970638193
3033,2016-09-14 08:30:42.050000+00:00,2016,2,-0.02094437360935894,-0.0645069760943287
3035,2016-09-14 08:34:40.540000+00:00,2016,1,-0.6465493587360258,-0.6134634883969782
3036,2016-09-14 08:38:22.330000+00:00,2016,3,0.13508191100611475,0.12818467806237682
3037,2016-09-14 08:42:53.660000+00:00,2016,4,0.482053924795536,0.4210418870157351
3038,2016-09-14 08:46:23.770000+00:00,2016,2,-0.08574616024621282,-0.07265184154855792
3039,2016-09-14 08:53:21.960000+00:00,2016,2,0.05404803958354698,0.06714235828120188
3040,2016-09-14 09:00:39.060000+00:00,2016,4,0.4179278826173741,0.3638254435279059
3041,2016-09-14 09:07:04.860000+00:00,2016,3,0.43697302904306,0.4300757960993221
3042,2016-09-14 09:10:38.560000+00:00,2016,3,0.23120969087661214,0.14326072525632683
3043,2016-09-14 09:11:04.570000+00:00,2016,3,0.31730914344215955,0.21951130972068073
3044,2016-09-14 09:11:28.450000+00:00,2016,2,0.30147347828484866,0.3145677969825036
3045,2016-09-14 09:17:51.040000+00:00,2016,1,-0.6136082330932042,-0.5805223627541566
3046,2016-09-14 09:24:12.130000+00:00,2016,4,0.24888791141387895,0.25144239350703546
3047,2016-09-14 09:31:01.400000+00:00,2016,1,0.25325954598203854,0.24636231303830064
3048,2016-09-14 09:32:55.920000+00:00,2016,3,0.5261118843229615,0.4059008090139743
3049,2016-09-14 09:33:59.790000+00:00,2016,4,0.3140137103251539,0.25045955619879134
3050,2016-09-14 09:35:50.490000+00:00,2016,2,-0.17328160401816478,-0.1601872853205099
3051,2016-09-14 09:43:39.640000+00:00,2016,2,-0.020201981057197393,-0.0071076623595425145
3053,2016-09-14 09:44:16.690000+00:00,2016,4,0.26247566986907583,0.19892151574271327
3054,2016-09-14 09:49:43.260000+00:00,2016,2,-0.1460298060247263,-0.13039337098050977
3055,2016-09-14 09:52:08.240000+00:00,2016,1,-0.5445135662183056,-0.511427695879258
3057,2016-09-14 10:01:11.370000+00:00,2016,1,-0.6250562949143059,-0.5919704245752583
3058,2016-09-14 10:03:22.310000+00:00,2016,3,0.3450191412311163,0.2248080659221291
3060,2016-09-14 10:20:02.880000+00:00,2016,5,0.5047496766978037,0.4978524437540658
3061,2016-09-14 10:22:52.490000+00:00,2016,3,0.15232928698135703,0.09265175393003389
3062,2016-09-14 10:26:16.960000+00:00,2016,5,0.7902563422619993,0.6926698405866177
3063,2016-09-14 10:33:56.820000+00:00,2016,1,-0.7543768527592694,-0.7212909824202217
3065,2016-09-14 10:42:52.650000+00:00,2016,2,-0.07395631173042395,-0.06086199303276906
3066,2016-09-14 10:45:51.690000+00:00,2016,1,-0.7632277089569268,-0.7301418386178792
3067,2016-09-14 10:46:08.400000+00:00,2016,1,-0.6914263405748204,-0.6583404702357728
3068,2016-09-14 10:47:02.360000+00:00,2016,1,-0.6753009906096927,-0.6422151202706451
3069,2016-09-14 10:50:48.110000+00:00,2016,4,0.3813710013307142,0.33780839884574443
3070,2016-09-14 10:51:25.810000+00:00,2016,1,-0.5090939459572226,-0.4760080756181749
3071,2016-09-14 10:51:47.850000+00:00,2016,1,-0.5283154103414851,-0.4952295400024374
3073,2016-09-14 10:57:08.350000+00:00,2016,1,-0.40516144399552506,-0.37207557365647737
3075,2016-09-14 11:07:53.060000+00:00,2016,1,-0.47320506314638305,-0.44011919280733536
3076,2016-09-14 11:09:44.840000+00:00,2016,4,0.4006211809231546,0.38385694102105605
3078,2016-09-14 11:14:33.150000+00:00,2016,2,-0.35164896972498244,-0.3291029359904332
3079,2016-09-14 11:31:16.060000+00:00,2016,4,0.42815121282648194,0.43324781126620004
3080,2016-09-14 11:36:57.470000+00:00,2016,2,-0.28376096693610625,-0.2706666482384514
3081,2016-09-14 11:39:14.090000+00:00,2016,3,0.14646884810646774,0.02625777279748051
3082,2016-09-14 11:40:23.360000+00:00,2016,2,-0.0836887803417928,-0.12725138282676257
3084,2016-09-14 11:48:31.850000+00:00,2016,1,-0.5456196049603512,-0.5125337346213036
3086,2016-09-14 11:52:22.230000+00:00,2016,5,0.3962679655015857,0.37224942968695746
3087,2016-09-14 11:54:21.830000+00:00,2016,2,0.10101207280231925,0.11410639149997412
3088,2016-09-14 11:54:43.800000+00:00,2016,4,0.18482489729565418,0.15450703812388022
3090,2016-09-14 12:03:15.500000+00:00,2016,1,-0.7848150214212877,-0.75172915108224
3091,2016-09-14 12:13:27.640000+00:00,2016,4,0.432764250844899,0.43639496166287317
3092,2016-09-14 12:14:11.440000+00:00,2016,5,1.6900730601190612,1.6882600598684465
3093,2016-09-14 12:16:29.980000+00:00,2016,1,-0.16655748738981543,-0.13347161705076777
3095,2016-09-14 12:19:00.150000+00:00,2016,2,-0.19111418583120565,-0.17801986713355078
3096,2016-09-14 12:19:47.630000+00:00,2016,5,0.7907197380482418,0.7573871098802647
3097,2016-09-14 12:26:19.540000+00:00,2016,2,-0.10077338204770608,-0.07822734831315684
3098,2016-09-14 12:28:15.700000+00:00,2016,2,0.05375913712027125,0.010196534635301478
3099,2016-09-14 12:28:31.990000+00:00,2016,2,0.039863535928947424,0.05549997097316395
3100,2016-09-14 12:29:31.030000+00:00,2016,5,0.6395512431253674,0.6515574402554182
3101,2016-09-14 12:34:20.880000+00:00,2016,2,-0.1083392011319848,-0.15190180361695454
3102,2016-09-14 12:46:26.810000+00:00,2016,2,-0.18711234197486637,-0.17401802327721153
3103,2016-09-14 12:49:13.590000+00:00,2016,3,0.20718772100387683,0.20029048806013894
3104,2016-09-14 12:56:16.840000+00:00,2016,2,0.10548350184887326,0.06192089936390349
3105,2016-09-14 13:01:35.380000+00:00,2016,5,1.115309592496152,1.1134965922455373
3106,2016-09-14 13:02:06.340000+00:00,2016,1,-0.6039991287254625,-0.5709132583864148
3107,2016-09-14 13:06:48.910000+00:00,2016,1,-0.5077635411126618,-0.47467767077361406
3108,2016-09-14 13:09:47.010000+00:00,2016,2,-0.08268158158145855,-0.06958726288380365
3109,2016-09-14 13:12:41.880000+00:00,2016,1,-0.7673896551572505,-0.7343037848182029
3110,2016-09-14 13:15:08.930000+00:00,2016,2,-0.09406829057851486,-0.08097397188085997
3111,2016-09-14 13:20:56.400000+00:00,2016,3,0.22598392554118213,0.21908669259744423
3112,2016-09-14 13:21:26.410000+00:00,2016,5,1.2160205073039976,1.2443823166546317
3113,2016-09-14 13:26:38.400000+00:00,2016,5,0.4425977164421335,0.43570048349839563
3114,2016-09-14 13:26:50.570000+00:00,2016,1,-0.30175252540698083,-0.26866665506793314
3115,2016-09-14 13:27:53.710000+00:00,2016,3,0.29564899579971565,0.2207905191065958
3116,2016-09-14 13:31:32.460000+00:00,2016,5,2.105682377201525,1.9872137475251654
3118,2016-09-14 13:37:29.310000+00:00,2016,1,-0.6698063137333319,-0.6367204433942842
