event_idx,event_time,year,n_used,ml_ufraw,ml_ufcorr
3492,2016-09-15 21:54:05.960000+00:00,2016,4,0.18619611739941505,0.2285274844667236
3538,2016-09-16 04:00:33.200000+00:00,2016,7,0.5213981957727263,0.5843513646615833
3564,2016-09-16 07:26:27.330000+00:00,2016,6,1.055594291698331,1.1163888874150882
3631,2016-09-16 17:02:56.430000+00:00,2016,12,1.3094424149664898,1.3493797672688341
3668,2016-09-17 00:00:52.280000+00:00,2016,3,0.2824310746857221,0.3245018088224182
3892,2016-09-19 12:16:51.540000+00:00,2016,8,0.667790383522661,0.6982433690856752
3956,2016-09-20 07:28:45.280000+00:00,2016,4,0.5860145628426947,0.5673351048395165
3988,2016-09-20 16:44:55.630000+00:00,2016,6,0.5218950741680245,0.5835064869123782
4035,2016-09-21 04:00:29.340000+00:00,2016,3,0.354066346290665,0.2746366961476125
4056,2016-09-21 13:08:28.900000+00:00,2016,1,-0.0779664006333304,-0.1573960507763829
4143,2016-09-22 21:43:47.490000+00:00,2016,1,0.2520662558833733,0.17263660574032075
4260,2016-09-24 19:45:49.790000+00:00,2016,6,0.20197905794743282,0.2712713805889211
4307,2016-09-25 12:17:22.130000+00:00,2016,3,0.3492401423052713,0.39131087644196694
4315,2016-09-25 14:59:36.530000+00:00,2016,3,-0.0787157874225696,-0.09610198667938621
4340,2016-09-26 02:21:04.840000+00:00,2016,2,0.8125609913900201,0.7840553472133127
4341,2016-09-26 02:38:05.260000+00:00,2016,9,0.8366450212577012,0.8979671636849693
4388,2016-09-26 23:16:17.430000+00:00,2016,12,1.7809771561011432,1.8193631277689242
4390,2016-09-26 23:26:05.370000+00:00,2016,1,0.3977103942093816,0.31828074406632906
4392,2016-09-26 23:55:44.310000+00:00,2016,1,0.1323675620030739,0.05293791186002138
4423,2016-09-27 12:56:42.840000+00:00,2016,1,0.2954536301760828,0.21602398003303025
4433,2016-09-27 15:40:31.550000+00:00,2016,13,0.9169407416632818,0.9516419508621474
4437,2016-09-27 18:03:36.600000+00:00,2016,4,0.37580928992285195,0.4414168500954252
4453,2016-09-28 01:48:01.850000+00:00,2016,10,0.9222097242460897,0.9365292245950712
4498,2016-09-29 06:44:53.690000+00:00,2016,8,0.7705724220574157,0.858977062608259
4513,2016-09-29 16:08:11.370000+00:00,2016,13,1.554201098918231,1.5962718330549268
4598,2016-10-01 17:11:55.110000+00:00,2016,3,-0.1208305992056169,-0.14308433209957983
4730,2016-10-06 15:29:46.200000+00:00,2016,2,0.012735276272495152,0.02127740677410937
4781,2016-10-08 23:07:38.730000+00:00,2016,4,0.29499029510617547,0.2763108371029972
4788,2016-10-09 04:43:26.280000+00:00,2016,5,0.4848313442090919,0.4996619923871945
4922,2016-10-14 16:44:14.670000+00:00,2016,5,0.3445355425392622,0.37351061625383297
4964,2016-10-16 07:13:53.140000+00:00,2016,3,0.2035744177092704,0.24564515184596653
4972,2016-10-16 14:24:40.080000+00:00,2016,5,0.6704440247571917,0.7125147588938867
4993,2016-10-17 10:06:47.530000+00:00,2016,4,0.38158333759941954,0.4508756602409075
5001,2016-10-17 16:00:43.660000+00:00,2016,8,0.4245996130652593,0.5211013697167447
5002,2016-10-17 16:00:43.770000+00:00,2016,8,0.4245996130652593,0.5211013697167447
5010,2016-10-18 02:43:54.520000+00:00,2016,5,0.9095309675655304,0.9464342775538852
5021,2016-10-18 11:31:45.390000+00:00,2016,5,0.5597320253301439,0.6441562549756339
5022,2016-10-18 11:36:45.510000+00:00,2016,4,0.28271130403996647,0.260347083567873
5047,2016-10-19 18:31:17.620000+00:00,2016,3,-0.0311976947667478,0.05678235317582565
5051,2016-10-19 23:43:18.720000+00:00,2016,1,0.3244476778683982,0.24501802772534564
5064,2016-10-20 14:39:59.580000+00:00,2016,7,0.6809774146154084,0.7230481487521034
5077,2016-10-22 04:48:33.270000+00:00,2016,4,0.6641882917561418,0.7249828874728992
5080,2016-10-22 11:09:08.020000+00:00,2016,1,0.3297613543669129,0.25033170422386036
5082,2016-10-22 12:44:08.250000+00:00,2016,4,0.3330394187569447,0.3143599607537665
5093,2016-10-23 02:44:26.860000+00:00,2016,3,0.1602203703972082,0.20229110453390434
5120,2016-10-25 06:58:38.840000+00:00,2016,1,1.11069888027438,1.1068289082012326
5124,2016-10-25 10:57:37.870000+00:00,2016,13,2.3206837810521765,2.360000496290875
5125,2016-10-25 10:58:47.250000+00:00,2016,3,0.6654837989879312,0.5860541488448787
5126,2016-10-25 10:59:12.170000+00:00,2016,2,0.14221170329903673,0.15075383380065097
5127,2016-10-25 11:00:30.390000+00:00,2016,7,0.7398465966146146,0.7745478058134803
5129,2016-10-25 17:57:48.690000+00:00,2016,2,-0.12206477302656846,-0.11352264252495423
5170,2016-10-28 09:17:26.850000+00:00,2016,3,-0.0121372175088323,0.05165157828079675
5200,2016-10-31 19:24:25.470000+00:00,2016,5,0.2259701598609265,0.26804089399762215
5202,2016-10-31 22:18:58.900000+00:00,2016,3,0.5075713841750573,0.43664670880517437
5203,2016-10-31 23:31:14.690000+00:00,2016,2,0.6306320771318632,0.6391742076334774
5204,2016-10-31 23:32:01.130000+00:00,2016,1,0.6010734305449323,0.5216437804018799
5223,2016-11-02 14:29:05.600000+00:00,2016,3,0.1603314847199677,0.20240221885666382
5225,2016-11-02 17:52:23.590000+00:00,2016,3,0.2678027495911412,0.3098734837278373
5228,2016-11-02 21:09:19.440000+00:00,2016,1,0.4739974529971862,0.3945678028541337
5231,2016-11-03 00:04:01.670000+00:00,2016,3,0.2568387331499513,0.35335264429623225
5242,2016-11-03 11:45:05.950000+00:00,2016,3,0.3573479873168479,0.45386189846312885
5244,2016-11-03 13:49:12.520000+00:00,2016,4,0.2837981335629075,0.36650956176066446
5246,2016-11-03 18:42:43+00:00,2016,7,0.3428581326969822,0.3775593418958478
5259,2016-11-04 11:32:27.340000+00:00,2016,1,0.3805196352529001,0.3010899851098476
5268,2016-11-05 21:29:28.560000+00:00,2016,4,1.263332333269641,1.2718744637712551
5281,2016-11-07 17:13:17.980000+00:00,2016,7,0.3823377532089991,0.5070640393845661
5292,2016-11-08 06:33:57.670000+00:00,2016,4,0.5318629219459308,0.5131834639427526
5318,2016-11-10 10:52:22.590000+00:00,2016,13,1.038987374361181,1.0737472537386978
5333,2016-11-11 17:43:22.320000+00:00,2016,2,0.24056020648658114,0.24910233698819534
5378,2016-11-15 03:15:23.420000+00:00,2016,2,0.33675131398444136,0.3676840921187427
5387,2016-11-15 15:00:59.900000+00:00,2016,1,0.1648578314415463,0.20692856557824243
5395,2016-11-16 03:37:14.400000+00:00,2016,6,0.9285915219636668,0.9669774936314471
5400,2016-11-16 10:48:31.540000+00:00,2016,8,1.0327343600956522,1.10202668273714
5404,2016-11-16 17:47:18.130000+00:00,2016,5,0.3965593373684353,0.49307324851471623
5410,2016-11-17 03:36:02.740000+00:00,2016,4,0.8904252676847559,0.8769840978342938
5412,2016-11-17 07:06:11.400000+00:00,2016,2,0.6721049566360715,0.6806470871376857
5413,2016-11-17 07:07:00.860000+00:00,2016,2,0.32282089013189796,0.3313630206335122
5415,2016-11-17 11:53:59.810000+00:00,2016,4,0.33836864974003567,0.3488096244399776
5420,2016-11-17 18:59:32.510000+00:00,2016,4,0.3476497050178472,0.328970247014669
5425,2016-11-18 08:54:42.880000+00:00,2016,7,0.7904573723325103,0.8628862472279133
5426,2016-11-18 08:54:42.980000+00:00,2016,7,0.7904573723325103,0.8628862472279133
5449,2016-11-19 19:54:08.720000+00:00,2016,3,0.3311725539626193,0.37324328809931495
5460,2016-11-21 16:55:39.130000+00:00,2016,9,0.6639744584843117,0.7640890645515637
5461,2016-11-21 16:55:44.800000+00:00,2016,5,0.7022917346344868,0.7802802700577007
5463,2016-11-21 16:56:27.660000+00:00,2016,9,0.6828061557728551,0.7623246130696748
5464,2016-11-21 17:00:43.860000+00:00,2016,2,0.0054058451413289965,0.013947975642943214
5465,2016-11-21 17:08:36.090000+00:00,2016,2,0.19935275925232965,0.20789488975394385
5466,2016-11-21 17:15:58.320000+00:00,2016,7,0.6162790778583598,0.685621312501415
5467,2016-11-21 17:16:33.830000+00:00,2016,2,0.18139693879110613,0.18993906929272036
5468,2016-11-21 17:17:17.520000+00:00,2016,2,0.1970328733909124,0.20557500389252661
5469,2016-11-21 17:20:22.360000+00:00,2016,11,1.063188207676486,1.1903239990382706
5470,2016-11-21 17:22:42.830000+00:00,2016,1,0.2629501368147413,0.18352048667168874
5471,2016-11-21 17:23:00.910000+00:00,2016,6,0.3828598076077243,0.4300743288791771
5473,2016-11-21 17:42:01.610000+00:00,2016,1,0.2535287283161493,0.17409907817309678
5474,2016-11-21 17:45:34.900000+00:00,2016,12,1.715963486921506,1.8003204533470363
5475,2016-11-21 17:49:36.470000+00:00,2016,2,0.35023325193840255,0.3217276077616952
5477,2016-11-21 18:01:59.370000+00:00,2016,4,0.3297139180289753,0.36809988969675556
5478,2016-11-21 18:43:02.410000+00:00,2016,12,1.4629234931597708,1.54858385916239
5480,2016-11-21 19:36:58.160000+00:00,2016,6,0.7000991977143445,0.7384851693821248
5481,2016-11-21 19:37:47.170000+00:00,2016,8,0.6676257818408053,0.7060117535085857
5483,2016-11-22 01:56:27.120000+00:00,2016,3,0.6287388437080763,0.7252527548543573
5512,2016-11-25 18:15:03.630000+00:00,2016,11,1.375251189858919,1.4130551603269117
5517,2016-11-26 09:45:49.690000+00:00,2016,9,0.9273427854793466,1.0029612907939438
5518,2016-11-26 09:57:26.440000+00:00,2016,4,0.33114431090687124,0.36953028257465154
5519,2016-11-26 12:20:50.590000+00:00,2016,2,0.3912895071785797,0.39133391075546325
5521,2016-11-26 16:09:57.950000+00:00,2016,4,0.0877942569666894,0.1301529807913483
5547,2016-11-29 10:07:03.430000+00:00,2016,3,0.5632495430647015,0.5979507522635672
5558,2016-12-01 08:12:06.450000+00:00,2016,7,0.8750947603408075,1.0043447582093499
5597,2016-12-05 19:52:05.750000+00:00,2016,5,0.4606648946347327,0.4953661038335983
5599,2016-12-05 23:20:17.680000+00:00,2016,1,0.7514466368578909,0.6720169867148384
5604,2016-12-06 15:55:11.050000+00:00,2016,2,0.28359982788506255,0.2921419583866768
5610,2016-12-07 02:59:46.540000+00:00,2016,8,1.3585434789861548,1.3886546451149702
5615,2016-12-08 01:24:44.880000+00:00,2016,3,0.6605337769524458,0.7026045110891408
5616,2016-12-08 01:34:35.530000+00:00,2016,5,0.7699593501819963,0.804660559380862
5617,2016-12-08 03:32:00.590000+00:00,2016,2,0.8662107532658002,0.8816263718286592
5619,2016-12-08 10:07:55.990000+00:00,2016,5,0.5933460992550843,0.6616914765805801
5621,2016-12-08 16:33:10.720000+00:00,2016,2,0.0880661040080273,0.09660823450964151
5623,2016-12-09 02:30:45.590000+00:00,2016,12,2.2722140313606456,2.31215138366299
5624,2016-12-09 02:32:36.680000+00:00,2016,4,0.7983503110989331,0.8639578712715064
5625,2016-12-09 02:34:35.350000+00:00,2016,7,1.0323278105385445,1.0743985446752395
5626,2016-12-09 03:37:16.960000+00:00,2016,3,0.5024891398775124,0.5371903490763781
5629,2016-12-10 01:37:20.110000+00:00,2016,5,0.775096601111799,0.8588708475227331
5631,2016-12-10 15:14:21.370000+00:00,2016,2,0.3610680455191472,0.3423885875159687
5645,2016-12-12 11:15:37+00:00,2016,1,0.0003166339450892,-0.07911301619796332
5651,2016-12-13 23:30:55.920000+00:00,2016,8,1.3622289328784876,1.3813293139102618
5653,2016-12-14 16:21:20.900000+00:00,2016,2,0.42325041151203024,0.4317925420136445
5668,2016-12-17 08:10:55.060000+00:00,2016,5,0.5088987409026209,0.5233054500897448
5669,2016-12-17 09:36:57.640000+00:00,2016,2,0.6516566105527203,0.6601987410543345
5670,2016-12-17 09:42:25.140000+00:00,2016,9,1.3905826868168123,1.432653420953508
5671,2016-12-17 20:55:28.210000+00:00,2016,3,0.259708060970514,0.3017787951072097
5674,2016-12-18 13:59:11.130000+00:00,2016,2,0.14639789318965435,0.15494002369126858
5681,2016-12-18 20:58:20.250000+00:00,2016,1,0.2791685420107794,0.19973889186772686
5686,2016-12-19 08:42:50.480000+00:00,2016,4,0.8011763090002293,0.8704686316417176
5687,2016-12-19 10:39:18.400000+00:00,2016,1,0.221144743238735,0.14171509309568248
5700,2016-12-21 03:29:19.640000+00:00,2016,1,0.2913824029109582,0.21195275276790565
5707,2016-12-22 13:01:06.610000+00:00,2016,4,0.5932488419155252,0.6625411645570132
5711,2016-12-24 04:13:58.370000+00:00,2016,4,0.4896513814806682,0.6000582133349057
5715,2016-12-24 21:29:09.200000+00:00,2016,9,2.7240667227943662,2.720196750721219
5716,2016-12-25 00:42:46.580000+00:00,2016,8,1.1892974851357456,1.2113793723078505
5721,2016-12-27 18:48:27.810000+00:00,2016,2,0.5188504099943142,0.5273925404959284
5722,2016-12-27 21:21:11.760000+00:00,2016,3,0.6303738335218796,0.7675231263951898
5746,2017-01-01 16:46:05.620000+00:00,2017,2,0.33795599325225734,0.34649812375387157
5759,2017-01-03 21:10:24.870000+00:00,2017,4,0.476046740308232,0.5069795184425333
5763,2017-01-04 14:50:48.080000+00:00,2017,2,0.28428608663858157,0.35357840928006956
5794,2017-01-06 20:47:15.750000+00:00,2017,11,1.5753243722818326,1.5413962125819627
5795,2017-01-06 20:48:32.860000+00:00,2017,2,0.2027350728697253,0.2112772033713395
5796,2017-01-06 20:48:57.300000+00:00,2017,4,0.8242600532211947,0.8331557285551682
5797,2017-01-06 20:57:31.190000+00:00,2017,11,1.5203671496118316,1.5624378837485273
5798,2017-01-06 21:00:03.810000+00:00,2017,3,0.5431433443686964,0.5655617061583341
5802,2017-01-07 04:17:53.230000+00:00,2017,6,1.2349472824448404,1.2500923421727754
5803,2017-01-07 05:30:21.990000+00:00,2017,2,0.24863601037873934,0.2571781408803535
5805,2017-01-07 10:47:50.700000+00:00,2017,6,0.7385306523986163,0.7576310334303902
5817,2017-01-09 11:15:24.430000+00:00,2017,2,0.39061966543052684,0.399161795932141
5818,2017-01-09 11:22:22.750000+00:00,2017,3,0.4844989627258893,0.5810128738721703
5823,2017-01-10 15:13:27.830000+00:00,2017,4,0.42566742417349984,0.4851335606414592
5827,2017-01-11 17:02:06.580000+00:00,2017,3,0.3127435254220971,0.23331387527904457
5841,2017-01-14 11:18:59.350000+00:00,2017,3,0.4733045491807754,0.46943457710762804
5842,2017-01-14 15:03:36.240000+00:00,2017,2,0.5588259574718756,0.5673680879734898
5848,2017-01-16 07:25:23.880000+00:00,2017,5,0.6057677452931989,0.7022816564394798
5850,2017-01-16 15:33:36.080000+00:00,2017,10,0.933297029663569,0.9707101565109143
5853,2017-01-17 06:32:40.260000+00:00,2017,5,0.6922137956832413,0.784577239061752
5855,2017-01-17 19:59:01.130000+00:00,2017,8,0.7254083544569275,0.7657066096925331
5862,2017-01-19 12:20:16.450000+00:00,2017,3,0.3809330179812578,0.47247214815966004
5863,2017-01-19 14:04:05.920000+00:00,2017,7,0.6589675097105412,0.6813858715001789
5865,2017-01-19 18:53:20.330000+00:00,2017,9,0.725472726988869,0.77389685313458
5878,2017-01-22 22:24:18.970000+00:00,2017,2,0.5218389356258798,0.530381066127494
5887,2017-01-24 06:07:14.390000+00:00,2017,3,0.7982857347579497,0.8403564688946454
5890,2017-01-24 21:46:54.310000+00:00,2017,6,0.7511395152312373,0.7807516235268293
5911,2017-01-28 21:48:18.830000+00:00,2017,11,1.3178456151345963,1.387790206779538
5912,2017-01-28 21:49:19.500000+00:00,2017,5,0.4434002256574889,0.48547095979418387
5913,2017-01-28 21:51:08.400000+00:00,2017,9,0.8161657503864583,0.8750051767335667
5914,2017-01-28 21:52:21.310000+00:00,2017,4,0.0742335884648547,0.14352591110634266
5919,2017-01-30 19:21:57.440000+00:00,2017,10,0.6533146645672053,0.6859926398645799
5921,2017-01-30 19:34:38.430000+00:00,2017,3,0.3444210857859155,0.44093499693219645
5923,2017-01-31 19:59:37.170000+00:00,2017,6,0.6486527673256721,0.7366689515472225
5930,2017-02-02 14:05:39.190000+00:00,2017,2,0.26890649423416524,0.2774486247357794
5932,2017-02-02 20:35:43.560000+00:00,2017,2,0.5313928695399304,0.5399350000415446
5933,2017-02-02 21:37:28.030000+00:00,2017,10,1.2391674105284785,1.2911432154576363
5941,2017-02-04 06:32:39.080000+00:00,2017,2,0.7765579462299437,0.7557451063924137
5973,2017-02-14 05:59:23.240000+00:00,2017,6,0.6519969142329006,0.7597363538019118
5989,2017-02-21 18:44:29.940000+00:00,2017,9,0.8823554336158108,0.9201594040838035
5997,2017-02-24 18:57:05.790000+00:00,2017,2,0.36211671951325686,0.3706588500148711
6002,2017-02-25 09:05:24.260000+00:00,2017,5,0.4363772660669216,0.4916058399339604
6009,2017-02-28 01:16:53.840000+00:00,2017,2,0.7567707243377516,0.7380912663345732
6011,2017-02-28 10:58:54.900000+00:00,2017,9,0.7063680931746144,0.7653723719105423
6033,2017-03-11 17:00:59.400000+00:00,2017,5,0.4245700373050918,0.4666407714417868
6035,2017-03-11 23:42:31.510000+00:00,2017,9,1.1137450806584055,1.1927131915858982
6036,2017-03-12 04:35:20.010000+00:00,2017,2,0.26637998610410935,0.35439617032565973
6038,2017-03-12 18:14:26.900000+00:00,2017,1,-0.059842553182813,-0.1392722033258655
6039,2017-03-12 21:44:48.240000+00:00,2017,2,0.7661719475999371,0.7474924895967583
6042,2017-03-13 11:48:10.130000+00:00,2017,1,0.3880846464677503,0.3086549963246978
6053,2017-03-16 09:09:11.880000+00:00,2017,5,0.666352623609922,0.7347690081175546
6064,2017-03-19 11:31:55.400000+00:00,2017,4,0.19353235925747544,0.2750752036264773
6067,2017-03-19 16:57:56.360000+00:00,2017,2,0.2417702449660408,0.250312375467655
6072,2017-03-20 19:08:11.940000+00:00,2017,1,0.220462288938839,0.14103263879578648
6078,2017-03-23 15:45:47.410000+00:00,2017,5,0.600419843377973,0.6219646306646113
6083,2017-03-25 14:37:02.120000+00:00,2017,4,0.46464774604282494,0.4459682880396465
6087,2017-03-25 21:48:54.640000+00:00,2017,6,0.7077392280069901,0.6922348964065619
6096,2017-03-28 05:21:13.290000+00:00,2017,3,0.8465175907034492,0.8675776625518435
6099,2017-03-28 13:14:03.130000+00:00,2017,9,0.853089114034046,0.8754920792282387
6123,2017-04-01 21:44:24.970000+00:00,2017,1,0.0864578564657305,0.007028206322677977
6125,2017-04-02 15:54:31.940000+00:00,2017,6,0.8578960711594901,0.9042180406960569
6128,2017-04-06 21:44:30.080000+00:00,2017,2,0.4348401190776823,0.3931903079695823
6179,2017-04-20 22:24:50.130000+00:00,2017,5,1.1198640987571822,1.1159941266840347
6186,2017-04-23 07:31:43.900000+00:00,2017,5,0.725585546287369,0.7676562804240648
6187,2017-04-23 10:16:13.200000+00:00,2017,10,0.9669189285864059,1.040230156315752
6188,2017-04-23 11:16:48.440000+00:00,2017,5,0.5140555014246126,0.5745003973220215
6189,2017-04-23 12:05:49.450000+00:00,2017,8,0.5837159013533654,0.6071693291047532
6190,2017-04-23 12:13:27.840000+00:00,2017,2,-0.0592272031176936,-0.05068507261607938
6191,2017-04-23 12:53:02.400000+00:00,2017,11,1.317474272488102,1.3595450066247976
6192,2017-04-23 13:14:04.260000+00:00,2017,1,0.253306189052533,0.3328246463493527
6193,2017-04-23 13:14:44.610000+00:00,2017,1,-0.2663180887636858,-0.16980417761740485
6194,2017-04-23 13:15:44.380000+00:00,2017,1,-0.1273393174531403,-0.030825406306859357
6195,2017-04-23 13:19:39.390000+00:00,2017,7,0.6902966989239783,0.7679320843140445
6196,2017-04-23 13:24:52.720000+00:00,2017,3,0.3401132182444817,0.2606835681014292
6197,2017-04-23 13:43:40.340000+00:00,2017,2,0.11682980304700825,0.12537193354862247
6198,2017-04-23 13:51:11.630000+00:00,2017,2,0.123201630132556,0.1317437606341702
6200,2017-04-23 14:01:19.950000+00:00,2017,1,-0.1967407285939075,-0.10022681744762656
6201,2017-04-23 14:05:26.400000+00:00,2017,3,0.2233048768177061,0.23011613116816293
6202,2017-04-23 14:07:40.910000+00:00,2017,2,0.03056749275047045,0.03910962325208466
6203,2017-04-23 14:23:10.840000+00:00,2017,1,0.1957065785149745,0.11627692837192198
6204,2017-04-23 14:31:04.940000+00:00,2017,1,-0.0262180401835938,0.07029587096268715
6205,2017-04-23 14:34:53.480000+00:00,2017,4,0.43733720409802057,0.490144069451809
6207,2017-04-23 15:28:23.440000+00:00,2017,5,0.6676588757836335,0.588229225640581
6208,2017-04-23 15:44:10.220000+00:00,2017,2,0.18587691407831625,0.19441904457993045
6210,2017-04-23 17:10:23.670000+00:00,2017,2,-0.06705175086119165,-0.05850962035957743
6213,2017-04-23 17:30:24.830000+00:00,2017,7,0.5259103408989054,0.5943545337747532
6216,2017-04-23 17:40:21.110000+00:00,2017,1,0.1532977610081616,0.07386811086510907
6217,2017-04-23 17:47:08.430000+00:00,2017,2,0.02197320936206945,0.03051533986368367
6218,2017-04-23 17:59:11.490000+00:00,2017,8,0.5996289496274871,0.6545559058075048
6219,2017-04-23 18:08:38.790000+00:00,2017,2,0.18623098607220284,0.19477311657381705
6220,2017-04-23 18:16:08.740000+00:00,2017,1,-0.2376391934250428,-0.14112528227876187
6221,2017-04-23 21:12:14.240000+00:00,2017,11,1.3722825002789782,1.3552309037078138
6222,2017-04-23 21:17:58.160000+00:00,2017,6,0.6604977089816435,0.7391134857641449
6223,2017-04-23 21:18:03.790000+00:00,2017,2,0.8058958182283718,0.8595793415842645
6225,2017-04-23 21:19:33.650000+00:00,2017,6,0.527656649068916,0.6109440565734047
6226,2017-04-23 21:20:19.460000+00:00,2017,8,0.8069278034848487,0.8477035751138491
6227,2017-04-23 21:22:50.430000+00:00,2017,7,0.7625744944431414,0.8808738675851465
6228,2017-04-23 21:26:11.770000+00:00,2017,4,0.5488294028838675,0.5797621810181688
6229,2017-04-23 21:28:57.170000+00:00,2017,2,0.359027236311352,0.36756936681296626
6231,2017-04-23 21:37:07.650000+00:00,2017,9,1.0344641477309495,1.0614679412467105
6232,2017-04-23 21:37:21.140000+00:00,2017,7,1.1911812031297455,1.1935328278143287
6233,2017-04-23 21:44:36.120000+00:00,2017,1,0.2864902037795054,0.20706055363645287
6234,2017-04-23 21:45:12.620000+00:00,2017,6,0.6597489851052556,0.7407025568860094
6235,2017-04-23 21:58:12.630000+00:00,2017,1,0.2126653430186651,0.1332356928756126
6236,2017-04-23 22:02:55.850000+00:00,2017,5,0.6005912840207335,0.6560104654072649
6238,2017-04-23 22:03:27.170000+00:00,2017,5,0.6759143282322224,0.7859789894679248
6239,2017-04-23 22:21:55.590000+00:00,2017,9,1.105988848061719,1.155667888231302
6240,2017-04-23 22:30:14.910000+00:00,2017,10,1.2128388644678538,1.313163222490772
6241,2017-04-23 23:13:05.370000+00:00,2017,2,0.3532936094966588,0.36183573999827295
6243,2017-04-24 00:02:09.350000+00:00,2017,4,0.5547868045396049,0.5727040247500274
6244,2017-04-24 00:16:51.430000+00:00,2017,7,1.0239365894332892,1.1269230475169385
6245,2017-04-24 00:27:53.240000+00:00,2017,5,0.9205773292454452,1.0155997981035232
6246,2017-04-24 00:52:44.210000+00:00,2017,5,0.7101696055308608,0.8032344786400116
6247,2017-04-24 03:01:44.040000+00:00,2017,2,0.7291066942751832,0.7376488247767974
6248,2017-04-24 03:02:08.410000+00:00,2017,7,0.8111741933887482,0.9524693998004035
6249,2017-04-24 03:06:27.920000+00:00,2017,3,0.3965101874355397,0.43858092157223466
6250,2017-04-24 03:40:34.700000+00:00,2017,2,1.221712600159278,1.1800627890511781
6252,2017-04-24 15:48:56.130000+00:00,2017,2,0.1802023540027013,0.22652432353926807
6261,2017-04-28 20:56:57.940000+00:00,2017,9,0.8209473124599254,0.9068883560418617
6262,2017-04-29 08:54:34.430000+00:00,2017,2,0.17281575653421527,0.18135788703582947
6264,2017-04-29 12:50:51.410000+00:00,2017,3,0.3860269206745033,0.3255452877189335
6266,2017-04-29 15:34:01.250000+00:00,2017,11,1.1327426368401632,1.1286995841606415
6268,2017-04-30 21:03:49.570000+00:00,2017,5,0.5832176286418145,0.6627360859386342
6271,2017-05-01 13:53:05.720000+00:00,2017,3,0.0772989212335877,0.15681737853040745
6272,2017-05-01 15:37:19.940000+00:00,2017,8,0.6177833179862373,0.6872219848080348
6282,2017-05-04 10:22:58.640000+00:00,2017,4,0.5371328760556592,0.6560374348346272
6284,2017-05-06 08:07:44.930000+00:00,2017,5,0.9121429887308166,0.9887030321914083
6285,2017-05-06 14:50:23.370000+00:00,2017,1,0.5602783546052641,0.48084870446221156
6289,2017-05-09 13:13:53.410000+00:00,2017,3,0.4847160208959051,0.5812299320421861
6293,2017-05-11 06:56:45.380000+00:00,2017,1,0.2368119903434884,0.1573823402004359
6299,2017-05-13 09:30:29.330000+00:00,2017,11,1.2469478927601303,1.303520683564334
6305,2017-05-15 00:27:00.460000+00:00,2017,2,0.7069482891889599,0.7069926927658435
6330,2017-05-22 04:06:57.060000+00:00,2017,2,0.5000951794309554,0.5693875020724437
6333,2017-05-24 23:38:17.680000+00:00,2017,2,0.3349865187753959,0.3435286492770101
6335,2017-05-25 06:32:12.570000+00:00,2017,9,1.3442900261936734,1.3960625654107641
6355,2017-06-01 10:27:56.370000+00:00,2017,3,0.6250687335947409,0.7045871908915606
6359,2017-06-02 17:44:40.390000+00:00,2017,2,0.4647671093997311,0.4733092399013453
6360,2017-06-02 17:45:41.030000+00:00,2017,2,0.5343130223388749,0.5428551528404891
6361,2017-06-02 19:36:10.630000+00:00,2017,2,0.44714054404663506,0.4556826745482493
6372,2017-06-08 13:51:06.130000+00:00,2017,2,0.29934779316468035,0.3078899236662946
6375,2017-06-09 14:34:02.850000+00:00,2017,2,0.839903115202005,0.8212236571988263
6377,2017-06-09 20:41:37.210000+00:00,2017,2,0.0009860395962651997,0.009528170097879415
6378,2017-06-10 13:46:12.830000+00:00,2017,3,0.1973191291783544,0.11788947903530188
6391,2017-06-14 03:28:51.950000+00:00,2017,9,0.9637945461228888,0.9941185642571935
6392,2017-06-14 09:24:05.280000+00:00,2017,9,0.6742569846653255,0.7255982468720239
6394,2017-06-15 03:24:43.120000+00:00,2017,5,0.6803287623840919,0.837207348921075
6413,2017-06-23 15:51:39.400000+00:00,2017,3,0.0378728918037152,0.13438680294999616
6415,2017-06-24 14:33:58.340000+00:00,2017,2,-0.17331802123130075,-0.1345935530343355
6420,2017-06-25 04:07:18.640000+00:00,2017,3,0.3120602779877359,0.23263062784468336
6445,2017-07-01 21:03:05.500000+00:00,2017,3,0.5189499076532451,0.5272661119173874
6465,2017-07-09 21:18:16.880000+00:00,2017,2,0.4260443484360091,0.4217858647730271
6474,2017-07-15 19:33:30.720000+00:00,2017,8,0.3085555307089493,0.43951146374996025
6495,2017-07-22 17:54:22.200000+00:00,2017,1,-0.1198040216282687,-0.19923367177132123
6503,2017-07-25 22:29:22.720000+00:00,2017,3,0.6512208992333164,0.7307393565301361
6535,2017-08-10 08:35:32.370000+00:00,2017,6,0.5017331686516948,0.5063082339004188
6539,2017-08-12 19:00:56.340000+00:00,2017,5,0.5750917609726827,0.6171624951093777
6541,2017-08-13 02:14:19.480000+00:00,2017,8,0.6695354903910431,0.7548324529842956
6546,2017-08-16 06:44:10.210000+00:00,2017,5,0.6905404424179806,0.7870543535642616
6547,2017-08-16 06:47:35.350000+00:00,2017,3,0.8697951027988602,0.7903654526558077
6551,2017-08-18 09:18:02.480000+00:00,2017,4,0.32042486705775,0.38920547037879516
6552,2017-08-18 18:56:17.420000+00:00,2017,2,-0.0696490136080576,-0.06110688310644339
6553,2017-08-18 20:21:36.330000+00:00,2017,10,1.0093011385762445,1.0492384908785886
6556,2017-08-19 07:58:00.110000+00:00,2017,1,0.4705892633546951,0.39115961321164255
