event_idx,event_time,year,ml_invariant,ml_epoch,ml_epoch_cons
62,2010-07-30 07:53:18.520000+00:00,2010,0.8479728968402145,0.6655690408848629,0.6106281235374866
63,2010-08-02 05:59:43.150000+00:00,2010,1.1222332364714511,0.7373391033121113,0.7271530866494245
64,2010-08-02 19:26:50.760000+00:00,2010,0.8679328594972444,0.9228524332490065,0.8272670470489993
65,2010-08-04 02:00:15.770000+00:00,2010,0.45899090335785725,0.39331842507561665,0.41696703893767895
66,2010-08-04 02:56:51.520000+00:00,2010,0.5936402277736788,0.2087460946143389,0.1985600779516521
67,2010-08-15 12:23:28.180000+00:00,2010,0.6550132734407623,0.5967841180768243,0.6129894090205841
68,2010-08-17 05:20:51.680000+00:00,2010,0.823924875934837,0.6558591119489219,0.8194865438779095
69,2010-08-20 03:41:20.030000+00:00,2010,0.37631451740933913,0.31064203912709853,0.33429065298916083
70,2010-08-23 06:00:41.780000+00:00,2010,0.7839846268608367,0.8206547825055784,0.7807829391447729
71,2010-08-23 06:13:25.710000+00:00,2010,0.8588067191339908,0.8596801364681204,0.8166614470827427
72,2010-08-31 14:40:58.300000+00:00,2010,0.5690195258395777,0.569241497046971,0.5643383785205109
73,2010-09-03 08:55:47.840000+00:00,2010,1.3221982088675839,1.395316548949674,1.320475980754523
74,2010-09-06 06:58:02.040000+00:00,2010,0.9869081242868515,0.895571827901699,0.9072987275034223
75,2010-09-17 05:38:22.340000+00:00,2010,0.8322991635797765,0.7666266852975359,0.7902752991595982
76,2010-09-17 09:26:48.900000+00:00,2010,1.1629508610320536,1.0678396698315251,1.1582697137129867
77,2010-09-17 12:31:44.140000+00:00,2010,1.0970024411193302,1.0495287291674176,1.0939221610343361
78,2010-09-18 21:33:55.370000+00:00,2010,0.3629848796876185,0.19491911570170334,0.35854654763069105
79,2010-09-19 19:14:23.020000+00:00,2010,1.5255697605221208,1.5257917317295142,1.5208886132030541
80,2010-09-20 03:12:27.110000+00:00,2010,0.8969138663344854,0.7172442076679267,0.6750704255201139
81,2010-09-25 20:48:10.160000+00:00,2010,1.3962348865029843,1.432905042147726,1.3930331987869207
82,2010-10-11 03:09:14.770000+00:00,2010,0.7135929795098651,0.7487890031634763,0.6729271670616201
83,2010-10-11 14:00:35.290000+00:00,2010,0.4882865057107436,0.5250073131321776,0.4086771089273144
84,2010-10-16 03:03:19.600000+00:00,2010,0.5119104711796622,0.5486312786010962,0.43230107439623294
85,2010-10-25 18:41:40.480000+00:00,2010,0.7575322901011374,0.6918598118188968,0.7155084256809591
86,2010-11-01 03:38:32.280000+00:00,2010,0.4817591017302647,0.3971254015872463,0.47732076967333725
87,2010-11-01 17:53:30.440000+00:00,2010,0.6629710251138186,0.663192996321212,0.6582898777947519
88,2010-11-02 05:40:41.620000+00:00,2010,1.5566289124492954,1.2244794285653273,1.2142934119026405
89,2010-11-04 03:02:49.550000+00:00,2010,0.8950841692875124,0.7863648351550085,0.7231067247212336
90,2010-11-15 05:33:54.980000+00:00,2010,0.8003249816962935,0.8656593893999267,0.7908188212047756
92,2010-11-18 05:33:54.590000+00:00,2010,0.9991326683400332,0.9146801874834811,0.9958652988225611
93,2010-11-18 10:05:43.540000+00:00,2010,1.136828881095529,1.0876948815995664,1.135106652982468
94,2010-11-21 23:08:56.760000+00:00,2010,0.4083908090303013,0.4451116164517353,0.3287814122468721
95,2010-11-25 14:14:04.010000+00:00,2010,0.857876240350214,0.7759314739631713,0.8547959602652199
96,2010-11-25 16:55:42.620000+00:00,2010,0.5858342673562957,0.5849950696291069,0.583737860378279
97,2010-11-28 07:36:09.200000+00:00,2010,0.4532625229965,0.45242332526931106,0.4511661160184833
98,2010-12-05 19:48:18.350000+00:00,2010,0.7143511609636773,0.6298986801071254,0.7110837914462053
99,2010-12-05 19:52:48.770000+00:00,2010,0.3804594338302579,0.39840023867738045,0.33960653194953494
100,2010-12-10 19:26:01.460000+00:00,2010,0.7688432591176977,0.7096274216781427,0.7655758896002256
101,2010-12-13 14:09:37.350000+00:00,2010,0.911366464119739,0.8369090643428616,0.9080990946022669
102,2010-12-13 15:21:42.490000+00:00,2010,0.5523958904978401,0.5132287987350141,0.549315610412846
103,2010-12-13 15:26:31.720000+00:00,2010,1.083365633320443,1.0706025852493877,1.081456315774904
104,2010-12-15 02:36:23.390000+00:00,2010,0.7758691993344173,0.7750300016072285,0.7737727923564006
105,2010-12-17 06:38:29.920000+00:00,2010,0.5593145285980767,0.5962541606220202,0.55721812162006
106,2010-12-19 06:35:58.090000+00:00,2010,0.41007951099596107,0.4462190821734117,0.4081701934504223
107,2010-12-19 12:53:04.830000+00:00,2010,0.03867745874753849,0.07079572374754489,-0.004044844447606102
108,2010-12-20 06:54:47.340000+00:00,2010,0.8957012712701723,0.9688196113522625,0.8939790431571114
109,2010-12-21 02:46:13.320000+00:00,2010,0.9733199051344112,0.9720391003749151,0.9339902116519256
110,2010-12-21 21:28:55.570000+00:00,2010,0.7055136852393294,0.7422344926607635,0.6259042884559003
111,2010-12-22 11:50:48.660000+00:00,2010,0.6151759826752475,0.6518967900966816,0.5355665858918184
112,2010-12-25 07:47:17.010000+00:00,2010,1.1295170893871833,1.1286778916599944,1.1274206824091666
113,2011-01-06 16:31:38.920000+00:00,2011,0.4719094505879643,0.39243391526321647,0.4686420810704922
114,2011-01-06 16:51:18.370000+00:00,2011,0.3297640763131142,0.3998807584643198,0.32532574425618677
115,2011-01-08 16:39:35.050000+00:00,2011,0.5307716381188087,0.46741292799371403,0.45116224133537947
116,2011-01-13 02:59:41.640000+00:00,2011,0.5830604233987722,0.5173879451165316,0.5410365589785939
117,2011-01-13 23:41:07.960000+00:00,2011,0.530415937835294,0.5295767401081051,0.5283195308572772
118,2011-01-19 18:32:32.650000+00:00,2011,0.7484637109956849,0.684058112944606,0.7064398465755066
119,2011-01-20 12:01:15.730000+00:00,2011,0.23615372889309102,0.27229330007054164,0.23424441134755225
120,2011-01-27 13:00:29.110000+00:00,2011,0.7002796378486147,0.6994404401214258,0.698183230870598
121,2011-02-02 22:20:06.790000+00:00,2011,0.3611314221139814,0.2772095257247206,0.35657168242598436
122,2011-02-06 09:48:19.040000+00:00,2011,0.3404555619656037,0.2747830836833632,0.2984316975454254
123,2011-02-20 22:46:27.380000+00:00,2011,1.036041172213336,0.9515886913567841,1.006929733258915
124,2011-02-22 18:00:38.460000+00:00,2011,0.6856124797491585,0.541776726960425,0.6835160727711418
125,2011-02-22 22:41:38.340000+00:00,2011,0.8843302769219217,0.8834910791947328,0.882233869943905
126,2011-02-23 07:52:43.930000+00:00,2011,1.3616408054876539,1.3384501667143638,1.359731487942115
127,2011-02-23 14:38:04.250000+00:00,2011,0.33053292263909767,0.36667249381654826,0.32862360509355887
128,2011-02-24 11:36:24+00:00,2011,1.793174391226783,1.7923351934995941,1.7910779842487663
129,2011-02-24 11:47:54.720000+00:00,2011,0.6383519321628424,0.5836061453646741,0.6339136001059149
130,2011-02-24 21:55:15.910000+00:00,2011,0.545152457568165,0.5812920287456157,0.5432431400226263
131,2011-03-02 03:42:39.890000+00:00,2011,0.9363454786153704,0.7881120111047166,0.7598105400766487
132,2011-03-03 05:43:10.630000+00:00,2011,1.8614772607458716,1.8575972918274686,1.8595679432003327
133,2011-03-05 03:55:19.280000+00:00,2011,0.4129164332871657,0.3472439550049251,0.3708925688669874
134,2011-03-08 01:50:17.180000+00:00,2011,1.7806645761182982,1.7808865473256914,1.7759834287992313
135,2011-03-11 13:10:31.620000+00:00,2011,0.2537188892724208,0.1692664084158688,0.2504515197549488
136,2011-03-12 11:33:59.880000+00:00,2011,0.6583747288968373,0.6580661156369395,0.6549859517482955
137,2011-03-12 11:45:02.120000+00:00,2011,0.6045930505007446,0.6042844372408469,0.601204273352203
138,2011-03-12 12:46:16.160000+00:00,2011,1.1116939034720135,0.9701578080394668,1.107255571415086
139,2011-03-12 12:58:36.390000+00:00,2011,1.0385214738113926,0.8704557098254775,1.0340831417544651
140,2011-03-13 07:30:25.410000+00:00,2011,1.253199101246258,1.2534210724536514,1.2485179539271913
141,2011-03-14 19:11:00.610000+00:00,2011,0.36165982162032134,0.29598734333808074,0.31963595720014304
142,2011-03-22 08:06:07.530000+00:00,2011,0.9744538513176804,0.9087813730354398,0.932429986897502
143,2011-03-30 18:31:47.270000+00:00,2011,0.4288846082481379,0.46555476389287964,0.42568292053207407
144,2011-03-31 05:17:34.840000+00:00,2011,1.7091731018367355,1.6252512054474746,1.7046133621487383
145,2011-04-01 03:12:19.720000+00:00,2011,0.842781183796013,0.879501991217447,0.7631717870125838
146,2011-04-03 12:33:47.990000+00:00,2011,0.110678713090591,0.1468182842680416,0.10876939554505222
147,2011-04-08 05:29:39.740000+00:00,2011,0.6711834663689867,0.7079042737904208,0.5915740695855576
148,2011-04-12 21:44:06.310000+00:00,2011,0.7717176277071511,0.7060451494249107,0.7296937632869729
149,2011-04-13 08:20:50.150000+00:00,2011,1.1134685460222735,0.9791965656570545,0.9159384552232794
150,2011-04-16 12:42:48.300000+00:00,2011,0.5744173369860954,0.5087448587038548,0.5323934725659171
151,2011-04-29 08:30:09.140000+00:00,2011,0.3221804074990183,0.3589012149204523,0.24257101071558906
152,2011-05-03 02:49:02.700000+00:00,2011,0.9692023679332257,0.969424339140619,0.9645212206141589
153,2011-05-04 12:26:46.470000+00:00,2011,0.692052713147278,0.6263802348650374,0.6500288487270997
154,2011-05-04 12:38:33.990000+00:00,2011,0.7179487012628254,0.5498829372769103,0.7135103692058979
155,2011-05-04 16:12:09.680000+00:00,2011,0.9340041031924963,0.970674258837238,0.9308024154764325
156,2011-05-04 18:08:19.270000+00:00,2011,0.6596585592125803,0.4915927952266652,0.6552202271556529
157,2011-05-12 16:34:03.790000+00:00,2011,-0.11613195516933154,-0.11697115289652046,-0.11822836214734825
158,2011-05-14 19:16:28.280000+00:00,2011,0.7093665598021386,0.6436940815198982,0.6673426953819603
159,2011-05-19 16:54:45.420000+00:00,2011,0.38451813959631165,0.3842095263364139,0.38112936244776996
160,2011-05-20 03:16:05.710000+00:00,2011,0.533033091030474,0.5404505875946388,0.4782674905827132
161,2011-05-21 03:20:33.880000+00:00,2011,0.37877126774060144,0.3397516959393189,0.37433293568367404
162,2011-05-22 02:44:46.810000+00:00,2011,0.4196718677878747,0.4563926752093087,0.3400624710044455
163,2011-05-24 03:08:52.600000+00:00,2011,0.7153749156467202,0.7515144868241709,0.7134655981011815
164,2011-05-28 04:40:41.240000+00:00,2011,1.1291402720515542,0.9610745080656391,1.1247019399946268
165,2011-05-29 06:03:05.730000+00:00,2011,1.1336673819465253,0.9903395293547036,1.0434789689750568
166,2011-05-29 08:07:22.350000+00:00,2011,1.1900204721380396,1.0400483397826688,1.1855821400811122
167,2011-05-30 03:54:45.450000+00:00,2011,0.5099428627943292,0.5648624365460913,0.4692770503460842
168,2011-06-02 15:46:00.090000+00:00,2011,0.6323810084265762,0.6056469420287057,0.6293007283415821
169,2011-06-02 21:32:13.160000+00:00,2011,0.8176526707483315,0.8361240600627451,0.7755073986970835
170,2011-06-04 03:12:21+00:00,2011,0.5869761082822493,0.4189103442963342,0.5825377762253219
171,2011-06-06 21:53:52.170000+00:00,2011,0.680295368945044,0.7534137090271342,0.6785731408319832
172,2011-06-07 03:00:57.260000+00:00,2011,1.0177939525785735,0.9777903222831933,0.9381845557951443
173,2011-06-10 13:39:24.470000+00:00,2011,0.05228528343857548,0.08842485461602609,0.050375965893036695
174,2011-06-11 15:05:28.360000+00:00,2011,0.5503170534380294,0.6234353935201196,0.5430684740748717
175,2011-06-14 03:00:21.990000+00:00,2011,0.8167505080022034,0.8526019532458962,0.7746052359509554
176,2011-06-20 03:33:25.480000+00:00,2011,0.28257926006410666,0.324153656035451,0.24931308784029999
177,2011-06-22 03:11:21.780000+00:00,2011,0.6030848253520615,0.5374123470698209,0.5610609609318832
178,2011-06-23 20:12:06.090000+00:00,2011,0.7876306023745647,0.7031781215180127,0.7843632328570926
179,2011-06-29 03:10:25.230000+00:00,2011,0.6979012645405217,0.6134487836839697,0.6946338950230496
180,2011-07-05 03:00:58.900000+00:00,2011,1.3670186274877318,1.366710014227834,1.3636298503391902
181,2011-07-07 07:51:19.300000+00:00,2011,0.8468350938222121,0.8615743306329766,0.767225697038783
183,2011-07-14 02:53:40.080000+00:00,2011,0.5662051418286631,0.5658965285687653,0.5628163646801213
184,2011-07-14 03:07:11.730000+00:00,2011,1.1532728840640036,1.1529642708041061,1.149884106915462
185,2011-07-14 07:44:06.280000+00:00,2011,1.082785469162737,0.8063055205901094,0.8830262282232598
186,2011-07-26 02:56:36.280000+00:00,2011,1.112844236593533,1.112005038866344,1.1096590364754295
187,2011-08-02 13:23:43.510000+00:00,2011,0.020484445878383988,-0.04518803240385658,-0.021539418541794343
188,2011-08-04 00:56:46.510000+00:00,2011,0.5385098964027716,0.5752307038242056,0.4589004996193424
189,2011-08-10 04:27:45.760000+00:00,2011,1.6299698814970118,1.6301918527044053,1.6252887341779452
190,2011-08-22 15:24:56.040000+00:00,2011,0.028644416081017594,0.06536522350245161,-0.050964980702411636
191,2011-08-23 11:59:06.840000+00:00,2011,0.808416231367615,0.7030651444474738,0.8037350840485482
192,2011-08-25 02:11:07.810000+00:00,2011,0.6301426960611054,0.5644702177788647,0.588118831640927
193,2011-08-25 05:17:10.380000+00:00,2011,0.8937273967219521,0.8280549184397117,0.8517035323017739
194,2011-08-28 10:40:08.760000+00:00,2011,0.18579172219382858,0.2091780083237526,0.1343374401286016
195,2011-08-30 03:35:35.290000+00:00,2011,0.5151850503294573,0.5154070215368507,0.5105039030103906
196,2011-09-06 09:53:39.450000+00:00,2011,0.9335506172470711,0.9702714246685051,0.9208422229521113
197,2011-09-08 18:00:18.630000+00:00,2011,0.049155881511696156,0.048316683784507236,0.04705947453367946
198,2011-09-09 03:37:36.710000+00:00,2011,0.9499186973844875,0.9604086127907733,0.9092528849362425
199,2011-09-09 20:12:58.390000+00:00,2011,0.48073994800431036,0.47989675029806544,0.4775382602882466
200,2011-09-11 17:57:56.070000+00:00,2011,0.3909041860793456,0.346685691987189,0.3864658540224182
201,2011-09-13 12:10:41.170000+00:00,2011,0.27161206012576966,0.248350023982744,0.2683446906082976
202,2011-09-15 07:15:27.760000+00:00,2011,0.91362546443606,0.6685134061886748,0.658327389525988
203,2011-09-16 03:11:47.070000+00:00,2011,1.6147435750089807,1.5405093753127843,1.5356062567863242
204,2011-10-01 03:16:55.970000+00:00,2011,0.7888904069041996,0.719635853634349,0.7092810101207705
205,2011-10-09 07:24:25.490000+00:00,2011,0.20839525726064906,0.24453482843809965,0.20648593971511026
206,2011-10-10 03:04:55.520000+00:00,2011,0.6912743952584846,0.5232086312725694,0.6868360632015571
207,2011-10-10 07:08:28.240000+00:00,2011,0.611367049920808,0.526914569064256,0.608099680403336
208,2011-10-19 02:55:40.510000+00:00,2011,1.1739089109664342,1.0567620787273113,1.01830980529865
209,2011-10-29 05:25:17.660000+00:00,2011,2.169899980042204,2.1701219512495973,2.165218832723137
210,2011-10-30 08:45:31.780000+00:00,2011,0.4258099998925559,0.3601375216103153,0.3837861354723776
211,2011-11-02 10:00:04+00:00,2011,0.3613649791086071,0.19329921512269194,0.35692664705167965
212,2011-11-07 18:56:14.980000+00:00,2011,0.7676396561440013,0.7207023788858244,0.7254943840927534
214,2011-11-13 06:32:13.470000+00:00,2011,0.6287683962961768,0.6472397856105905,0.6022831750535573
215,2011-11-19 16:44:12.620000+00:00,2011,0.6914935876725766,0.7646119277546668,0.6897713595595157
216,2011-11-24 06:08:57.980000+00:00,2011,0.905151447828324,0.7972563520436942,0.701670965843687
217,2011-11-29 09:36:52.400000+00:00,2011,0.5825498197720402,0.5827717909794337,0.5778686724529736
218,2011-11-30 16:53:13.020000+00:00,2011,0.3261741923729526,0.284753409208482,0.28349619995765424
219,2011-12-01 06:34:20.960000+00:00,2011,0.8258309260969751,0.8625517335184091,0.7462215293135459
220,2011-12-01 15:59:50.860000+00:00,2011,0.5881853286396581,0.4593358400232119,0.5837469965827307
221,2011-12-02 02:52:12.020000+00:00,2011,1.1931232525887696,0.9670110465276369,0.9557784792860416
223,2011-12-07 17:58:05.810000+00:00,2011,0.6564110241203516,0.6158720570392041,0.6531436546028795
224,2011-12-19 10:33:15.300000+00:00,2011,0.7669090598466006,0.6829871634573397,0.7623493201586035
225,2011-12-20 10:23:54.630000+00:00,2011,0.5807047869057123,0.5150323086234716,0.5386809224855339
226,2011-12-21 06:55:22.740000+00:00,2011,1.0140076415455699,0.9697418400237713,0.9404011834698578
227,2011-12-21 12:34:19.320000+00:00,2011,1.1270989270719554,0.9590331630860401,1.122660595015028
228,2011-12-24 01:29:35.340000+00:00,2011,1.283560044914677,1.31433350088286,1.281837816801616
229,2011-12-24 03:12:31.660000+00:00,2011,1.8041293687389826,1.8748730930201456,1.8024071406259217
230,2011-12-27 06:54:14.520000+00:00,2011,2.0246433096879044,2.0153091769439513,2.02156302960291
231,2011-12-30 03:20:14.560000+00:00,2011,0.7671325108535383,0.7002622825322443,0.6361586655809142
232,2011-12-30 13:34:56.270000+00:00,2011,0.6263346539755734,0.5418371153869564,0.621896321918646
233,2011-12-31 07:15:36.940000+00:00,2011,0.8896674831410155,0.8782408555330763,0.8100580863575864
234,2012-01-05 03:10:10.630000+00:00,2012,1.1353185092786817,1.1350098960187842,1.13192973213014
235,2012-01-07 23:22:05.500000+00:00,2012,2.2365070089197023,2.235667811192513,2.2344106019416854
236,2012-01-14 09:35:07.140000+00:00,2012,0.43574704409330234,0.3700745658110618,0.3937231796731241
237,2012-01-20 20:53:12.500000+00:00,2012,0.8154790126135236,0.7298858938753756,0.7785479483905311
238,2012-01-24 02:08:16.640000+00:00,2012,1.771718057265581,1.7901894465799946,1.7295727852143328
239,2012-01-24 05:14:23.420000+00:00,2012,1.150445492304452,1.1689168816188658,1.108300220253204
240,2012-01-26 08:31:14.140000+00:00,2012,0.8262760077930649,0.7718455158678691,0.8230086382755928
241,2012-02-06 17:36:51.210000+00:00,2012,0.7758007516127781,0.7101282733305376,0.7337768871925998
242,2012-02-10 02:58:40.120000+00:00,2012,1.395348937256692,1.4238080170633527,1.3546831248084472
243,2012-02-10 08:40:44.390000+00:00,2012,0.6723795832833337,0.6067071050010933,0.6303557188631554
244,2012-02-18 06:29:01.870000+00:00,2012,0.8590825020201112,0.8725835651640199,0.8558808143040473
245,2012-02-18 08:27:15.740000+00:00,2012,0.9033167793545887,0.7292301164856356,0.6659720060518607
246,2012-02-21 03:11:18.440000+00:00,2012,0.7061615736490408,0.550273677110416,0.5077603846814971
247,2012-02-23 22:36:12.110000+00:00,2012,1.0088469875335373,0.968877634965789,1.005766707448543
248,2012-03-11 03:29:53.680000+00:00,2012,0.554783355885402,0.6279016959674921,0.5530611277723411
249,2012-03-12 01:14:57.790000+00:00,2012,0.9127909388644859,0.9859092789465761,0.911068710751425
250,2012-03-12 17:30:02.490000+00:00,2012,1.7792970316368404,1.807427401376719,1.7675555580159137
251,2012-03-15 16:48:45.500000+00:00,2012,0.6295018998720099,0.6302102854209295,0.6250635678150824
252,2012-03-18 19:34:08.030000+00:00,2012,0.11818640721005594,0.052513928927815375,0.07616254278987761
253,2012-03-20 02:41:51.210000+00:00,2012,0.4583697830980358,0.4358292318113508,0.3747362774193994
254,2012-03-21 11:41:57.940000+00:00,2012,0.8050731072231653,0.8417939146445993,0.7254637104397361
255,2012-03-22 02:44:06.850000+00:00,2012,1.0436336258452217,0.8755678618593066,0.8223373595591905
256,2012-03-24 11:06:54.540000+00:00,2012,0.6641949000951486,0.4961291361092335,0.6349319006510956
257,2012-03-28 03:24:10.960000+00:00,2012,0.5896638137005947,0.5239913354183542,0.5476399492804164
258,2012-03-28 11:32:30.610000+00:00,2012,0.9308762411740144,0.8652037628917739,0.8888523767538361
259,2012-03-29 06:03:58.680000+00:00,2012,0.6844231408349453,0.7271013870997365,0.6797419935158786
260,2012-04-02 11:29:22.430000+00:00,2012,0.818419621509779,0.7527471432275386,0.7763957570896007
261,2012-04-06 03:06:48.390000+00:00,2012,0.4667677845995766,0.38470979292671814,0.46350041508210454
262,2012-04-09 17:56:56.110000+00:00,2012,0.9560842505977033,0.9922238217751539,0.9541749330521645
263,2012-04-09 18:40:10.960000+00:00,2012,0.4936657281159345,0.42799324983369397,0.4516418636957562
264,2012-04-10 21:05:29.880000+00:00,2012,0.5220321880836113,0.5587529955050453,0.4424227913001821
265,2012-04-13 03:32:09.770000+00:00,2012,0.7963178244294886,0.6282520604435735,0.6049068019787539
266,2012-04-13 03:36:42.140000+00:00,2012,0.8575111311942651,0.7820562045890841,0.7395429121601651
267,2012-04-15 03:19:46.900000+00:00,2012,0.6862896095091031,0.6843098065701139,0.6818512774521757
268,2012-04-18 04:34:34.450000+00:00,2012,0.6501927225264685,0.6863322937039192,0.6482834049809298
269,2012-04-21 08:58:37.550000+00:00,2012,0.5183361926272583,0.5174969949000694,0.5162397856492416
270,2012-04-27 22:38:53.020000+00:00,2012,1.2726301757497445,1.1881776948931926,1.2443879056053118
271,2012-04-28 05:20:41.050000+00:00,2012,1.001861006333454,0.7253810577608265,0.8021017653939769
272,2012-05-01 15:29:28.410000+00:00,2012,0.25532106807632404,-0.021158880496303475,0.055561827136846986
273,2012-05-02 17:13:08.580000+00:00,2012,0.4189205730879032,0.2260539076446388,0.22033229468788149
