event_idx,event_time,year,ml_nb09,ml_kigam
75,2010-09-17 05:38:22.340000+00:00,2010,0.8320336853418305,0.680228430934515
76,2010-09-17 09:26:48.900000+00:00,2010,1.1628363888179833,1.056333439053036
77,2010-09-17 12:31:44.140000+00:00,2010,1.0970011730132985,1.0129766903220148
78,2010-09-18 21:33:55.370000+00:00,2010,0.3629403125327435,0.19534584576094008
79,2010-09-19 19:14:23.020000+00:00,2010,1.5254552883080508,1.4309838133987438
80,2010-09-20 03:12:27.110000+00:00,2010,0.8968328888141003,0.7185446611475483
81,2010-09-25 20:48:10.160000+00:00,2010,1.396198665867355,1.3487356791073197
82,2010-10-11 03:09:14.770000+00:00,2010,0.7133708003207624,0.6147734246054517
83,2010-10-11 14:00:35.290000+00:00,2010,0.48780011638972665,0.35178407434689907
84,2010-10-16 03:03:19.600000+00:00,2010,0.5114240818586452,0.3978135110612531
85,2010-10-25 18:41:40.480000+00:00,2010,0.7572668118631914,0.6054615574558759
86,2010-11-01 03:38:32.280000+00:00,2010,0.4817145345753897,0.3235945938372039
87,2010-11-01 17:53:30.440000+00:00,2010,0.6628565528997484,0.5683850779904415
88,2010-11-02 05:40:41.620000+00:00,2010,1.5565843452944204,1.388989878522617
89,2010-11-04 03:02:49.550000+00:00,2010,0.8948186910495666,0.743013436642251
90,2010-11-15 05:33:54.980000+00:00,2010,0.7998385923752765,0.7921285816498843
92,2010-11-18 05:33:54.590000+00:00,2010,0.9991560350602183,0.9149020361431954
93,2010-11-18 10:05:43.540000+00:00,2010,1.1368709120383402,1.087711848859758
94,2010-11-21 23:08:56.760000+00:00,2010,0.40790441970928426,0.2718883776664567
95,2010-11-25 14:14:04.010000+00:00,2010,0.8578749722441823,0.7738504895528988
96,2010-11-25 16:55:42.620000+00:00,2010,0.5859255679515409,0.5850120368892985
97,2010-11-28 07:36:09.200000+00:00,2010,0.45335382359174514,0.45244029252950263
98,2010-12-05 19:48:18.350000+00:00,2010,0.7143745276838624,0.6301205287668395
99,2010-12-05 19:52:48.770000+00:00,2010,0.380261889467372,0.311797102914837
100,2010-12-10 19:26:01.460000+00:00,2010,0.7688666258378829,0.6846126269208599
101,2010-12-13 14:09:37.350000+00:00,2010,0.9113898308399241,0.8271358319229012
102,2010-12-13 15:21:42.490000+00:00,2010,0.5523946223918084,0.4764718784900888
103,2010-12-13 15:26:31.720000+00:00,2010,1.0834322990894711,1.0340505464039849
104,2010-12-15 02:36:23.390000+00:00,2010,0.7759604999296625,0.7621804452554042
105,2010-12-17 06:38:29.920000+00:00,2010,0.5594058291933219,0.5584922981310795
106,2010-12-19 06:35:58.090000+00:00,2010,0.4101461767649894,0.40946216192848633
107,2010-12-19 12:53:04.830000+00:00,2010,0.03900189302778513,-0.002735084002497513
108,2010-12-20 06:54:47.340000+00:00,2010,0.8957433022129837,0.8952888036022201
109,2010-12-21 02:46:13.320000+00:00,2010,0.9735031377459402,0.9352821801299898
110,2010-12-21 21:28:55.570000+00:00,2010,0.7050272959183125,0.5690112538754849
111,2010-12-22 11:50:48.660000+00:00,2010,0.6146895933542306,0.478673551311403
112,2010-12-25 07:47:17.010000+00:00,2010,1.1296083899824285,1.128694858920186
113,2011-01-06 16:31:38.920000+00:00,2011,0.47193281730814945,0.3876788183911265
114,2011-01-06 16:51:18.370000+00:00,2011,0.3297195091582392,0.3263499507142774
115,2011-01-08 16:39:35.050000+00:00,2011,0.5302852487977917,0.39426920675496413
116,2011-01-13 02:59:41.640000+00:00,2011,0.5827949451608263,0.4309896907535108
117,2011-01-13 23:41:07.960000+00:00,2011,0.5305072384305392,0.47198590797704054
118,2011-01-19 18:32:32.650000+00:00,2011,0.748198232757739,0.5963929783504235
119,2011-01-20 12:01:15.730000+00:00,2011,0.2362203946621193,0.2355363798256162
120,2011-01-27 13:00:29.110000+00:00,2011,0.7003709384438599,0.6994574073816174
121,2011-02-02 22:20:06.790000+00:00,2011,0.3610519024295089,0.2300189315889537
122,2011-02-06 09:48:19.040000+00:00,2011,0.3401900837276578,0.18838482932034226
123,2011-02-20 22:46:27.380000+00:00,2011,1.0360645389335212,0.9518105400164982
124,2011-02-22 18:00:38.460000+00:00,2011,0.6857037803444037,0.5380809780484549
125,2011-02-22 22:41:38.340000+00:00,2011,0.8844215775171669,0.8835080464549244
126,2011-02-23 07:52:43.930000+00:00,2011,1.3617074712566821,1.3386720153740779
127,2011-02-23 14:38:04.250000+00:00,2011,0.3305995884081259,0.3299155735716229
128,2011-02-24 11:36:24+00:00,2011,1.7932656918220282,1.7923521607597857
129,2011-02-24 11:47:54.720000+00:00,2011,0.6383073650079675,0.5836231126248658
130,2011-02-24 21:55:15.910000+00:00,2011,0.5452191233371934,0.5445351085006903
131,2011-03-02 03:42:39.890000+00:00,2011,0.9365533460531164,0.816273837581458
132,2011-03-03 05:43:10.630000+00:00,2011,1.8615439265148999,1.8210452529820658
133,2011-03-05 03:55:19.280000+00:00,2011,0.4126509550492197,0.2608457006419042
134,2011-03-08 01:50:17.180000+00:00,2011,1.780550103904228,1.686078628994921
135,2011-03-11 13:10:31.620000+00:00,2011,0.2537422559926059,0.16948825707558296
136,2011-03-12 11:33:59.880000+00:00,2011,0.6583631430874248,0.6106706401016502
137,2011-03-12 11:45:02.120000+00:00,2011,0.6045814646913322,0.5568889617055575
138,2011-03-12 12:46:16.160000+00:00,2011,1.1116493363171385,0.9701747752996585
139,2011-03-12 12:58:36.390000+00:00,2011,1.0384769066565176,0.8708824398847143
140,2011-03-13 07:30:25.410000+00:00,2011,1.253084629032188,1.158613154122881
141,2011-03-14 19:11:00.610000+00:00,2011,0.3613943433823754,0.20958908897505987
142,2011-03-22 08:06:07.530000+00:00,2011,0.9741883730797343,0.8223831186724189
143,2011-03-30 18:31:47.270000+00:00,2011,0.4288483876125085,0.4263900221020781
144,2011-03-31 05:17:34.840000+00:00,2011,1.709093582152263,1.5780606113117077
145,2011-04-01 03:12:19.720000+00:00,2011,0.842294794474996,0.7062787524321684
146,2011-04-03 12:33:47.990000+00:00,2011,0.11074537885961927,0.1100613640231162
147,2011-04-08 05:29:39.740000+00:00,2011,0.6706970770479698,0.5346810350051422
148,2011-04-12 21:44:06.310000+00:00,2011,0.7714521494692053,0.6196468950618897
149,2011-04-13 08:20:50.150000+00:00,2011,1.1132030677843274,0.961397813377012
150,2011-04-16 12:42:48.300000+00:00,2011,0.5741518587481494,0.42234660434083393
151,2011-04-29 08:30:09.140000+00:00,2011,0.32169401817800125,0.1856779761351737
152,2011-05-03 02:49:02.700000+00:00,2011,0.9690878957191555,0.8746164208098486
153,2011-05-04 12:26:46.470000+00:00,2011,0.691787234909332,0.5399819805020165
154,2011-05-04 12:38:33.990000+00:00,2011,0.7179041341079505,0.5503096673361471
155,2011-05-04 16:12:09.680000+00:00,2011,0.9339678825568669,0.8865048957968316
156,2011-05-04 18:08:19.270000+00:00,2011,0.6596139920577054,0.492019525285902
157,2011-05-12 16:34:03.790000+00:00,2011,-0.11604065457408638,-0.11695418563632887
158,2011-05-14 19:16:28.280000+00:00,2011,0.7091010815641927,0.5572958271568772
159,2011-05-19 16:54:45.420000+00:00,2011,0.3845065537868992,0.3368140508011245
160,2011-05-20 03:16:05.710000+00:00,2011,0.5325467017094571,0.3965306596666295
161,2011-05-21 03:20:33.880000+00:00,2011,0.37872670058572655,0.26622088818927653
162,2011-05-22 02:44:46.810000+00:00,2011,0.4191854784668577,0.28316943642403014
163,2011-05-24 03:08:52.600000+00:00,2011,0.7154415814157485,0.7147575665792455
164,2011-05-28 04:40:41.240000+00:00,2011,1.1290957048966792,0.9615012381248759
165,2011-05-29 06:03:05.730000+00:00,2011,1.1338073155092112,0.9905613780144178
166,2011-05-29 08:07:22.350000+00:00,2011,1.1899759049831646,1.0400653070428603
167,2011-05-30 03:54:45.450000+00:00,2011,0.5097206836052264,0.4414854132784308
168,2011-06-02 15:46:00.090000+00:00,2011,0.6323797403205444,0.5688900217837803
169,2011-06-02 21:32:13.160000+00:00,2011,0.817352239980788,0.7021084815047207
170,2011-06-04 03:12:21+00:00,2011,0.5869315411273744,0.419337074355571
171,2011-06-06 21:53:52.170000+00:00,2011,0.6803373998878555,0.6798829012770918
172,2011-06-07 03:00:57.260000+00:00,2011,1.0173075632575563,0.8812915212147289
173,2011-06-10 13:39:24.470000+00:00,2011,0.05235194920760375,0.05166793437110066
174,2011-06-11 15:05:28.360000+00:00,2011,0.5503590843808408,0.4861754394944563
175,2011-06-14 03:00:21.990000+00:00,2011,0.8164500772346599,0.7292249299782356
176,2011-06-20 03:33:25.480000+00:00,2011,0.28209287074308964,0.2506228482854086
177,2011-06-22 03:11:21.780000+00:00,2011,0.6028193471141156,0.45101409270680004
178,2011-06-23 20:12:06.090000+00:00,2011,0.7876539690947499,0.7033999701777269
179,2011-06-29 03:10:25.230000+00:00,2011,0.6979246312607068,0.6136706323436838
180,2011-07-05 03:00:58.900000+00:00,2011,1.3670070416783193,1.3193145386925447
181,2011-07-07 07:51:19.300000+00:00,2011,0.8463487045011951,0.7103326624583676
183,2011-07-14 02:53:40.080000+00:00,2011,0.5661935560192506,0.5185010530334758
184,2011-07-14 03:07:11.730000+00:00,2011,1.1532612982545913,1.1055687952688165
185,2011-07-14 07:44:06.280000+00:00,2011,1.0829254027254227,0.8888479626943828
186,2011-07-26 02:56:36.280000+00:00,2011,1.1129355371887781,1.052766001895014
187,2011-08-02 13:23:43.510000+00:00,2011,0.020218967640438006,-0.1315862867668775
188,2011-08-04 00:56:46.510000+00:00,2011,0.5380235070817546,0.40200746503892704
189,2011-08-10 04:27:45.760000+00:00,2011,1.6298554092829418,1.5353839343736349
190,2011-08-22 15:24:56.040000+00:00,2011,0.02815802676000058,-0.107858015282827
191,2011-08-23 11:59:06.840000+00:00,2011,0.8083017591535449,0.7034918745067106
192,2011-08-25 02:11:07.810000+00:00,2011,0.6298772178231594,0.4780719634158439
193,2011-08-25 05:17:10.380000+00:00,2011,0.8934619184840062,0.7416566640766907
194,2011-08-28 10:40:08.760000+00:00,2011,0.18611615647407523,0.13564720057371019
195,2011-08-30 03:35:35.290000+00:00,2011,0.5150705781153871,0.4205991032060802
196,2011-09-06 09:53:39.450000+00:00,2011,0.9330642279260541,0.9221519833972199
197,2011-09-08 18:00:18.630000+00:00,2011,0.049247182106941324,0.04833365104469883
198,2011-09-09 03:37:36.710000+00:00,2011,0.9496965181953847,0.8814612478685891
199,2011-09-09 20:12:58.390000+00:00,2011,0.48070372736868094,0.4332407406086457
200,2011-09-11 17:57:56.070000+00:00,2011,0.39085961892447063,0.2731548842371466
201,2011-09-13 12:10:41.170000+00:00,2011,0.27163542684595476,0.2115931037378186
202,2011-09-15 07:15:27.760000+00:00,2011,0.9135808972811851,0.7459864305093816
203,2011-09-16 03:11:47.070000+00:00,2011,1.6142571856879635,1.478241143645136
204,2011-10-01 03:16:55.970000+00:00,2011,0.7884040175831827,0.6523879755403551
205,2011-10-09 07:24:25.490000+00:00,2011,0.2084619230296773,0.20777790819317427
206,2011-10-10 03:04:55.520000+00:00,2011,0.6912298281036097,0.5236353613318062
207,2011-10-10 07:08:28.240000+00:00,2011,0.6113904166409931,0.5271364177239702
208,2011-10-19 02:55:40.510000+00:00,2011,1.1736434327284881,1.0338404515991637
209,2011-10-29 05:25:17.660000+00:00,2011,2.1697855078281334,2.137373326047842
210,2011-10-30 08:45:31.780000+00:00,2011,0.42554452165460993,0.2737392672472944
211,2011-11-02 10:00:04+00:00,2011,0.3613204119537321,0.19372594518192868
212,2011-11-07 18:56:14.980000+00:00,2011,0.7673392253764577,0.6966939061778428
214,2011-11-13 06:32:13.470000+00:00,2011,0.6284679655286332,0.5579678634069118
215,2011-11-19 16:44:12.620000+00:00,2011,0.691535618615388,0.6910811200046244
216,2011-11-24 06:08:57.980000+00:00,2011,0.9050704703079389,0.7537210689807101
217,2011-11-29 09:36:52.400000+00:00,2011,0.5824353475579701,0.48796387264866314
218,2011-11-30 16:53:13.020000+00:00,2011,0.32621622331576394,0.2847703764686736
219,2011-12-01 06:34:20.960000+00:00,2011,0.8253445367759581,0.6893284947331305
220,2011-12-01 15:59:50.860000+00:00,2011,0.5881407614847831,0.4205462947129797
221,2011-12-02 02:52:12.020000+00:00,2011,1.1930422750683842,1.0147540474018324
223,2011-12-07 17:58:05.810000+00:00,2011,0.6564343908405368,0.5602416232175236
224,2011-12-19 10:33:15.300000+00:00,2011,0.7668295401621281,0.6357965693215728
225,2011-12-20 10:23:54.630000+00:00,2011,0.5804393086677663,0.42863405426045076
226,2011-12-21 06:55:22.740000+00:00,2011,1.0143320758258165,0.8962110322737289
227,2011-12-21 12:34:19.320000+00:00,2011,1.1270543599170804,0.9594598931452769
228,2011-12-24 01:29:35.340000+00:00,2011,1.2836020758574882,1.2831475772467245
229,2011-12-24 03:12:31.660000+00:00,2011,1.8041713996817939,1.80371690107103
230,2011-12-27 06:54:14.520000+00:00,2011,2.024642041581872,1.940617558890589
231,2011-12-30 03:20:14.560000+00:00,2011,0.7668670326155924,0.6379259671250364
232,2011-12-30 13:34:56.270000+00:00,2011,0.6262900868206984,0.4683063076369141
233,2011-12-31 07:15:36.940000+00:00,2011,0.8891810938199985,0.753165051777171
234,2012-01-05 03:10:10.630000+00:00,2012,1.1353069234692694,1.0876144204834945
235,2012-01-07 23:22:05.500000+00:00,2012,2.2365983095149473,2.235684778452705
236,2012-01-14 09:35:07.140000+00:00,2012,0.4354815658553564,0.2836763114480409
237,2012-01-20 20:53:12.500000+00:00,2012,0.8154344454586487,0.6478399786868453
238,2012-01-24 02:08:16.640000+00:00,2012,1.7714176264980372,1.65617386802197
239,2012-01-24 05:14:23.420000+00:00,2012,1.1501450615369082,1.0349013030608412
240,2012-01-26 08:31:14.140000+00:00,2012,0.8262993745132501,0.7420453755962271
241,2012-02-06 17:36:51.210000+00:00,2012,0.7755352733748322,0.6237300189675167
242,2012-02-10 02:58:40.120000+00:00,2012,1.3951267580675892,1.289792438505328
243,2012-02-10 08:40:44.390000+00:00,2012,0.6721141050453878,0.5203088506380723
244,2012-02-18 06:29:01.870000+00:00,2012,0.8590462813844818,0.8115832946244466
245,2012-02-18 08:27:15.740000+00:00,2012,0.9032358018342035,0.7249475741676515
246,2012-02-21 03:11:18.440000+00:00,2012,0.7063448062605698,0.5958373503100499
247,2012-02-23 22:36:12.110000+00:00,2012,1.0088457194275053,0.9248212367362219
248,2012-03-11 03:29:53.680000+00:00,2012,0.5548253868282134,0.5543708882174497
249,2012-03-12 01:14:57.790000+00:00,2012,0.9128329698072973,0.9123784711965334
250,2012-03-12 17:30:02.490000+00:00,2012,1.7794802642483694,1.7640389674980925
251,2012-03-15 16:48:45.500000+00:00,2012,0.6294573327171349,0.5566794776708871
252,2012-03-18 19:34:08.030000+00:00,2012,0.11792092897210996,-0.03388432543520555
253,2012-03-20 02:41:51.210000+00:00,2012,0.4584610836932809,0.4575475526310384
254,2012-03-21 11:41:57.940000+00:00,2012,0.8045867179021483,0.6685706758593207
255,2012-03-22 02:44:06.850000+00:00,2012,1.0435890586903467,0.8759945919185433
256,2012-03-24 11:06:54.540000+00:00,2012,0.6641503329402737,0.49655586616847025
257,2012-03-28 03:24:10.960000+00:00,2012,0.5893983354626487,0.4375930810553333
258,2012-03-28 11:32:30.610000+00:00,2012,0.9306107629360685,0.778805508528753
259,2012-03-29 06:03:58.680000+00:00,2012,0.6843086686208751,0.6535705793496941
260,2012-04-02 11:29:22.430000+00:00,2012,0.8181541432718331,0.6663488888645176
261,2012-04-06 03:06:48.390000+00:00,2012,0.46679115131976173,0.3825371524027388
262,2012-04-09 17:56:56.110000+00:00,2012,0.9561509163667317,0.9554669015302286
263,2012-04-09 18:40:10.960000+00:00,2012,0.4934002498779886,0.34159499547067307
264,2012-04-10 21:05:29.880000+00:00,2012,0.5215457987625943,0.38552975671976675
265,2012-04-13 03:32:09.770000+00:00,2012,0.7962732572746137,0.6286787905028103
266,2012-04-13 03:36:42.140000+00:00,2012,0.8575098630882333,0.7734853803969498
267,2012-04-15 03:19:46.900000+00:00,2012,0.6862450423542282,0.6107789988200715
268,2012-04-18 04:34:34.450000+00:00,2012,0.6502593882954969,0.6495753734589939
269,2012-04-21 08:58:37.550000+00:00,2012,0.5184274932225035,0.517513962160261
270,2012-04-27 22:38:53.020000+00:00,2012,1.2726535424699297,1.1496337231399663
271,2012-04-28 05:20:41.050000+00:00,2012,1.0020009398961398,0.8079234998651
272,2012-05-01 15:29:28.410000+00:00,2012,0.25546100163900987,0.06138356160797004
273,2012-05-02 17:13:08.580000+00:00,2012,0.4191284405256491,0.3083914683493898
274,2012-05-04 20:29:04.910000+00:00,2012,0.47743830333603865,0.3098438365642352
275,2012-05-08 20:54:14.330000+00:00,2012,1.4339617275244976,1.433048196462255
276,2012-05-10 03:05:19.240000+00:00,2012,0.9168623918743561,0.6963019785840799
277,2012-05-10 05:01:32.890000+00:00,2012,1.2759251700090504,1.1472023564914804
278,2012-05-13 03:06:20.350000+00:00,2012,0.7077005468024964,0.5136231067714566
279,2012-05-14 08:40:08.770000+00:00,2012,1.0079324410257664,0.9236784421087435
280,2012-05-15 03:07:14.930000+00:00,2012,0.8082899553642726,0.6975529831880134
281,2012-05-16 06:21:19.540000+00:00,2012,0.5921785679445417,0.4816711119940218
282,2012-05-17 03:39:38.150000+00:00,2012,0.49862168670244444,0.4981671880916808
283,2012-05-18 02:45:45.470000+00:00,2012,1.2313769220348934,1.0953608799920658
284,2012-05-18 18:14:33.160000+00:00,2012,0.8223698743105831,0.7384052372898633
285,2012-05-27 03:21:45.150000+00:00,2012,0.507468410459299,0.3398739436874956
286,2012-05-27 08:54:34.620000+00:00,2012,0.8669126636574898,0.7516689051814225
287,2012-05-29 05:14:31.900000+00:00,2012,0.8174317295400555,0.74919645921326
288,2012-06-02 06:09:45.220000+00:00,2012,0.55720785104819,0.42119180900536246
289,2012-06-10 07:18:49.760000+00:00,2012,0.7866461169210975,0.634840862513782
290,2012-06-11 07:54:21.230000+00:00,2012,0.9238434274102156,0.7455551997436637
291,2012-06-12 08:52:08.330000+00:00,2012,1.7871156475627656,1.7028616486457424
292,2012-06-14 03:08:31.830000+00:00,2012,1.078637083734687,0.8936423687402796
293,2012-06-14 14:53:45.940000+00:00,2012,-0.24052295360196774,-0.30875822392876334
294,2012-06-15 03:09:08.420000+00:00,2012,0.6169029559982931,0.46334322992653465
295,2012-06-15 07:11:52.110000+00:00,2012,0.9377419606477718,0.7701474938759684
296,2012-06-16 11:00:47.070000+00:00,2012,1.3425792048810972,1.2065631628382696
297,2012-06-16 15:26:31.710000+00:00,2012,0.7421156581665955,0.59031040375928
298,2012-06-19 03:38:57.880000+00:00,2012,1.1236993412280607,0.9718940868207453
299,2012-06-26 18:23:38.050000+00:00,2012,0.46613629616733476,0.3143310417600193
300,2012-06-27 09:06:51.340000+00:00,2012,0.9744689592550914,0.7707882570127486
301,2012-06-30 08:34:15.610000+00:00,2012,0.5419535236169193,0.3743590568451159
302,2012-07-03 07:06:18.390000+00:00,2012,0.7704037823862057,0.6343877403433781
303,2012-07-03 15:02:29.660000+00:00,2012,-0.04624957309847272,-0.04693358793497579
304,2012-07-05 03:06:20.710000+00:00,2012,0.7232443063765608,0.575551557022474
305,2012-07-06 03:26:27.270000+00:00,2012,0.7076880586286806,0.5739911326467042
306,2012-07-08 00:43:29.050000+00:00,2012,2.4904419650948353,2.4427494621090604
307,2012-07-09 20:36:35.830000+00:00,2012,0.5669201130358702,0.4620737145023813
308,2012-07-09 23:05:22.590000+00:00,2012,1.101623099958268,1.0266643428605997
309,2012-07-10 11:03:57.720000+00:00,2012,1.1348626598091722,0.9716327351908589
310,2012-07-20 03:25:37.620000+00:00,2012,0.7014415818936554,0.5654255398508278
311,2012-07-21 13:27:06.270000+00:00,2012,0.8750140054580926,0.7232087510507772
312,2012-07-21 16:47:30.630000+00:00,2012,1.1136448547079474,0.961839600300632
313,2012-07-24 03:10:21.150000+00:00,2012,0.9687036958464067,0.9210111928606319
314,2012-07-24 04:54:59.620000+00:00,2012,0.8784222411036859,0.7943977584124025
315,2012-07-29 21:21:35.550000+00:00,2012,0.913202630268546,0.7456081634967425
316,2012-07-31 03:05:43.370000+00:00,2012,0.7890835095086292,0.6530674674658016
317,2012-07-31 23:22:10.920000+00:00,2012,0.35165514361232114,0.19984988920500563
318,2012-07-31 23:23:39.280000+00:00,2012,0.5092136134996839,0.4783003895361771
319,2012-08-01 07:06:56.700000+00:00,2012,0.7111069644255805,0.559301710018265
320,2012-08-02 09:37:29.350000+00:00,2012,0.8947924534985451,0.7007150134675053
321,2012-08-09 07:23:45+00:00,2012,0.834654292662531,0.6670598258907275
322,2012-08-11 03:08:13.120000+00:00,2012,0.7356340531042651,0.5150736398139889
323,2012-08-13 04:36:28.920000+00:00,2012,0.7812725256822565,0.629467271274941
324,2012-08-14 07:41:04.070000+00:00,2012,0.9570623159360259,0.8052570615287105
325,2012-08-17 03:15:13.640000+00:00,2012,1.0336935053700071,0.8396160653389673
326,2012-08-22 18:53:28.990000+00:00,2012,0.29473041094319535,0.14292515653587984
327,2012-09-04 02:53:52.600000+00:00,2012,0.7491299431042204,0.6939601680110565
328,2012-09-04 15:55:40.170000+00:00,2012,0.09769311336598886,-0.05411214104132665
329,2012-09-05 17:32:25.150000+00:00,2012,1.1209502854910904,1.0661453749235519
