event_idx,time,lat,lon,depth,num,gap,rms,erh,erz,qual,year,cluster,magnitude,magnitude_std,n_used,n_total,snr_median,mag_status,ml_all,mv_nP,mv_app,mv_rms,mv_rho,mv_inlier,coherence_fail
10788,2020-05-22 20:20:39.570,35.7096,129.3478,8.33,12,117,0.06,0.6,1.1,B,2020,54,0.0371684795267381,0.5177789865151429,3,42,3.3630575251966017,ok,0.0371684795267381,9.0,6.369493996792612,5.150311003009488,0.5166666666666667,0.2222222222222222,True
10789,2020-05-22 20:20:49.180,35.7119,129.3475,8.59,20,89,0.06,0.3,0.8,A,2020,54,0.3874762638885649,0.1958766484520144,3,42,3.473145739872044,ok,0.3874762638885649,9.0,6.422217745886508,2.9510591060523983,0.5499999999999999,0.2222222222222222,True
10790,2020-05-22 20:20:55.450,35.7122,129.3485,8.64,25,72,0.07,0.3,0.7,A,2020,54,1.3498412540905016,,1,42,3.4202430536360247,ok,1.1476124434685413,6.0,28.29587846390683,1.1081507593372426,0.2,0.3333333333333333,True
11204,2020-10-27 14:05:09.480,35.3223,128.7289,30.59,11,219,0.75,3.1,3.6,D,2020,-1,1.0415632151768537,0.1851329749631241,9,42,4.587434574792555,ok,0.9841613902183082,7.0,5.5991484596909125,1.8526299257288825,0.8214285714285715,0.42857142857142855,True
11471,2021-02-27 18:52:11.570,36.1226,128.7319,38.77,8,134,0.39,2.6,4.1,C,2021,-1,0.8215356273655184,0.3313825305757974,4,42,3.4531285189474503,ok,0.977631220650186,9.0,7.731648588684655,1.8566688699309666,0.9166666666666666,0.4444444444444444,True
11823,2021-07-18 05:36:44.690,35.6052,129.5977,22.15,15,249,0.2,4.3,2.6,D,2021,-1,1.3440314009163152,0.1429031341498385,15,41,12.808087392953992,ok,1.4649778982382418,21.0,8.036732847741211,1.1634942410349223,0.774025974025974,0.47619047619047616,True
11864,2021-08-05 19:07:08.230,35.6879,128.8864,18.97,7,176,0.11,2.2,1.9,C,2021,-1,1.087021758619616,0.4952285738387766,26,41,11.782574835762311,ok,1.1232053486235172,5.0,4.683569886550157,2.7881947312787307,0.7,0.2,True
12045,2021-10-11 15:06:23.600,35.8501,129.7288,21.38,19,252,0.07,0.6,0.9,C,2021,6,0.8486832534628039,0.3114439954993123,2,42,3.343937883214622,ok,0.9881671165479364,5.0,7.137823219892166,1.8778807417112846,0.7,0.0,True
12122,2021-11-10 11:48:37.260,35.5944,129.7066,24.11,14,269,0.11,1.4,1.5,C,2021,-1,0.7212560688371974,0.1288358013144876,2,41,3.7144880934030415,ok,0.7212560688371974,5.0,6.937165082550675,2.0579064688004745,0.7,0.0,True
12128,2021-11-11 02:47:56.100,35.9348,129.1579,6.98,8,124,0.67,2.4,3.0,D,2021,-1,0.721793200947491,0.5449080753375175,3,42,3.251717993541557,ok,0.721793200947491,7.0,99.0,2.645239671832485,-0.41443123283995714,0.42857142857142855,True
12204,2021-12-14 22:21:40.180,36.0422,129.0564,24.21,14,137,0.54,1.8,2.5,D,2021,-1,1.482607854519415,0.275614138574299,7,42,3.4298398083141275,ok,1.482607854519415,35.0,10.517790835973694,1.6089689639097184,0.630812324929972,0.42857142857142855,True
12511,2022-04-26 16:51:12.140,36.0331,128.6659,14.7,20,140,0.43,0.9,1.5,C,2022,-1,1.052754845876123,0.3769392585196886,17,45,6.480715669183423,ok,1.182979705121769,16.0,6.392996467773753,2.515342484777772,0.6264705882352941,0.0625,True
12692,2022-06-29 11:08:00.110,35.8937,129.734,19.6,47,248,0.1,0.4,0.7,C,2022,6,1.414972910211551,0.2553563304399629,14,44,10.507583586216333,ok,1.700468970380875,7.0,6.66959784612574,4.842210229501082,0.25,0.0,True
12753,2022-07-26 08:23:03.930,36.1936,128.7431,20.95,6,149,0.03,0.7,1.2,B,2022,-1,0.9789589832338316,0.2454430610306654,12,45,4.062013465870169,ok,0.9789589832338316,8.0,10.74277934823208,2.1907605514573323,0.523809523809524,0.25,True
12756,2022-07-28 02:38:49.270,35.9358,129.1324,24.14,11,110,0.6,2.2,4.7,C,2022,-1,1.159239515498231,0.4304838864954192,17,45,5.299175566511885,ok,1.2324267856447269,15.0,99.0,3.0022394203437366,-0.12857142857142856,0.13333333333333333,True
12994,2022-10-28 23:28:09.900,35.9348,128.7897,21.51,20,156,0.23,0.9,2.2,C,2022,-1,2.9058795186834527,0.3611908750799341,18,45,18.611080033590508,ok,3.086403439112852,22.0,8.486289178606441,1.8906937884193327,0.6070016939582158,0.45454545454545453,True
13007,2022-11-02 08:32:03.950,35.8176,129.7354,30.28,11,244,0.43,4.4,1.5,D,2022,-1,1.5011778159771405,0.1966912673291327,9,45,14.697524559145162,ok,1.9638081207059763,25.0,18.977046863122837,3.122890428326976,0.26081939316861164,0.32,True
13138,2022-12-30 07:30:43.010,35.8015,129.4573,9.71,32,168,0.07,0.3,0.6,B,2022,43,0.5072909906301521,0.1716593010913063,5,45,3.508730231015659,ok,0.5227464555415275,8.0,6.5119801880951025,1.0622181055509143,0.9761904761904763,0.375,True
14306,2024-04-17 00:03:13.570,35.8874,129.8114,19.61,10,269,0.38,3.0,2.7,D,2024,-1,1.5090140049952878,0.2157693166658052,7,54,5.371817984291639,ok,1.417771997583332,12.0,6.046906855028479,1.9055605067292818,0.8601398601398602,0.4166666666666667,True
14314,2024-04-19 03:26:00.740,36.1646,128.7057,5.7,10,142,0.31,0.8,1.8,C,2024,-1,0.6772814713644293,0.1404679804403956,3,55,3.582255317059343,ok,0.8573870287345491,5.0,6.392572907458383,1.8198741779272953,0.8999999999999998,0.2,True
14317,2024-04-19 15:30:27.230,35.4385,128.764,16.09,22,106,0.5,1.1,1.7,C,2024,-1,1.0192773433826363,0.3218306394996173,24,55,10.811215940796544,ok,1.172293797791152,26.0,8.608729074711428,2.4174861553495237,0.8482051282051282,0.4230769230769231,True
14348,2024-04-28 03:45:06.470,35.5896,128.8348,25.79,8,198,0.21,3.1,3.6,D,2024,-1,1.328702132811145,0.3401605042157802,30,53,18.38596359674308,ok,1.6702710955354627,7.0,21.562395528846547,1.5473154521525059,0.14285714285714288,0.14285714285714285,True
14543,2024-07-18 18:31:41.580,35.7094,129.352,9.48,44,77,0.06,0.2,0.4,A,2024,54,0.4875398461691413,0.4997242483219736,13,54,4.714118408912785,ok,0.9174420862381186,20.0,5.983471250857061,6.047427861341636,0.7082706766917292,0.0,True
14680,2024-09-13 02:43:43.360,35.5647,128.6358,29.9,15,203,0.5,3.5,2.1,D,2024,-1,,,0,0,,no_dir,,11.0,6.384633173270978,1.2535750907930312,0.8181818181818182,0.45454545454545453,True
14703,2024-09-26 08:09:01.460,35.5589,128.9388,21.59,7,165,0.22,1.5,3.1,C,2024,-1,0.5031653969284282,0.5960474950072455,7,55,3.484983023215088,ok,0.5290608854266721,5.0,99.0,2.7102661896696625,-0.09999999999999999,0.4,True
14781,2024-10-28 06:23:15.980,36.3067,129.5545,21.15,6,243,0.07,1.7,1.0,C,2024,-1,,,0,0,,no_dir,,30.0,99.0,2.770979490300519,-0.31123470522803115,0.3333333333333333,True
