event_idx,event_time,lat,lon,depth,x,y,z,ex,ey,ez,nccp,nccs,nctp,ncts,cid,is_dtcc,n_used,ml_ufraw_reloc,ml_ufcorr_reloc,ml_ufcorr_old,dml
69,2010-08-20 03:41:19.820000+00:00,35.78455,129.320817,10.747,-5341.1,3384.7,-579.3,0.3,0.4,0.4,0,0,396,348,1,False,2.0,0.31531616236543636,0.19970366625005684,0.2057368756835518,-0.006033209433494974
73,2010-09-03 08:55:47.770000+00:00,35.736381,129.368091,10.129,-1066.6,-1959.9,-1197.5,0.1,0.2,0.1,76,111,574,533,1,True,5.0,1.3413141322777793,1.3761939055855517,1.3805660212094353,-0.004372115623883621
77,2010-09-17 12:31:44.299999+00:00,35.732996,129.399471,12.233,1771.8,-2335.5,906.8,0.4,0.5,0.5,2,3,730,698,1,True,4.0,1.0027869777939151,1.0376667511016875,1.0717569703318186,-0.034090219230131114
78,2010-09-18 21:33:55.399999+00:00,35.744112,129.28217,8.226,-8838.0,-1102.1,-3100.4,0.6,1.3,0.7,0,0,43,27,1,False,1.0,0.19328933641506718,0.2281691097228397,0.2541261257707438,-0.02595701604790407
81,2010-09-25 20:48:10.320000+00:00,35.732357,129.399137,12.279,1741.7,-2406.4,953.0,0.4,0.5,0.5,2,3,665,699,1,True,4.0,1.3626125333413146,1.3978980529741092,1.4260960217147371,-0.028197968740627966
83,2010-10-11 14:00:35.380000+00:00,35.719784,129.398275,12.126,1663.8,-3801.4,799.6,0.2,1.2,0.2,2,16,496,414,1,True,1.0,0.5013051242850544,0.2352003587465228,0.2559899761760437,-0.0207896174295209
86,2010-11-01 03:38:32.070000+00:00,35.764303,129.323828,11.095,-5069.4,1138.2,-231.0,0.3,0.8,0.4,0,0,377,346,1,False,3.0,0.35331568358259857,0.3874883989841432,0.37290034781339,0.014588051170753236
87,2010-11-01 17:53:30.579999+00:00,35.860278,129.424788,13.308,4058.7,11787.1,1981.9,0.4,0.3,0.4,0,0,36,40,1,False,3.0,0.48615176458469334,0.6206071828648712,0.6563663232881127,-0.035759140423241575
92,2010-11-18 05:33:54.490000+00:00,35.736381,129.368994,10.208,-984.9,-1959.9,-1118.6,0.1,0.1,0.1,50,118,607,593,1,True,4.0,0.9358316108406088,0.9586793772359654,0.9774670443222804,-0.018787667086314963
93,2010-11-18 10:05:43.469999+00:00,35.736401,129.36901,10.203,-983.4,-1957.6,-1123.3,0.1,0.2,0.1,35,128,616,607,1,True,5.0,1.1154191695658873,1.126234929048828,1.1540615852081244,-0.02782665615929636
94,2010-11-21 23:08:56.619999+00:00,35.723336,129.36569,10.672,-1283.9,-3407.3,-654.1,0.5,1.3,0.5,0,0,620,622,1,False,1.0,0.4777735131576619,0.21166874761913035,0.1760942794956014,0.035574468123528935
98,2010-12-05 19:48:18.440000+00:00,35.757141,129.375496,11.365,-396.7,343.6,38.7,0.2,0.4,0.2,3,7,550,536,1,True,4.0,0.6231791219543945,0.6460268883497511,0.6926855369459246,-0.046658648596173524
99,2010-12-05 19:52:48.799999+00:00,35.757284,129.375545,11.438,-392.3,359.4,111.7,0.2,0.6,0.3,2,5,552,515,1,True,2.0,0.39753592682947747,0.269891423801682,0.2970749220035925,-0.02718349820191046
100,2010-12-10 19:26:01.399999+00:00,35.728206,129.366512,10.083,-1209.5,-2866.9,-1243.3,0.1,0.1,0.1,50,57,663,659,1,True,5.0,0.6316094257605442,0.6472472466609788,0.6727090782379905,-0.025461831577011762
101,2010-12-13 14:09:37.350000+00:00,35.726742,129.366683,10.112,-1194.0,-3029.4,-1213.9,0.1,0.1,0.1,45,39,539,504,1,True,5.0,0.7617152342725708,0.7725309937555115,0.806734944474752,-0.03420395071924054
102,2010-12-13 15:21:42.409999+00:00,35.709863,129.384513,12.438,418.9,-4902.1,1112.0,0.4,0.8,0.4,0,0,561,405,1,False,4.0,0.5004408773200061,0.5232886437153625,0.5390368866691739,-0.015748242953811387
103,2010-12-13 15:26:31.750000+00:00,35.713517,129.379272,11.959,-55.2,-4496.7,632.3,0.9,1.9,0.7,0,0,278,278,1,False,6.0,1.0233547959782756,1.058234569286048,1.0928308264137887,-0.034596257127740726
110,2010-12-21 21:28:55.439999+00:00,35.715499,129.35376,10.471,-2363.2,-4276.8,-855.6,1.5,2.6,0.9,0,0,974,887,1,False,1.0,0.7673748683969637,0.5012701028584321,0.4732171557046296,0.02805294715380252
111,2010-12-22 11:50:48.500000+00:00,35.724044,129.355111,10.505,-2240.9,-3328.7,-821.0,0.5,1.3,0.6,0,0,586,585,1,False,1.0,0.6949105361902073,0.4288057706516757,0.3828794531405476,0.04592631751112808
113,2011-01-06 16:31:38.880000+00:00,35.690865,129.369116,10.199,-974.1,-7010.1,-1127.2,0.2,6.2,0.2,2,24,482,484,1,True,4.0,0.42363154856599705,0.4464793149613536,0.4502438265702115,-0.003764511608857879
114,2011-01-06 16:51:18.250000+00:00,35.697428,129.366976,9.862,-1167.8,-6281.8,-1464.0,1.0,1.6,0.7,0,0,475,476,1,False,3.0,0.3528355912082086,0.3877153645159809,0.3851302307240811,0.002585133791899785
116,2011-01-13 02:59:41.149999+00:00,35.744938,129.282943,9.405,-8768.1,-1010.4,-1920.9,0.6,1.4,0.5,0,0,34,30,1,False,2.0,0.5935224469813801,0.47790995086600063,0.4124827816729849,0.06542716919301572
118,2011-01-19 18:32:32.659999+00:00,35.699105,129.400236,7.211,1841.4,-6095.8,-4115.2,0.5,0.4,0.4,0,0,211,199,1,False,5.0,0.6194491657687937,0.643262133887466,0.6794756293621382,-0.03621349547467223
121,2011-02-02 22:20:06.919999+00:00,35.784644,129.368319,11.272,-1045.7,3395.1,-54.7,0.8,0.7,1.1,0,0,326,419,1,False,4.0,0.16017989676104372,0.2679870955996798,0.3073792741963712,-0.03939217859669136
122,2011-02-06 09:48:18.910000+00:00,35.727629,129.346558,9.802,-3014.5,-2931.0,-1524.6,0.5,1.3,0.6,0,0,543,548,1,False,2.0,0.30010285954126914,0.18449036342588962,0.1698779202398164,0.014612443186073215
124,2011-02-22 18:00:38.359999+00:00,35.747522,129.304313,10.456,-6835.0,-723.7,-869.9,1.3,1.9,1.0,2,0,269,304,1,True,5.0,0.561263215282648,0.5961429885904206,0.5968612580582586,-0.0007182694678380397
126,2011-02-23 07:52:43.820000+00:00,35.726737,129.364185,10.4,-1420.0,-3029.9,-926.0,0.5,0.9,0.5,0,0,544,539,1,False,4.0,1.3589754803024077,1.3818232466977645,1.401237023553163,-0.01941377685539858
132,2011-03-03 05:43:10.580000+00:00,35.739132,129.368636,10.157,-1017.3,-1654.7,-1169.1,0.1,0.1,0.1,64,65,633,583,1,True,6.0,1.831268550863272,1.8661483241710446,1.8798255329918696,-0.013677208820825015
133,2011-03-05 03:55:19.109999+00:00,35.795288,129.3177,11.771,-5622.5,4576.2,444.3,0.3,0.7,0.4,0,0,294,238,1,False,2.0,0.3421025606840734,0.2264900645686939,0.2423387915613784,-0.015848726992684525
141,2011-03-14 19:11:00.720000+00:00,35.73999,129.382528,12.356,239.2,-1559.4,1029.6,1.1,2.3,0.5,0,0,530,527,1,False,2.0,0.2748962833331733,0.15928378721779377,0.191082179894534,-0.03179839267674023
142,2011-03-22 08:06:07.629999+00:00,35.759074,129.377482,11.816,-217.1,558.0,489.5,1.1,2.1,1.2,0,1,589,581,1,True,2.0,0.8825329260967033,0.7669204299813238,0.8038762095918931,-0.036955779610569284
148,2011-04-12 21:44:06.219999+00:00,35.728955,129.366219,10.116,-1236.0,-2783.8,-1210.1,0.1,0.1,0.1,47,52,547,549,1,True,3.0,0.524301309937953,0.5591810832457256,0.5679105181586597,-0.008729434912934098
150,2011-04-16 12:42:48.369999+00:00,35.756283,129.37596,11.345,-354.8,248.3,18.9,0.2,0.4,0.2,1,8,536,484,1,True,2.0,0.48499350209600234,0.36938100598062285,0.4038396952603081,-0.03445868927968526
151,2011-04-29 08:30:09.230000+00:00,35.7882,129.330387,13.168,-4475.6,3789.7,1841.9,0.3,0.4,0.3,0,0,209,239,1,False,1.0,0.33070151615967425,0.06459675062114267,0.0898838779643184,-0.02528712734317573
154,2011-05-04 12:38:33.880000+00:00,35.728389,129.365983,10.128,-1257.3,-2846.6,-1198.4,0.1,0.1,0.1,49,50,636,641,1,True,4.0,0.47532180424682235,0.498169570642179,0.5198600214871671,-0.021690450844988163
