net,sta,start,end,n_days
NS,N082,2020-11-20,2020-11-21,2
NS,N082,2020-12-04,2020-12-06,3
NS,N082,2023-12-14,2026-07-16,946
NS,N083,2017-01-01,2019-02-28,789
NS,N083,2020-09-03,2020-09-04,2
NS,N083,2020-09-13,2020-09-13,1
NS,N083,2020-10-21,2020-10-21,1
NS,N083,2020-11-20,2020-11-21,2
NS,N083,2020-12-04,2020-12-06,3
NS,N083,2023-12-14,2026-07-16,946
NS,N084,2017-01-01,2019-02-28,789
NS,N084,2020-01-08,2020-01-09,2
NS,N084,2020-09-03,2020-09-04,2
NS,N084,2020-09-24,2020-09-24,1
NS,N084,2020-10-21,2020-10-21,1
NS,N084,2020-11-20,2020-11-21,2
NS,N084,2020-12-04,2020-12-06,3
NS,N084,2022-08-16,2026-07-16,1431
NS,N085,2017-01-01,2019-03-11,800
NS,N085,2019-05-01,2020-01-14,259
NS,N085,2020-09-03,2020-09-04,2
NS,N085,2020-09-24,2020-09-24,1
NS,N085,2020-10-21,2020-10-21,1
NS,N085,2020-11-20,2020-11-21,2
NS,N085,2020-12-04,2020-12-06,3
NS,N086,2017-01-01,2019-03-11,800
NS,N086,2019-12-30,2020-01-09,11
NS,N086,2020-09-03,2020-09-04,2
NS,N086,2020-09-24,2020-09-24,1
NS,N086,2020-10-21,2020-10-21,1
NS,N086,2020-11-20,2020-11-21,2
NS,N086,2020-12-04,2020-12-06,3
NS,N086,2022-08-31,2026-07-16,1416
NS,N087,2017-01-01,2019-02-28,789
NS,N087,2020-09-03,2020-09-04,2
NS,N087,2020-09-24,2020-09-24,1
NS,N087,2020-10-21,2020-10-21,1
NS,N087,2020-11-20,2020-11-21,2
NS,N087,2020-12-04,2020-12-06,3
NS,N087,2023-09-17,2023-09-17,1
NS,N087,2023-12-14,2026-07-16,946
NS,N088,2017-01-01,2019-03-11,800
NS,N088,2019-07-11,2019-07-11,1
NS,N088,2019-07-13,2019-07-14,2
NS,N088,2019-09-13,2019-09-18,6
NS,N088,2020-09-03,2020-09-04,2
NS,N088,2020-09-24,2020-09-24,1
NS,N088,2020-10-21,2020-10-21,1
NS,N088,2020-11-20,2020-11-21,2
NS,N088,2020-12-04,2020-12-06,3
NS,N088,2022-08-31,2026-07-16,1416
NS,N089,2017-01-01,2019-03-12,801
NS,N089,2020-09-03,2020-09-04,2
NS,N089,2020-09-24,2020-09-24,1
NS,N089,2020-10-21,2020-10-21,1
NS,N089,2020-11-20,2020-11-21,2
NS,N089,2020-12-04,2020-12-06,3
NS,N089,2022-09-07,2022-09-15,9
NS,N089,2022-10-13,2026-07-16,1373
NS,N090,2017-01-01,2019-02-27,788
NS,N090,2019-10-02,2019-10-02,1
NS,N090,2019-10-09,2019-10-10,2
NS,N090,2020-01-27,2020-01-27,1
NS,N090,2020-09-03,2020-09-04,2
NS,N090,2020-10-21,2020-10-21,1
NS,N090,2020-11-20,2020-11-21,2
NS,N090,2020-12-04,2020-12-06,3
NS,N091,2017-01-01,2019-02-27,788
NS,N091,2019-09-13,2019-09-18,6
NS,N091,2020-09-03,2020-09-04,2
NS,N091,2020-10-21,2020-10-21,1
NS,N091,2020-11-20,2020-11-21,2
NS,N091,2020-12-04,2020-12-06,3
NS,N091,2021-08-15,2021-08-15,1
NS,N091,2023-12-14,2026-07-16,946
NS,N092,2017-01-01,2019-02-27,788
NS,N092,2020-09-03,2020-09-04,2
NS,N092,2020-09-24,2020-09-24,1
NS,N092,2020-10-21,2020-10-21,1
NS,N092,2020-11-20,2020-11-21,2
NS,N092,2020-12-04,2020-12-06,3
NS,N092,2022-09-23,2026-07-16,1393
NS,N093,2017-01-01,2019-03-11,800
NS,N093,2020-09-03,2020-09-04,2
NS,N093,2020-10-21,2020-10-21,1
NS,N093,2020-11-20,2020-11-21,2
NS,N093,2020-12-04,2020-12-06,3
NS,N093,2023-12-14,2026-07-16,946
NS,N094,2017-01-01,2019-03-14,803
NS,N094,2019-08-24,2019-08-26,3
NS,N094,2020-09-03,2020-09-04,2
NS,N094,2020-10-21,2020-10-21,1
NS,N094,2020-11-20,2020-11-21,2
NS,N094,2020-12-04,2020-12-06,3
NS,N094,2022-09-07,2022-09-15,9
NS,N094,2022-10-13,2026-07-16,1373
NS,N095,2017-01-01,2019-02-25,786
NS,N095,2020-09-03,2020-09-04,2
NS,N095,2020-09-24,2020-09-24,1
NS,N095,2020-10-21,2020-10-21,1
NS,N095,2020-11-20,2020-11-21,2
NS,N095,2020-12-04,2020-12-06,3
NS,N095,2023-12-14,2026-07-16,946
NS,N096,2017-01-01,2019-02-26,787
NS,N096,2019-07-22,2019-07-22,1
NS,N096,2020-09-03,2020-09-04,2
NS,N096,2020-09-24,2020-09-24,1
NS,N096,2020-10-21,2020-10-21,1
NS,N096,2020-11-20,2020-11-21,2
NS,N096,2020-12-04,2020-12-06,3
NS,N096,2023-12-14,2026-07-16,946
NS,N097,2017-01-01,2019-03-16,805
NS,N097,2020-09-03,2020-09-04,2
NS,N097,2020-09-24,2020-09-24,1
NS,N097,2020-10-21,2020-10-21,1
NS,N097,2020-11-20,2020-11-21,2
NS,N097,2020-12-04,2020-12-06,3
NS,N097,2022-09-07,2022-09-12,6
NS,N097,2022-09-17,2022-09-26,10
NS,N097,2022-10-13,2026-07-16,1373
NS,N098,2017-01-01,2019-03-16,805
NS,N098,2020-09-03,2020-09-04,2
NS,N098,2020-10-21,2020-10-21,1
NS,N098,2020-11-20,2020-11-21,2
NS,N098,2020-12-04,2020-12-06,3
NS,N098,2023-12-14,2026-07-16,946
NS,N099,2017-01-01,2019-02-27,788
NS,N099,2020-09-03,2020-09-04,2
NS,N099,2020-09-24,2020-09-24,1
NS,N099,2020-10-21,2020-10-21,1
NS,N099,2020-11-20,2020-11-21,2
NS,N099,2020-12-04,2020-12-06,3
NS,N099,2023-12-14,2026-07-16,946
NS,N100,2017-01-01,2019-03-13,802
NS,N100,2019-08-01,2019-12-31,153
NS,N100,2020-09-03,2020-09-04,2
NS,N100,2020-09-24,2020-09-24,1
NS,N100,2020-10-21,2020-10-21,1
NS,N100,2020-11-20,2020-11-21,2
NS,N100,2020-12-04,2020-12-06,3
NS,N100,2023-12-14,2026-07-16,946
NS,N101,2017-01-01,2019-03-13,802
NS,N101,2020-09-03,2020-09-04,2
NS,N101,2020-11-22,2020-11-23,2
NS,N101,2020-12-03,2020-12-06,4
NS,N101,2022-08-29,2026-07-16,1418
NS,N102,2017-01-01,2019-03-15,804
NS,N102,2020-09-03,2020-09-04,2
NS,N102,2020-12-03,2020-12-06,4
NS,N102,2023-12-14,2026-07-16,946
NS,N103,2017-01-01,2019-03-15,804
NS,N104,2017-01-01,2019-11-13,1047
NS,N105,2017-01-01,2019-03-14,803
NS,N105,2019-05-07,2019-05-08,2
NS,N105,2020-09-03,2020-09-04,2
NS,N105,2020-12-03,2020-12-06,4
NS,N105,2023-12-14,2026-07-16,946
NS,N106,2017-01-01,2019-02-25,786
NS,N106,2020-09-03,2020-09-04,2
NS,N106,2020-12-03,2020-12-06,4
NS,N106,2023-12-14,2026-07-16,946
NS,N107,2017-01-01,2019-02-25,786
NS,N107,2020-09-03,2020-09-04,2
NS,N107,2020-12-03,2020-12-06,4
NS,N107,2022-08-13,2022-08-17,5
NS,N107,2022-08-29,2026-07-16,1418
NS,N108,2017-01-01,2019-03-14,803
NS,N108,2019-04-30,2019-05-08,9
NS,N108,2019-08-27,2019-08-27,1
NS,N108,2019-08-29,2019-08-29,1
NS,N108,2019-09-01,2019-09-05,5
NS,N109,2017-01-01,2019-02-26,787
NS,N109,2020-09-03,2020-09-04,2
NS,N109,2020-12-03,2020-12-06,4
NS,N109,2021-08-08,2021-08-08,1
NS,N109,2023-12-14,2026-07-16,946
NS,N110,2017-01-01,2019-02-24,785
NS,N110,2020-09-03,2020-09-04,2
NS,N110,2020-12-03,2020-12-06,4
NS,N110,2022-08-19,2026-07-16,1428
NS,N111,2017-01-01,2019-03-08,797
NS,N111,2020-09-03,2020-09-04,2
NS,N111,2020-12-03,2020-12-06,4
NS,N111,2023-12-14,2026-07-16,946
NS,N112,2017-01-01,2019-02-24,785
NS,N112,2020-09-03,2020-09-04,2
NS,N112,2020-11-22,2020-11-24,3
NS,N112,2020-12-03,2020-12-06,4
NS,N112,2022-08-29,2026-07-16,1418
NS,N113,2017-01-01,2019-02-24,785
NS,N113,2019-11-14,2019-11-16,3
NS,N113,2019-11-19,2019-11-30,12
NS,N113,2019-12-03,2019-12-03,1
NS,N113,2020-09-03,2020-09-04,2
NS,N113,2020-12-03,2020-12-06,4
NS,N113,2022-08-29,2026-07-16,1418
NS,N114,2017-01-01,2019-03-07,796
NS,N114,2020-09-03,2020-09-04,2
NS,N114,2020-12-03,2020-12-06,4
NS,N114,2022-08-09,2026-07-16,1438
NS,N115,2017-01-01,2019-03-07,796
NS,N115,2019-11-10,2019-11-11,2
NS,N115,2019-11-26,2019-12-01,6
NS,N115,2019-12-04,2019-12-11,8
NS,N115,2019-12-25,2019-12-26,2
NS,N115,2020-01-06,2020-01-07,2
NS,N115,2020-02-13,2020-02-13,1
NS,N115,2020-09-03,2020-09-04,2
NS,N115,2020-12-03,2020-12-06,4
NS,N115,2020-12-09,2020-12-31,23
NS,N115,2023-12-14,2026-07-16,946
NS,N116,2017-01-01,2019-03-14,803
NS,N116,2020-02-01,2020-02-02,2
NS,N116,2020-09-03,2020-09-04,2
NS,N116,2020-11-22,2020-11-22,1
NS,N116,2020-12-03,2020-12-06,4
NS,N116,2023-12-14,2026-07-16,946
NS,N117,2017-01-01,2019-02-24,785
NS,N117,2020-09-03,2020-09-04,2
NS,N117,2020-12-03,2020-12-06,4
NS,N117,2023-12-14,2026-07-16,946
NS,N118,2017-01-01,2019-02-24,785
NS,N118,2020-09-03,2020-09-04,2
NS,N118,2020-12-03,2020-12-06,4
NS,N118,2023-12-14,2026-07-16,946
NS,N119,2017-01-01,2019-03-14,803
NS,N119,2020-09-03,2020-09-04,2
NS,N119,2020-12-03,2020-12-06,4
NS,N119,2023-12-14,2026-07-16,946
NS,N120,2017-01-01,2019-03-13,802
NS,N120,2020-09-03,2020-09-04,2
NS,N120,2020-12-03,2020-12-06,4
NS,N120,2023-12-14,2026-07-16,946
NS,N121,2017-01-01,2019-03-13,802
NS,N121,2020-09-03,2020-09-04,2
NS,N121,2020-12-03,2020-12-06,4
NS,N121,2023-12-14,2026-07-16,946
NS,N122,2017-01-01,2019-02-25,786
NS,N122,2020-09-03,2020-09-04,2
NS,N122,2020-12-03,2020-12-06,4
NS,N122,2023-12-14,2026-07-16,946
NS,N123,2017-01-01,2019-02-23,784
NS,N123,2019-03-02,2019-03-15,14
NS,N123,2019-03-17,2019-03-20,4
NS,N123,2019-10-09,2019-10-09,1
NS,N123,2019-10-29,2019-10-29,1
NS,N123,2019-10-31,2019-10-31,1
NS,N123,2019-11-30,2019-11-30,1
NS,N123,2019-12-15,2019-12-16,2
NS,N123,2020-01-07,2020-01-13,7
NS,N123,2020-09-03,2020-09-04,2
NS,N123,2020-12-03,2020-12-06,4
NS,N123,2020-12-26,2020-12-27,2
NS,N123,2021-09-18,2021-09-19,2
NS,N123,2021-11-07,2021-11-07,1
NS,N123,2022-08-14,2022-08-15,2
NS,N123,2022-08-28,2022-08-28,1
NS,N123,2022-09-10,2022-09-11,2
NS,N123,2022-09-20,2026-07-16,1396
NS,N124,2017-01-01,2019-03-12,801
NS,N124,2019-11-22,2019-11-25,4
NS,N124,2019-11-27,2019-11-27,1
NS,N124,2019-11-30,2019-11-30,1
NS,N124,2020-09-03,2020-09-04,2
NS,N124,2020-12-03,2020-12-06,4
NS,N124,2023-12-14,2026-07-16,946
NS,N125,2017-01-01,2019-03-17,806
NS,N125,2019-05-15,2019-05-27,13
NS,N125,2020-09-03,2020-09-04,2
NS,N125,2020-12-03,2020-12-06,4
NS,N125,2023-12-14,2026-07-16,946
NS,N126,2017-01-01,2019-07-16,927
NS,N126,2020-09-03,2020-09-04,2
NS,N126,2020-09-12,2020-09-13,2
NS,N126,2020-12-03,2020-12-06,4
NS,N127,2017-01-01,2019-08-31,973
NS,N127,2020-09-03,2020-09-04,2
NS,N127,2020-12-03,2020-12-06,4
NS,N127,2023-06-04,2023-06-04,1
NS,N127,2023-12-14,2026-07-16,946
NS,N128,2017-01-01,2019-08-30,972
NS,N128,2019-11-28,2019-12-01,4
NS,N128,2020-01-24,2020-01-28,5
NS,N128,2020-09-03,2020-09-04,2
NS,N128,2020-12-03,2020-12-06,4
NS,N128,2023-12-14,2026-07-16,946
NS,N129,2017-01-01,2019-09-05,978
NS,N129,2019-09-14,2019-09-16,3
NS,N129,2020-09-03,2020-09-04,2
NS,N129,2020-12-03,2020-12-06,4
NS,N129,2021-03-07,2021-03-07,1
NS,N129,2023-12-14,2026-07-16,946
NS,N130,2017-01-01,2019-09-03,976
NS,N130,2019-12-18,2019-12-23,6
NS,N130,2020-01-24,2020-01-29,6
NS,N130,2020-02-08,2020-02-10,3
NS,N130,2020-06-04,2020-06-05,2
NS,N130,2020-09-03,2020-09-04,2
NS,N130,2020-12-03,2020-12-06,4
NS,N130,2023-12-14,2026-07-16,946
NS,N131,2017-01-01,2019-09-02,975
NS,N131,2020-09-03,2020-09-04,2
NS,N131,2020-12-03,2020-12-06,4
NS,N131,2023-12-14,2026-07-16,946
NS,N132,2017-01-01,2019-07-24,935
NS,N132,2020-09-03,2020-09-04,2
NS,N132,2020-12-03,2020-12-06,4
NS,N132,2023-12-14,2026-07-16,946
NS,N133,2017-01-01,2019-07-25,936
NS,N133,2019-08-18,2019-12-08,113
NS,N133,2019-12-10,2019-12-17,8
NS,N133,2020-09-03,2020-09-04,2
NS,N133,2020-12-03,2020-12-06,4
NS,N133,2023-12-14,2026-07-16,946
NS,N134,2017-01-01,2019-09-03,976
NS,N134,2019-11-26,2019-12-01,6
NS,N134,2020-09-03,2020-09-04,2
NS,N134,2020-12-03,2020-12-06,4
NS,N134,2022-08-16,2026-07-16,1431
NS,N135,2017-01-01,2019-09-01,974
NS,N135,2020-09-03,2020-09-04,2
NS,N135,2020-12-03,2020-12-06,4
NS,N135,2022-08-16,2026-07-16,1431
NS,N136,2017-01-01,2019-07-15,926
NS,N137,2017-01-01,2019-07-22,933
NS,N137,2020-09-03,2020-09-04,2
NS,N137,2020-12-03,2020-12-06,4
NS,N137,2023-12-14,2026-07-16,946
NS,N138,2017-01-01,2019-07-24,935
NS,N138,2020-09-03,2020-09-04,2
NS,N138,2020-12-03,2020-12-06,4
NS,N138,2022-05-08,2022-05-08,1
NS,N138,2022-08-09,2026-07-16,1438
NS,N139,2017-01-01,2019-07-23,934
NS,N139,2019-12-23,2019-12-26,4
NS,N139,2020-01-29,2020-01-30,2
NS,N139,2020-09-03,2020-09-04,2
NS,N139,2020-12-03,2020-12-06,4
NS,N139,2022-08-12,2026-07-16,1435
NS,N140,2017-01-01,2019-09-03,976
NS,N140,2020-09-03,2020-09-04,2
NS,N140,2020-12-03,2020-12-06,4
NS,N140,2022-08-16,2026-07-16,1431
NS,N141,2017-01-01,2019-07-16,927
NS,N141,2019-11-26,2019-12-01,6
NS,N141,2019-12-08,2019-12-16,9
NS,N141,2020-01-03,2020-01-07,5
NS,N141,2020-01-27,2020-01-30,4
NS,N141,2020-02-19,2020-03-29,40
NS,N141,2020-09-03,2020-09-04,2
NS,N141,2020-12-03,2020-12-06,4
NS,N142,2017-01-01,2019-07-15,926
NS,N142,2020-09-03,2020-09-04,2
NS,N142,2020-12-03,2020-12-06,4
NS,N142,2022-08-22,2026-07-16,1425
NS,N143,2017-01-01,2019-08-31,973
NS,N143,2020-01-26,2020-01-27,2
NS,N143,2020-02-01,2020-02-12,12
NS,N143,2020-09-03,2020-09-04,2
NS,N143,2020-09-06,2020-09-07,2
NS,N143,2020-12-03,2020-12-06,4
NS,N143,2022-08-16,2026-07-16,1431
NS,N144,2017-01-01,2019-08-31,973
NS,N144,2019-09-11,2019-09-11,1
NS,N144,2019-09-19,2019-09-25,7
NS,N144,2020-09-03,2020-09-04,2
NS,N144,2020-12-03,2020-12-06,4
NS,N144,2023-12-14,2026-07-16,946
NS,N145,2017-01-01,2019-07-16,927
NS,N145,2020-07-30,2020-08-02,4
NS,N145,2020-09-03,2020-09-04,2
NS,N145,2020-09-19,2020-12-31,104
NS,N145,2022-08-14,2022-08-24,11
NS,N145,2023-12-14,2026-07-16,946
NS,N146,2017-01-01,2019-09-05,978
NS,N146,2019-09-14,2019-09-29,16
NS,N146,2020-09-03,2020-09-04,2
NS,N146,2020-12-03,2020-12-06,4
NS,N146,2021-12-25,2021-12-26,2
NS,N146,2022-08-22,2026-07-16,1425
NS,N147,2017-01-01,2019-09-02,975
NS,N148,2017-01-01,2019-08-30,972
NS,N148,2019-11-25,2019-12-02,8
NS,N148,2019-12-18,2019-12-23,6
NS,N148,2019-12-29,2020-01-07,10
NS,N148,2020-01-24,2020-01-29,6
NS,N148,2020-09-03,2020-09-04,2
NS,N148,2020-12-03,2020-12-06,4
NS,N148,2023-12-14,2026-07-16,946
NS,N149,2017-01-01,2019-09-04,977
NS,N149,2019-09-21,2019-09-21,1
NS,N149,2019-10-02,2019-10-02,1
NS,N149,2020-09-03,2020-09-04,2
NS,N149,2020-12-03,2020-12-06,4
NS,N149,2021-01-24,2021-01-24,1
NS,N149,2023-12-14,2026-07-16,946
NS,N150,2017-01-01,2019-09-04,977
NS,N150,2020-09-03,2020-09-04,2
NS,N150,2020-12-03,2020-12-06,4
NS,N150,2023-12-14,2026-07-16,946
NS,N151,2017-01-01,2019-09-01,974
NS,N151,2019-11-02,2019-11-11,10
NS,N151,2019-11-19,2019-12-03,15
NS,N151,2019-12-10,2019-12-16,7
NS,N151,2019-12-23,2019-12-25,3
NS,N151,2020-09-03,2020-09-04,2
NS,N151,2020-12-03,2020-12-06,4
NS,N151,2023-12-14,2026-07-16,946
NS,N152,2017-01-01,2019-08-31,973
NS,N152,2019-12-30,2019-12-30,1
NS,N152,2020-09-03,2020-09-04,2
NS,N152,2020-12-03,2020-12-06,4
NS,N152,2022-09-23,2026-07-16,1393
NS,N153,2017-01-01,2019-08-31,973
NS,N153,2020-09-03,2020-09-04,2
NS,N153,2020-12-03,2020-12-06,4
NS,N153,2022-08-19,2026-07-16,1428
NS,N154,2017-01-01,2019-09-01,974
NS,N154,2019-12-30,2019-12-30,1
NS,N154,2020-01-31,2020-02-05,6
NS,N154,2020-09-03,2020-09-04,2
NS,N154,2020-12-03,2020-12-06,4
NS,N154,2023-12-14,2026-07-16,946
NS,N155,2017-01-01,2019-09-03,976
NS,N155,2020-09-03,2020-09-04,2
NS,N155,2020-12-03,2020-12-06,4
NS,N155,2022-09-23,2026-07-16,1393
NS,N156,2017-01-01,2019-09-02,975
NS,N156,2019-12-27,2019-12-30,4
NS,N156,2020-01-31,2020-02-06,7
NS,N156,2020-09-03,2020-09-04,2
NS,N156,2020-12-03,2020-12-06,4
NS,N156,2022-08-22,2026-07-16,1425
NS,N157,2017-01-01,2019-09-03,976
NS,N157,2019-09-12,2019-09-12,1
NS,N157,2020-09-03,2020-09-04,2
NS,N157,2020-12-03,2020-12-06,4
NS,N157,2022-08-17,2022-08-17,1
NS,N157,2023-12-14,2026-07-16,946
NS,N158,2017-01-01,2019-08-31,973
NS,N158,2019-09-07,2019-09-07,1
NS,N158,2019-09-12,2019-09-12,1
NS,N158,2019-09-25,2019-10-07,13
NS,N158,2020-02-18,2020-02-20,3
NS,N158,2020-09-03,2020-09-04,2
NS,N158,2020-12-03,2020-12-06,4
NS,N158,2022-09-07,2026-07-16,1409
NS,N159,2017-01-01,2019-09-06,979
NS,N159,2020-09-03,2020-09-04,2
NS,N159,2020-12-03,2020-12-06,4
NS,N159,2023-12-14,2026-07-16,946
NS,N160,2017-01-01,2019-08-31,973
NS,N160,2020-03-11,2020-03-14,4
NS,N160,2020-05-23,2020-05-25,3
NS,N160,2020-09-03,2020-09-04,2
NS,N161,2017-01-01,2019-08-30,972
NS,N161,2020-09-03,2020-09-04,2
NS,N161,2020-12-03,2020-12-06,4
NS,N161,2021-09-26,2021-09-26,1
NS,N161,2023-12-14,2026-07-16,946
NS,N162,2017-01-01,2019-09-01,974
NS,N162,2019-12-01,2019-12-01,1
NS,N162,2020-03-20,2020-03-22,3
NS,N162,2020-03-28,2020-03-28,1
NS,N162,2020-09-03,2020-09-04,2
NS,N162,2020-12-03,2020-12-06,4
NS,N162,2022-09-07,2026-07-16,1409
NS,N163,2017-01-01,2019-09-03,976
NS,N163,2020-09-03,2020-09-04,2
NS,N163,2020-12-03,2020-12-06,4
NS,N163,2022-09-07,2026-07-16,1409
NS,N164,2017-01-01,2019-08-30,972
NS,N164,2020-09-03,2020-09-04,2
NS,N164,2020-12-03,2020-12-06,4
NS,N164,2023-12-14,2026-07-16,946
NS,N165,2017-01-01,2019-08-28,970
NS,N165,2020-09-03,2020-09-04,2
NS,N165,2020-12-03,2020-12-06,4
NS,N165,2021-05-29,2021-05-30,2
NS,N165,2022-09-20,2022-09-20,1
NS,N165,2022-10-13,2026-07-16,1373
NS,N166,2017-01-01,2019-09-01,974
NS,N166,2019-12-05,2019-12-22,18
NS,N167,2017-01-01,2019-08-30,972
NS,N167,2020-09-03,2020-09-04,2
NS,N167,2020-12-03,2020-12-06,4
NS,N167,2021-10-17,2021-10-17,1
NS,N167,2023-12-14,2026-07-16,946
NS,N168,2017-01-01,2019-08-31,973
NS,N168,2019-11-18,2019-12-09,22
NS,N168,2019-12-15,2019-12-22,8
NS,N168,2020-01-07,2020-01-13,7
NS,N168,2020-01-17,2020-01-20,4
NS,N168,2020-01-28,2020-01-29,2
NS,N168,2020-09-03,2020-09-04,2
NS,N168,2020-12-03,2020-12-06,4
NS,N168,2022-09-19,2026-07-16,1397
NS,N169,2017-01-01,2019-08-30,972
NS,N169,2020-05-12,2020-05-14,3
NS,N169,2020-09-03,2020-09-04,2
NS,N169,2020-12-03,2020-12-06,4
NS,N169,2023-12-14,2026-07-16,946
NS,N170,2017-01-01,2019-07-16,927
NS,N170,2020-09-03,2020-09-04,2
NS,N170,2020-12-03,2020-12-06,4
NS,N170,2022-09-10,2022-09-10,1
NS,N170,2023-12-14,2026-07-16,946
NS,N171,2017-01-01,2019-09-01,974
NS,N171,2019-12-23,2019-12-26,4
NS,N171,2020-01-31,2020-02-06,7
NS,N171,2020-09-03,2020-09-04,2
NS,N171,2020-12-03,2020-12-06,4
NS,N171,2023-12-14,2026-07-16,946
NS,N172,2017-01-01,2019-09-04,977
NS,N172,2019-11-17,2019-12-03,17
NS,N172,2019-12-17,2019-12-23,7
NS,N172,2019-12-27,2019-12-30,4
NS,N172,2020-01-14,2020-01-15,2
NS,N172,2020-01-20,2020-01-29,10
NS,N172,2020-09-03,2020-09-04,2
NS,N172,2020-12-03,2020-12-06,4
NS,N172,2022-03-01,2022-03-02,2
NS,N172,2022-09-22,2026-07-16,1394
NS,N173,2017-01-01,2019-09-04,977
NS,N173,2020-09-03,2020-09-04,2
NS,N173,2020-12-03,2020-12-06,4
NS,N173,2022-08-09,2026-07-16,1438
NS,N174,2017-01-01,2019-07-23,934
NS,N174,2020-09-03,2020-09-04,2
NS,N174,2020-12-03,2020-12-06,4
NS,N174,2022-08-09,2026-07-16,1438
NS,N175,2017-01-01,2019-07-24,935
NS,N175,2020-09-03,2020-09-04,2
NS,N175,2020-12-03,2020-12-06,4
NS,N176,2017-01-01,2019-09-01,974
NS,N176,2019-11-07,2019-11-07,1
NS,N176,2019-11-18,2019-12-02,15
NS,N176,2020-02-01,2020-02-09,9
NS,N176,2020-09-03,2020-09-04,2
NS,N176,2020-12-03,2020-12-06,4
NS,N176,2022-08-16,2026-07-16,1431
NS,N177,2017-01-01,2019-08-31,973
NS,N177,2019-11-03,2019-11-04,2
NS,N177,2020-09-03,2020-09-04,2
NS,N177,2020-12-03,2020-12-06,4
NS,N177,2022-08-22,2026-07-16,1425
NS,N178,2017-01-01,2019-07-22,933
NS,N179,2017-01-01,2019-07-22,933
NS,N179,2020-09-03,2020-09-04,2
NS,N179,2020-12-03,2020-12-06,4
NS,N179,2022-08-12,2026-07-16,1435
NS,N180,2017-01-01,2019-09-01,974
NS,N180,2020-09-03,2020-09-04,2
NS,N180,2020-12-03,2020-12-06,4
NS,N180,2022-08-16,2026-07-16,1431
NS,N181,2017-01-01,2019-07-15,926
NS,N181,2020-01-12,2020-01-16,5
NS,N181,2020-09-03,2020-09-04,2
NS,N181,2020-12-03,2020-12-06,4
NS,N181,2022-08-22,2026-07-16,1425
NS,N182,2017-01-01,2019-07-15,926
NS,N182,2019-12-02,2019-12-08,7
NS,N182,2020-09-03,2020-09-04,2
NS,N182,2020-09-13,2020-09-13,1
NS,N182,2020-10-09,2020-10-11,3
NS,N182,2020-11-07,2020-11-08,2
NS,N182,2020-11-29,2020-11-29,1
NS,N182,2020-12-03,2020-12-06,4
NS,N182,2023-12-14,2026-07-16,946
NS,N183,2017-01-01,2019-07-16,927
NS,N183,2019-07-25,2019-07-25,1
NS,N183,2019-10-26,2019-10-29,4
NS,N183,2019-11-29,2019-12-08,10
NS,N183,2020-01-27,2020-01-30,4
NS,N183,2020-09-03,2020-09-04,2
NS,N183,2020-12-03,2020-12-06,4
NS,N183,2022-08-16,2026-07-16,1431
NS,N184,2017-01-01,2019-07-16,927
NS,N184,2020-09-03,2020-09-04,2
NS,N184,2020-12-03,2020-12-06,4
NS,N184,2022-09-06,2022-09-14,9
NS,N184,2023-12-14,2026-07-16,946
NS,N185,2017-01-01,2019-07-23,934
NS,N185,2020-09-03,2020-09-04,2
NS,N185,2020-12-03,2020-12-06,4
NS,N185,2023-12-14,2026-07-16,946
NS,N186,2017-01-01,2019-09-02,975
NS,N186,2020-09-03,2020-09-04,2
NS,N186,2020-09-14,2020-09-14,1
NS,N186,2020-12-03,2020-12-06,4
NS,N186,2022-08-19,2026-07-16,1428
NS,N187,2017-01-01,2019-08-30,972
NS,N187,2020-09-03,2020-09-04,2
NS,N187,2020-12-03,2020-12-06,4
NS,N187,2023-12-14,2026-07-16,946
NS,N188,2017-01-01,2019-09-01,974
NS,N188,2019-09-19,2019-09-25,7
NS,N188,2019-11-18,2019-12-04,17
NS,N188,2019-12-08,2019-12-16,9
NS,N188,2019-12-24,2019-12-25,2
NS,N188,2019-12-28,2019-12-29,2
NS,N188,2020-02-03,2020-02-03,1
NS,N188,2020-09-03,2020-09-04,2
NS,N188,2020-12-03,2020-12-06,4
NS,N188,2022-08-19,2026-07-16,1428
NS,N189,2017-01-01,2019-09-03,976
NS,N189,2019-09-22,2019-09-22,1
NS,N189,2019-09-24,2019-09-26,3
NS,N189,2020-07-13,2020-07-13,1
NS,N189,2020-09-03,2020-09-04,2
NS,N189,2020-12-03,2020-12-06,4
NS,N190,2017-01-01,2019-09-03,976
NS,N190,2019-11-10,2019-11-12,3
NS,N190,2020-09-03,2020-09-04,2
NS,N190,2020-12-03,2020-12-06,4
NS,N190,2023-12-14,2026-07-16,946
NS,N191,2017-01-01,2019-08-31,973
NS,N191,2020-09-03,2020-09-04,2
NS,N191,2020-12-03,2020-12-06,4
NS,N191,2023-12-14,2026-07-16,946
NS,N192,2017-01-01,2019-09-03,976
NS,N192,2020-09-03,2020-09-04,2
NS,N192,2020-12-03,2020-12-06,4
NS,N192,2023-12-14,2026-07-16,946
NS,N193,2017-01-01,2019-08-31,973
NS,N193,2020-09-03,2020-09-04,2
NS,N193,2020-12-03,2020-12-06,4
NS,N193,2023-12-14,2026-07-16,946
NS,N194,2017-01-01,2019-08-30,972
NS,N194,2020-09-03,2020-09-04,2
NS,N194,2020-12-03,2020-12-06,4
NS,N194,2022-10-13,2026-07-16,1373
NS,N195,2017-01-01,2019-08-31,973
